transaction_id,items
B0D9Y3LHHP,has_aplus=1|is_fba=1|knife_type=boning|knife_type=paring|material=damascus|material=stainless|price_tier=0|rating>=4.5
B0979618DB,has_aplus=1|is_fba=1|knife_type=paring|knife_type=santoku|material=stainless|price_tier=0|rating>=4.5
B06XYSXS9F,has_aplus=1|is_fba=1|knife_type=block|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=stainless|price_tier=2|rating>=4.5|sales=100-999
B09SB3P9HP,has_aplus=1|is_fba=1|knife_type=carving|knife_type=utility|material=stainless|price_tier=0|rating>=4.5
B0CQCLHBHK,has_aplus=1|is_fba=1|knife_type=block|price_tier=2|rating>=4.5|sales=100-999
B06XKYMXFN,has_aplus=1|is_fba=1|knife_type=block|knife_type=chef|knife_type=paring|knife_type=set|knife_type=steak|knife_type=utility|material=stainless|price_tier=2|rating>=4.5
B0DDQ1Q7TN,has_aplus=1|knife_type=cleaver|knife_type=set|price_tier=0|rating>=4.5
B09JPFSNVC,has_aplus=1|is_fba=1|knife_type=chef|knife_type=paring|knife_type=set|knife_type=utility|material=high_carbon|material=stainless|price_tier=0|rating>=4.5
B01GL50U70,has_aplus=1|knife_type=paring|knife_type=utility|material=high_carbon|material=stainless|material=x50crmov15|price_tier=0|rating>=4.5
B07VWJTN1W,has_aplus=1|is_fba=1|knife_type=chef|knife_type=paring|knife_type=utility|material=damascus|material=stainless|material=vg10|price_tier=1|rating>=4.5|sales<100
B0BTLH8J6B,has_aplus=1|knife_type=block|knife_type=boning|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=utility|material=high_carbon|material=stainless|price_tier=2|rating=4.0-4.5|sales<100
B0DP6LBV7H,has_aplus=1|is_fba=1|knife_type=chef|knife_type=set|knife_type=utility|material=damascus|material=vg10|price_tier=1|rating>=4.5
B0D871PMKQ,has_aplus=1|is_fba=1|knife_type=block|knife_type=chef|price_tier=1|rating>=4.5
B0F6L991NK,has_aplus=1|is_fba=1|knife_type=bread|knife_type=chef|knife_type=utility|material=high_carbon|material=stainless|price_tier=0|rating>=4.5|sales<100
B0CQ2KQFQ8,has_aplus=1|is_fba=1|knife_type=carving|knife_type=chef|knife_type=cleaver|material=german_steel|material=stainless|price_tier=1|rating>=4.5
B007I1PLO4,has_aplus=1|is_fba=1|knife_type=chef|material=stainless|price_tier=2|rating>=4.5
B0DPQMPJG6,has_aplus=1|is_fba=1|knife_type=bread|knife_type=chef|knife_type=santoku|price_tier=0|rating<4.0
B0F66FX734,has_aplus=1|is_fba=1|knife_type=boning|knife_type=fillet|material=german_steel|price_tier=1|rating=4.0-4.5
B0F4RB57PB,has_aplus=1|knife_type=block|knife_type=bread|knife_type=carving|knife_type=chef|knife_type=paring|knife_type=set|material=damascus|material=german_steel|material=high_carbon|material=stainless|price_tier=1|rating>=4.5
B099WPXP54,has_aplus=1|knife_type=set|knife_type=steak|material=high_carbon|material=stainless|price_tier=2|rating>=4.5|sales=100-999
B0D4DCRXW8,has_aplus=1|knife_type=chef|material=carbon_steel|material=damascus|material=vg10|price_tier=2|rating>=4.5|sales<100
B0FWQJ6S34,has_aplus=1|knife_type=paring|material=high_carbon|material=stainless|price_tier=1|rating<4.0
B09S9TRHN5,has_aplus=1|is_fba=1|knife_type=paring|knife_type=utility|material=stainless|price_tier=0|rating>=4.5
B0DM9KC21C,has_aplus=1|is_fba=1|knife_type=carving|knife_type=chef|knife_type=cleaver|knife_type=nakiri|knife_type=paring|knife_type=set|material=damascus|material=high_carbon|material=stainless|price_tier=2|rating>=4.5
B0DDRTS1ZM,has_aplus=1|is_fba=1|knife_type=block|price_tier=1|rating>=4.5
B00008S0TA,has_aplus=1|is_fba=1|knife_type=utility|price_tier=1|rating>=4.5
B07XD39KRG,has_aplus=1|is_fba=1|knife_type=bread|knife_type=chef|material=high_carbon|material=stainless|price_tier=0|rating>=4.5
B0G95BGKN7,has_aplus=1|knife_type=cleaver|material=carbon_steel|material=high_carbon|price_tier=1|rating>=4.5
B0F23DWMK8,has_aplus=1|is_fba=1|knife_type=block|knife_type=set|material=damascus|material=high_carbon|price_tier=2|rating>=4.5
B082PDGCWW,has_aplus=1|knife_type=boning|knife_type=carving|knife_type=chef|knife_type=cleaver|knife_type=utility|price_tier=1|rating>=4.5
B0FWQYMLHG,has_aplus=1|knife_type=boning|knife_type=bread|knife_type=chef|material=damascus|material=stainless|price_tier=1|rating<4.0
B09DSYHCTY,has_aplus=1|is_fba=1|knife_type=bread|knife_type=chef|knife_type=utility|material=damascus|material=stainless|price_tier=0|rating>=4.5
B0C6WYBQTH,has_aplus=1|is_fba=1|knife_type=chef|knife_type=paring|knife_type=utility|material=high_carbon|material=stainless|price_tier=1|rating>=4.5|sales=100-999
B0FM83SLTL,has_aplus=1|is_fba=1|knife_type=block|knife_type=boning|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=stainless|price_tier=1|rating>=4.5|sales=100-999
B07H6WGWMD,has_aplus=1|is_fba=1|knife_type=block|knife_type=boning|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=stainless|price_tier=1|rating>=4.5|sales=100-999
B0DQ8WWPGP,has_aplus=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=set|knife_type=steak|knife_type=utility|material=high_carbon|material=stainless|price_tier=0|rating>=4.5|sales>=1000
B01DUT3QSU,has_aplus=1|is_fba=1|knife_type=block|knife_type=chef|knife_type=paring|knife_type=set|knife_type=utility|material=stainless|price_tier=0|rating>=4.5|sales=100-999
B0FQMJQM6Y,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=stainless|price_tier=1|rating>=4.5|sales=100-999
B0D149W1ZQ,has_aplus=1|knife_type=chef|knife_type=cleaver|material=carbon_steel|material=damascus|material=high_carbon|price_tier=1|rating>=4.5|sales=100-999
B0CZ718G51,has_aplus=1|is_fba=1|knife_type=bread|knife_type=carving|knife_type=chef|knife_type=santoku|price_tier=0|rating=4.0-4.5
B0F18JYXG2,has_aplus=1|knife_type=block|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=high_carbon|material=stainless|price_tier=1|rating>=4.5|sales<100
B0FXGRC4PH,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=high_carbon|material=stainless|painpoint=sharpness_positive|price_tier=2|rating>=4.5|sales<100
B0CNZ97KND,has_aplus=1|is_fba=1|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=utility|material=high_carbon|material=stainless|price_tier=0|rating>=4.5
B0006MM4RE,has_aplus=1|is_fba=1|knife_type=santoku|material=high_carbon|price_tier=1|rating>=4.5|sales=100-999
B0DNSWRZV7,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=stainless|price_tier=2|rating>=4.5|sales<100
B0FWYKP87T,has_aplus=1|is_fba=1|knife_type=chef|knife_type=cleaver|knife_type=nakiri|material=high_carbon|material=stainless|price_tier=0|rating=4.0-4.5|sales<100
B0FQN4YMF1,has_aplus=1|is_fba=1|knife_type=boning|knife_type=bread|knife_type=chef|knife_type=nakiri|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=utility|material=high_carbon|material=stainless|price_tier=2|rating>=4.5
B0B6QDC7SQ,has_aplus=1|is_fba=1|knife_type=block|knife_type=cleaver|knife_type=paring|knife_type=santoku|knife_type=set|material=german_steel|material=x50crmov15|price_tier=2|rating=4.0-4.5
B0FCGDLDTH,has_aplus=1|is_fba=1|knife_type=boning|knife_type=chef|knife_type=cleaver|knife_type=set|material=carbon_steel|material=high_carbon|price_tier=1|rating>=4.5|sales=100-999
B09QLTP7N6,has_aplus=1|knife_type=chef|knife_type=santoku|knife_type=set|knife_type=utility|material=damascus|material=high_carbon|material=stainless|price_tier=0|rating>=4.5
B0D44Q9ZCL,has_aplus=1|knife_type=boning|knife_type=chef|knife_type=cleaver|knife_type=set|material=carbon_steel|material=high_carbon|price_tier=2|rating>=4.5|sales=100-999
B073J61P62,has_aplus=1|is_fba=1|knife_type=block|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=high_carbon|material=stainless|painpoint=appearance_finish_negative|painpoint=appearance_finish_positive|painpoint=balance_weight_negative|painpoint=durability_negative|painpoint=handle_comfort_negative|painpoint=handle_comfort_positive|painpoint=overall_quality_positive|painpoint=rust_resistance_negative|painpoint=sharpness_positive|painpoint=value_for_money_negative|price_tier=2|rating>=4.5|sales>=1000
B0DT6G3SZM,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|material=high_carbon|material=stainless|price_tier=1|rating>=4.5
B07QHQXY9G,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=utility|material=german_steel|material=stainless|price_tier=1|rating>=4.5
B0FLXBXVWN,has_aplus=1|is_fba=1|knife_type=block|knife_type=set|material=stainless|price_tier=1|rating=4.0-4.5|sales=100-999
B0DM1QVV37,has_aplus=1|knife_type=chef|knife_type=cleaver|knife_type=nakiri|material=high_carbon|material=stainless|price_tier=1|rating>=4.5
B0CFXNZ26Z,has_aplus=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=stainless|price_tier=1|rating>=4.5|sales>=1000
B0F3X9GF9J,has_aplus=1|is_fba=1|knife_type=chef|material=carbon_steel|material=high_carbon|price_tier=0|rating>=4.5
B0FQJ4DT9Q,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=stainless|price_tier=2|rating>=4.5
B08YMKNDNY,has_aplus=1|is_fba=1|knife_type=block|knife_type=boning|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=stainless|price_tier=2|rating>=4.5|sales=100-999
B0DZJ7T45L,has_aplus=1|is_fba=1|knife_type=carving|knife_type=chef|material=aus10|material=carbon_steel|material=high_carbon|material=stainless|price_tier=2|rating>=4.5
B0F734G1ML,has_aplus=1|is_fba=1|knife_type=block|knife_type=boning|knife_type=bread|knife_type=carving|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=high_carbon|material=stainless|price_tier=2|rating>=4.5|sales<100
B0F332XQS4,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=high_carbon|material=stainless|price_tier=1|rating>=4.5|sales<100
B0DLXK9PHN,has_aplus=1|is_fba=1|knife_type=block|knife_type=chef|knife_type=set|material=stainless|price_tier=1|rating>=4.5
B0BQC3LSTH,has_aplus=1|is_fba=1|knife_type=chef|knife_type=santoku|knife_type=set|knife_type=utility|material=high_carbon|material=stainless|price_tier=0|rating>=4.5|sales<100
B0D58K9X77,has_aplus=1|is_fba=1|knife_type=chef|knife_type=set|material=german_steel|material=high_carbon|price_tier=1|rating>=4.5
B0CP5QXC1H,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=carving|knife_type=chef|knife_type=fillet|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=high_carbon|material=stainless|painpoint=overall_quality_negative|painpoint=overall_quality_positive|painpoint=sharpness_negative|painpoint=sharpness_positive|price_tier=3|rating>=4.5|sales>=1000
B0FDWWLQJM,has_aplus=1|is_fba=1|knife_type=block|knife_type=boning|knife_type=chef|knife_type=cleaver|knife_type=fillet|knife_type=paring|knife_type=set|knife_type=utility|material=stainless|price_tier=0|rating>=4.5|sales=100-999
B09WW6VGHX,has_aplus=1|knife_type=chef|material=high_carbon|material=stainless|painpoint=sharpness_positive|painpoint=value_for_money_positive|price_tier=0|rating>=4.5|sales>=1000
B071S6FYPV,has_aplus=1|knife_type=chef|knife_type=santoku|material=stainless|price_tier=0|rating<4.0
B0F4X1P12D,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=set|knife_type=utility|material=german_steel|material=high_carbon|material=stainless|material=x50crmov15|price_tier=1|rating>=4.5
B0FXG4SS9N,has_aplus=1|is_fba=1|knife_type=chef|knife_type=santoku|material=carbon_steel|material=german_steel|material=stainless|price_tier=0|rating>=4.5|sales=100-999
B07JB658KV,has_aplus=1|knife_type=bread|knife_type=chef|knife_type=santoku|knife_type=utility|material=high_carbon|material=stainless|price_tier=0|rating>=4.5
B09Y159535,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=damascus|material=vg10|price_tier=3|rating>=4.5|sales<100
B0BWYH3D6G,has_aplus=1|is_fba=1|knife_type=block|knife_type=carving|knife_type=chef|knife_type=set|knife_type=steak|material=high_carbon|material=stainless|painpoint=appearance_finish_negative|painpoint=durability_negative|painpoint=handle_comfort_negative|painpoint=overall_quality_negative|painpoint=rust_resistance_negative|painpoint=sharpness_negative|painpoint=value_for_money_negative|price_tier=1|rating>=4.5
B0CDB1F42P,has_aplus=1|is_fba=1|knife_type=chef|knife_type=set|material=carbon_steel|material=high_carbon|material=stainless|price_tier=0|rating=4.0-4.5
B0C61SJWDD,has_aplus=1|is_fba=1|knife_type=block|knife_type=boning|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=carbon_steel|material=high_carbon|material=stainless|painpoint=overall_quality_positive|painpoint=sharpness_positive|price_tier=2|rating>=4.5
B0FY68P8PN,has_aplus=1|is_fba=1|knife_type=block|knife_type=boning|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=high_carbon|material=stainless|price_tier=2|rating>=4.5
B0DFZG4CR3,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=high_carbon|material=stainless|price_tier=2|rating=4.0-4.5|sales>=1000
B0FCKGK5R6,has_aplus=1|is_fba=1|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=utility|material=stainless|price_tier=0|rating>=4.5|sales=100-999
B0CYV7S6ZH,has_aplus=1|is_fba=1|knife_type=santoku|material=stainless|price_tier=0|rating=4.0-4.5
B0F4J7D8TG,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=set|material=stainless|price_tier=1|rating<4.0
B0B9SK369P,has_aplus=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=fillet|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|price_tier=2|rating>=4.5|sales=100-999
B0DQ264PDV,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|material=german_steel|material=stainless|price_tier=0|rating<4.0
B000MP79QG,has_aplus=1|is_fba=1|knife_type=carving|knife_type=chef|material=high_carbon|material=stainless|price_tier=0|rating>=4.5
B0DH3K1KK5,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=high_carbon|material=stainless|price_tier=1|rating>=4.5|sales=100-999
B0D8JM4HJM,has_aplus=1|is_fba=1|knife_type=chef|knife_type=santoku|material=high_carbon|material=stainless|price_tier=0|rating=4.0-4.5
B083NPV1H3,has_aplus=1|is_fba=1|knife_type=chef|material=high_carbon|material=stainless|price_tier=0|rating=4.0-4.5
B0DWSWPZ5Y,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=high_carbon|material=stainless|price_tier=2|rating>=4.5|sales=100-999
B0C4YQDZ58,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=fillet|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=high_carbon|material=stainless|price_tier=2|rating>=4.5
B0DLKDH43D,has_aplus=1|is_fba=1|knife_type=block|knife_type=set|material=stainless|price_tier=1|rating<4.0
B09Z6JXZR8,has_aplus=1|is_fba=1|knife_type=bread|knife_type=carving|knife_type=chef|knife_type=cleaver|knife_type=nakiri|knife_type=set|material=carbon_steel|material=high_carbon|price_tier=2|rating>=4.5
B09G6QX21B,has_aplus=1|is_fba=1|knife_type=block|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=high_carbon|material=stainless|price_tier=2|rating>=4.5|sales>=1000
B08HZC6G87,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=carving|knife_type=chef|knife_type=paring|knife_type=set|knife_type=utility|material=stainless|price_tier=0|rating>=4.5
B095PG6S8F,has_aplus=1|is_fba=1|knife_type=chef|knife_type=nakiri|knife_type=paring|knife_type=set|material=damascus|material=high_carbon|material=stainless|price_tier=1|rating>=4.5|sales>=1000
B0D45BB9JC,has_aplus=1|is_fba=1|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|material=stainless|price_tier=1|rating>=4.5|sales<100
B0D2RL9LRL,has_aplus=1|knife_type=bread|knife_type=chef|knife_type=cleaver|knife_type=nakiri|knife_type=paring|knife_type=set|price_tier=1|rating>=4.5|sales=100-999
B0F3KWZQ61,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=carbon_steel|material=high_carbon|material=stainless|painpoint=appearance_finish_negative|painpoint=appearance_finish_positive|painpoint=sharpness_negative|price_tier=2|rating>=4.5|sales>=1000
B0CCV7SFQZ,has_aplus=1|knife_type=block|knife_type=chef|knife_type=set|material=carbon_steel|material=damascus|material=high_carbon|material=stainless|material=x50crmov15|price_tier=2|rating>=4.5|sales=100-999
B0C36WLZNB,has_aplus=1|knife_type=chef|material=carbon_steel|material=high_carbon|price_tier=0|rating>=4.5
B0F5WP3TGT,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=high_carbon|material=stainless|price_tier=2|rating<4.0
B072B81PLD,has_aplus=1|is_fba=1|knife_type=carving|knife_type=set|knife_type=steak|material=high_carbon|material=stainless|price_tier=0|rating>=4.5|sales>=1000
B0BFQLRHTJ,has_aplus=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=damascus|material=stainless|price_tier=1|rating>=4.5|sales>=1000
B01B3GARVG,has_aplus=1|knife_type=bread|knife_type=carving|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=utility|material=stainless|painpoint=appearance_finish_positive|painpoint=balance_weight_negative|painpoint=balance_weight_positive|painpoint=durability_positive|painpoint=handle_comfort_negative|painpoint=handle_comfort_positive|painpoint=overall_quality_positive|painpoint=rust_resistance_positive|painpoint=sharpness_positive|painpoint=value_for_money_positive|price_tier=0|rating>=4.5|sales>=1000
B0DLH58TSK,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=high_carbon|material=stainless|price_tier=1|rating>=4.5|sales=100-999
B09KTLNZFH,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=stainless|price_tier=2|rating>=4.5|sales=100-999
B0FJF65WFZ,has_aplus=1|is_fba=1|knife_type=chef|knife_type=set|material=high_carbon|material=stainless|price_tier=0|rating>=4.5|sales<100
B0FLXXDHTH,has_aplus=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=carbon_steel|material=stainless|price_tier=2|rating>=4.5|sales=100-999
B0CSFG6GL3,has_aplus=1|is_fba=1|knife_type=chef|knife_type=santoku|material=carbon_steel|material=high_carbon|material=stainless|painpoint=sharpness_positive|price_tier=1|rating>=4.5|sales=100-999
B01JPUVQCQ,has_aplus=1|is_fba=1|knife_type=set|material=german_steel|material=x50crmov15|price_tier=2|rating=4.0-4.5
B009CS63KW,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|material=stainless|price_tier=2|rating>=4.5|sales=100-999
B0B6PKCXPL,has_aplus=1|is_fba=1|knife_type=block|knife_type=carving|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=high_carbon|material=stainless|price_tier=1|rating>=4.5|sales<100
B0DK877JNQ,has_aplus=1|is_fba=1|knife_type=block|knife_type=boning|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=stainless|price_tier=2|rating=4.0-4.5
B0FKH7Q1ZN,has_aplus=1|knife_type=block|knife_type=boning|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=high_carbon|material=stainless|price_tier=2|rating<4.0
B0FP28Y6W5,has_aplus=1|is_fba=1|knife_type=block|knife_type=boning|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=high_carbon|material=stainless|price_tier=2|rating=4.0-4.5
B007HB2274,has_aplus=1|is_fba=1|knife_type=chef|material=high_carbon|price_tier=2|rating>=4.5
B0FNQV86F7,has_aplus=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=high_carbon|material=stainless|material=x50crmov15|price_tier=2|rating>=4.5|sales<100
B0DSP9ZJVG,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=stainless|price_tier=2|rating=4.0-4.5
B00004RFN0,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=stainless|price_tier=3|rating=4.0-4.5
B0F38JCVQ6,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=high_carbon|material=stainless|price_tier=1|rating>=4.5
B0F9PSPTSC,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=set|knife_type=steak|knife_type=utility|material=german_steel|material=stainless|price_tier=1|rating<4.0
B08JLG355F,has_aplus=1|material=d2|material=stainless|price_tier=0|rating=4.0-4.5
B09Q5Y461J,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=set|knife_type=steak|knife_type=utility|material=high_carbon|material=stainless|price_tier=1|rating=4.0-4.5|sales=100-999
B0DCX5P4QQ,has_aplus=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=cleaver|knife_type=set|material=stainless|price_tier=1|rating>=4.5
B09WGXN7XV,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=cleaver|knife_type=paring|knife_type=santoku|knife_type=set|material=stainless|price_tier=1|rating=4.0-4.5|sales<100
B09FP64L57,has_aplus=1|is_fba=1|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=utility|material=high_carbon|material=stainless|price_tier=0|rating=4.0-4.5
B0D5MLTGDG,has_aplus=1|is_fba=1|knife_type=carving|knife_type=chef|knife_type=paring|knife_type=utility|material=stainless|price_tier=0|rating>=4.5
B0DBVHF1FT,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=carving|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=stainless|price_tier=1|rating>=4.5|sales=100-999
B0DBHLFR7S,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=set|material=stainless|price_tier=0|rating<4.0
B0CKZ1MJ7Y,has_aplus=1|is_fba=1|knife_type=chef|knife_type=santoku|knife_type=set|knife_type=utility|material=carbon_steel|material=high_carbon|material=stainless|painpoint=sharpness_positive|price_tier=1|rating>=4.5|sales>=1000
B0CDNYGWN5,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=stainless|price_tier=2|rating>=4.5|sales=100-999
B08JCV2PF6,has_aplus=1|material=d2|material=stainless|price_tier=0|rating<4.0
B0FCS63GVJ,has_aplus=1|is_fba=1|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=utility|material=high_carbon|material=stainless|price_tier=1|rating<4.0
B0CGRYSD85,has_aplus=1|is_fba=1|knife_type=set|material=stainless|price_tier=0|rating<4.0
B0BLVB4VNC,has_aplus=1|is_fba=1|knife_type=carving|material=german_steel|price_tier=0|rating>=4.5|sales>=1000
B0FP4LWWDD,has_aplus=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=high_carbon|material=stainless|price_tier=1|rating>=4.5|sales=100-999
B07BK4YVB3,has_aplus=1|knife_type=bread|knife_type=chef|material=damascus|material=high_carbon|material=stainless|painpoint=sharpness_negative|painpoint=sharpness_positive|price_tier=0|rating>=4.5|sales>=1000
B0916H4ZSS,has_aplus=1|is_fba=1|knife_type=block|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=stainless|price_tier=1|rating>=4.5|sales=100-999
B0CCS4N5Y6,has_aplus=1|is_fba=1|knife_type=chef|material=high_carbon|material=stainless|price_tier=0|rating>=4.5|sales=100-999
B0DFH18683,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|material=high_carbon|material=stainless|price_tier=1|rating>=4.5
B0DPF66VGH,has_aplus=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=high_carbon|material=stainless|price_tier=2|rating>=4.5|sales<100
B07BZD6HFZ,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=set|knife_type=steak|material=carbon_steel|material=stainless|price_tier=0|rating=4.0-4.5
B0DM1TBSV2,is_fba=1|knife_type=chef|knife_type=santoku|material=high_carbon|material=stainless|price_tier=1|rating>=4.5|sales=100-999
B0D666F3ZT,has_aplus=1|is_fba=1|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=utility|material=high_carbon|material=stainless|price_tier=2|rating=4.0-4.5
