review_id,aspect,sentiment,score,rating,sample_text
R1T9X8O743B3N3,rust,negative,-1.0,5,sharp rust resistant fit black thickness plastic material great condition
RFU6B5C5IU8X0,sharpness,negative,-1.0,3,not as sharp hard to cut a chocolate apple
R385DAFH5WZ6AN,sharpness,positive,1.0,5,"these knives are great,they are nice and sharp and very pretty"
R385DAFH5WZ6AN,appearance,positive,1.0,5,"these knives are great,they are nice and sharp and very pretty"
R3RQHTFXJ8T1FP,sharpness,positive,1.0,5, they are beautiful and sharper than i expected for such a low price
R3RQHTFXJ8T1FP,value,positive,1.0,5, they are beautiful and sharper than i expected for such a low price
R3RQHTFXJ8T1FP,appearance,positive,1.0,5, they are beautiful and sharper than i expected for such a low price
R1L3KT66J2IMJW,sharpness,negative,-1.0,5,i knew it was cheap quality metal and handles before i purchased- and very sharp for a while
R1L3KT66J2IMJW,quality,negative,-1.0,5,i knew it was cheap quality metal and handles before i purchased- and very sharp for a while
R1L3KT66J2IMJW,handle,negative,-1.0,5,i knew it was cheap quality metal and handles before i purchased- and very sharp for a while
R1L3KT66J2IMJW,value,negative,-1.0,5,i knew it was cheap quality metal and handles before i purchased- and very sharp for a while
R3UJ4WUEU5SRDP,sharpness,negative,-1.0,1, they were so dull! i watched someone try to cut an apple and the force they needed to get through i
R134PBMUOBBD9P,sharpness,positive,1.0,5,beautiful & really sharp‼️
R134PBMUOBBD9P,appearance,positive,1.0,5,beautiful & really sharp‼️
R3B273F9Z8DSVR,appearance,positive,1.0,5, they cut so well and are beautiful too
R2YBH5P5EZBYL4,sharpness,positive,1.0,5, nice and sharp!
R1UJLRMM2RU875,sharpness,positive,1.0,5," more importantly, they’re super sharp, durable, and cut through everything with ease"
R1UJLRMM2RU875,quality,positive,1.0,5," the handles are comfortable, and the quality feels premium for the price"
R1UJLRMM2RU875,durability,positive,1.0,5," more importantly, they’re super sharp, durable, and cut through everything with ease"
R1UJLRMM2RU875,handle,positive,1.0,5," the handles are comfortable, and the quality feels premium for the price"
R1UJLRMM2RU875,value,positive,1.0,5," the handles are comfortable, and the quality feels premium for the price"
R1UJLRMM2RU875,appearance,positive,1.0,5,i’m absolutely thrilled with this knife set! the rainbow titanium finish looks stunning on my counte
R2ST8MQAZ2TEOW,sharpness,positive,1.0,5,extremely sharp
R4S8FD04SYTSS,quality,negative,-1.0,1, it will get rust and other materials in your food if you use it
R4S8FD04SYTSS,rust,negative,-1.0,1, they rust upon contact with water
R1EY5G0BQP61AH,appearance,positive,1.0,5,very pretty and match my dishes
R3I8WGWAXTPSTD,sharpness,positive,1.0,5,"excellent condition, razor sharp and each comes with its own sheath"
R3W1TZ3ROM55Y4,sharpness,positive,1.0,5,very nice and sharp
R1F4W468RPMHIH,appearance,positive,1.0,5,these are beautiful
RLF6TV72168VD,durability,negative,-1.0,3," but for anyone who cooks regularly and values durable tools, i’d recommend investing in a more repu"
RLF6TV72168VD,value,negative,-1.0,3," but for anyone who cooks regularly and values durable tools, i’d recommend investing in a more repu"
RLF6TV72168VD,appearance,negative,-1.0,3,"if you’re looking for short-term convenience or occasional use, these might suffice"
R1P18AEJ3HGKTQ,durability,negative,-1.0,1,did not know handle was plastic
R1P18AEJ3HGKTQ,handle,negative,-1.0,1,did not know handle was plastic
R1P18AEJ3HGKTQ,value,negative,-1.0,1, on sell when purchased so price was right
R3O818RP8TY1YV,sharpness,positive,1.0,5, they are super sharp & have made cooking a breeze
R3O818RP8TY1YV,quality,positive,1.0,5, they are super sharp & have made cooking a breeze
R3O818RP8TY1YV,rust,positive,1.0,5, he's used the so many times & there isn't a spot of rust
RE6LT5B4JOTP8,sharpness,positive,1.0,5," the box is beautiful, the knives come sharpened and i couldn’t be happier!! they are easy to clean,"
RE6LT5B4JOTP8,appearance,positive,1.0,5," the box is beautiful, the knives come sharpened and i couldn’t be happier!! they are easy to clean,"
R1KWZ90AWUJVXJ,sharpness,positive,1.0,5,gave this to my daughter-in-law for a christmas present she really loves him she says they're very s
R2ZYDKNVVCIR0V,appearance,positive,1.0,5,so aesthetically pleasing and the knife work and cute great
R2U97I4M62JM62,sharpness,positive,1.0,5, we are very pleased and nice and sharp! we will order more from this company and i highly recommend
R18QXWGQWZ0WHE,quality,positive,1.0,5,these knives are of good quality and have a variety of sizes
R9PIIZO0AM2R9,sharpness,negative,-1.0,1, look good but didn’t stay sharp long at all
R9PIIZO0AM2R9,appearance,negative,-1.0,1, look good but didn’t stay sharp long at all
R3CFZ63OGWEN9Y,sharpness,positive,1.0,5,i love this knife set! they are so sharp and comfortable to use
R3CFZ63OGWEN9Y,handle,positive,1.0,5,i love this knife set! they are so sharp and comfortable to use
R3CFZ63OGWEN9Y,value,positive,1.0,5, they are incredibly sharp & such a great value
R30LX5W5SYP7WE,quality,positive,1.0,5,"i’m obsessed with this set, they are so pretty and they are good quality"
R30LX5W5SYP7WE,rust,positive,1.0,5," i clean them right after use, dry them and put them away to avoid water stains"
R30LX5W5SYP7WE,appearance,positive,1.0,5,"i’m obsessed with this set, they are so pretty and they are good quality"
REB15DKDM7610,sharpness,negative,-1.0,1,top part of the nice is sharp make sure not to put your index finger on it as i was cut trying to ho
REB15DKDM7610,handle,negative,-1.0,1,top part of the nice is sharp make sure not to put your index finger on it as i was cut trying to ho
R1R9JJIDENT536,sharpness,negative,-1.0,1, noticed on large blade it looked like someone just colored over a scratch with a sharpie marker as 
R1R9JJIDENT536,quality,negative,-1.0,1, do not buy this product if this is the type of quality control they have
R1R9JJIDENT536,handle,negative,-1.0,1,opened these and hand washed them
R1R9JJIDENT536,rust,negative,-1.0,1, i am sure this will start rusting sooner
R1R9JJIDENT536,appearance,negative,-1.0,1, noticed on large blade it looked like someone just colored over a scratch with a sharpie marker as 
RB0SQWVCXAWUO,sharpness,positive,1.0,5,the sharpness and quality of this knife set definitely does not disappoint! definite worth the cost 
RB0SQWVCXAWUO,quality,positive,1.0,5,the sharpness and quality of this knife set definitely does not disappoint! definite worth the cost 
RB0SQWVCXAWUO,value,positive,1.0,5,the sharpness and quality of this knife set definitely does not disappoint! definite worth the cost 
RB0SQWVCXAWUO,appearance,positive,1.0,5, the color is nice and they look great with the rest of the utensils i have
R3SQDTPGJQFTVZ,sharpness,negative,-1.0,1,"they look good, and cut nice the first 2-3 times and then they are dull"
R3SQDTPGJQFTVZ,durability,negative,-1.0,1, i was hoping it would definitely last longer than few cuts
R3SQDTPGJQFTVZ,value,negative,-1.0,1, waste of money
R3SQDTPGJQFTVZ,appearance,negative,-1.0,1,"they look good, and cut nice the first 2-3 times and then they are dull"
R1ZCSCW398MFTT,sharpness,positive,1.0,5,these knives are sharp and will stay that way with proper treatment
R1ZCSCW398MFTT,rust,positive,1.0,5," if you happen to leave them in water and they spot rust, use vinegar and a soft cloth, i have never"
R1ZCSCW398MFTT,appearance,positive,1.0,5, my first set and the ones i use daily are several years old and i have many more years to look forw
R18LLOOFS0Q8IJ,sharpness,positive,1.0,5,"very cute,great quality, very sharp and a great price 😀"
R18LLOOFS0Q8IJ,quality,positive,1.0,5,"very cute,great quality, very sharp and a great price 😀"
R18LLOOFS0Q8IJ,value,positive,1.0,5,"very cute,great quality, very sharp and a great price 😀"
R2SKFZK4A7HVYM,sharpness,negative,-1.0,2, i’m starting to see little black specks come off and get into whatever i’m cutting
R2SKFZK4A7HVYM,quality,negative,-1.0,2," the quality isn’t great, you get what you pay for"
RIM0BE690N182,sharpness,negative,-1.0,3,"beautiful knife set, but my set is not as sharp as i was expecting them to be…"
RIM0BE690N182,appearance,negative,-1.0,3,"beautiful knife set, but my set is not as sharp as i was expecting them to be…"
R1SZNQW0HIMIPY,quality,positive,1.0,5,the quality is 100%
R35YQ78FCLI5QT,sharpness,positive,1.0,5, fits well into any utensil drawersharpness:use with caution! these babies will slice through anythi
R35YQ78FCLI5QT,quality,positive,1.0,5, leaves a very clean cut!!quality:amazing quality
R35YQ78FCLI5QT,handle,positive,1.0,5,"it is recommended to hand wash, but i'll admit i have put them in the dishwasher on the very top rac"
R35YQ78FCLI5QT,value,positive,1.0,5,why did you pick this product vs others?:they are gorgeous for a great price!storage capacity:easy t
R17G00H9VWISCC,sharpness,neutral,0.0,3," delivery took longer than expected, some of the knives were not sharp at all"
R17G00H9VWISCC,value,neutral,0.0,3,"i saw the price and said, why not try them"
RKC1TY2J6OW03,sharpness,neutral,0.0,3, still cool knives and seem pretty sharp
RKC1TY2J6OW03,appearance,neutral,0.0,3, still cool knives and seem pretty sharp
RY63P9BV3DEDP,sharpness,negative,-1.0,1,dull
R2UI3VS0BKBO3B,balance,negative,-1.0,5,worth the money i always get compliments for the looks and they're lightweight 
R2UI3VS0BKBO3B,value,negative,-1.0,5,worth the money i always get compliments for the looks and they're lightweight 
R2UI3VS0BKBO3B,appearance,negative,-1.0,5,worth the money i always get compliments for the looks and they're lightweight 
R3BU5AST8SWQ5L,sharpness,negative,-1.0,3,"not as sharp as they should be,nice weight, ok for a he money if you don’t have any, i would not pur"
R3BU5AST8SWQ5L,balance,negative,-1.0,3,"not as sharp as they should be,nice weight, ok for a he money if you don’t have any, i would not pur"
R3BU5AST8SWQ5L,value,negative,-1.0,3,"not as sharp as they should be,nice weight, ok for a he money if you don’t have any, i would not pur"
R1NS7AEAZDFDXZ,sharpness,positive,1.0,5, they are very sharp cut very well
R28P0DJ9Z4HQ9R,value,positive,1.0,5,great value for money
R26JAPRCC30GVJ,sharpness,negative,-1.0,2,"cute in color but not really sharpe, a little dull"
R26JAPRCC30GVJ,balance,negative,-1.0,2," could not easily cut items because of the dullness, but they are lightweight and easy to use"
R26JAPRCC30GVJ,appearance,negative,-1.0,2, pretty color
R1L9S1YVF5208E,value,positive,1.0,5, nice for the price
R1L9S1YVF5208E,appearance,positive,1.0,5, looks just like the image
R3KCRBE3BJPF08,sharpness,positive,1.0,4, i will warn be careful when opening as they are extra sharp
R3KCRBE3BJPF08,quality,positive,1.0,4, the quality is beyond words
R3KCRBE3BJPF08,durability,positive,1.0,4, very sturdy and durable
R3KCRBE3BJPF08,handle,positive,1.0,4, i recommend hand wash only
R3KCRBE3BJPF08,value,positive,1.0,4, great value for the price
R7AY1E5MJIO26,quality,positive,1.0,5,beautiful and well made! seller had great communication!
R7AY1E5MJIO26,appearance,positive,1.0,5,beautiful and well made! seller had great communication!
R3135JNEZ19MJL,sharpness,positive,1.0,5,ok so far i've only used the chefs knife and the pairing knife but all the knifes are high quality t
R3135JNEZ19MJL,quality,positive,1.0,5,ok so far i've only used the chefs knife and the pairing knife but all the knifes are high quality t
R3135JNEZ19MJL,durability,positive,1.0,5,ok so far i've only used the chefs knife and the pairing knife but all the knifes are high quality t
R3135JNEZ19MJL,handle,positive,1.0,5,ok so far i've only used the chefs knife and the pairing knife but all the knifes are high quality t
R3135JNEZ19MJL,balance,positive,1.0,5,ok so far i've only used the chefs knife and the pairing knife but all the knifes are high quality t
R3135JNEZ19MJL,appearance,positive,1.0,5,ok so far i've only used the chefs knife and the pairing knife but all the knifes are high quality t
R2XLSNCFBAHIIS,sharpness,positive,1.0,5, they're sharp and the color is appealing
R2XLSNCFBAHIIS,handle,positive,1.0,5, good grip and sizes
R2XLSNCFBAHIIS,value,positive,1.0,5, i bought them on sale so it was worth the price
R2XLSNCFBAHIIS,appearance,positive,1.0,5, they come with their own covers so you don't accidently cut yourself when looking for them
R1BRT8G9265E8J,sharpness,negative,-1.0,2,well it didn't take too long been about 2 months since i started using these and they're already dul
R36UNFLMSL5O9H,sharpness,positive,1.0,5," super sharp, great quality, love the look and feel of these knives"
R36UNFLMSL5O9H,quality,positive,1.0,5," super sharp, great quality, love the look and feel of these knives"
R36UNFLMSL5O9H,appearance,positive,1.0,5," super sharp, great quality, love the look and feel of these knives"
R8U9WCHU0CSLB,sharpness,negative,-1.0,2,"doesn’t stay sharp long, i personally don’t know how to resharpening them ! any suggestions??"
R1RRWHTPV2HWDI,sharpness,positive,1.0,5,"easy to tell apart,needs sharpening one in a while"
R3F6MMJXOJPEE0,sharpness,positive,1.0,5,"colorful, sharp, and guest-friendly! 🔪🌈 the cuisinart 12-piece knife set adds a fun pop of color to "
R3F6MMJXOJPEE0,durability,positive,1.0,5," durable, stylish, and a great value — perfect for shared spaces!"
R3F6MMJXOJPEE0,handle,positive,1.0,5," each knife is sharp, easy to handle, and the color-coded design helps guests use them safely and hy"
R3F6MMJXOJPEE0,value,positive,1.0,5," durable, stylish, and a great value — perfect for shared spaces!"
R3F6MMJXOJPEE0,appearance,positive,1.0,5,"colorful, sharp, and guest-friendly! 🔪🌈 the cuisinart 12-piece knife set adds a fun pop of color to "
RFHX0CCUG6BP1,sharpness,positive,1.0,5,they are really sharp
R352ZTHQGURW8X,durability,negative,-1.0,4,"work well, seem to cut most items extremely well but only time will tell how long they last"
R2NU27VRJFYYEU,sharpness,negative,-1.0,1," have used the pairing knife and found it not at all sharp, not even sharp enough to cut through a t"
R23KHK0NCK34Z4,sharpness,negative,-1.0,1,very dull knives
R2TXDV0AW5UCAQ,sharpness,positive,1.0,5, cute colors easy to clean very durable and sharp sharp sharp
R2TXDV0AW5UCAQ,durability,positive,1.0,5, cute colors easy to clean very durable and sharp sharp sharp
R1PUXYONJ7S58B,sharpness,negative,-1.0,3,not too bad but the knives don’t hold an edge very long
R1PUXYONJ7S58B,handle,negative,-1.0,3,not too bad but the knives don’t hold an edge very long
R29CQ25N2O35BA,value,positive,1.0,5,slices and chops better than our expensive knife block
R1YLKPOJE4AGI9,quality,positive,1.0,5,if i could give these 10 stars i would! amazing quality and i use them everyday!!!
R1O08Q677EU436,sharpness,positive,1.0,5,love thm be careful sharp
R38G3DE26C78MG,sharpness,positive,1.0,5,"sharp, work great"
R3QFLDU0KPP0V6,sharpness,positive,1.0,5,"these are great knives, very sharp and i appreciate the covers"
R23QBZIW3L7Q42,sharpness,positive,1.0,5," i also own a set of the cuisinart knives, not the same set, but i love my cuisinart knives and i lo"
R3RUDYW91SWWH6,sharpness,positive,1.0,5,"they became the favorites in our kitchen, sharpy cutting, stainless steel, light weight, good lookin"
R3RUDYW91SWWH6,rust,positive,1.0,5,"they became the favorites in our kitchen, sharpy cutting, stainless steel, light weight, good lookin"
R3RUDYW91SWWH6,balance,positive,1.0,5,"they became the favorites in our kitchen, sharpy cutting, stainless steel, light weight, good lookin"
R3RUDYW91SWWH6,appearance,positive,1.0,5,"they became the favorites in our kitchen, sharpy cutting, stainless steel, light weight, good lookin"
RKQL4W04QHKAT,handle,positive,1.0,5, they are comfortable to hold and are so bright and pretty i should've ordered two for a back up
RKQL4W04QHKAT,balance,positive,1.0,5,these are my favorite knives they are the perfect weight and all the different sizes and colors i lo
RKQL4W04QHKAT,appearance,positive,1.0,5, they are comfortable to hold and are so bright and pretty i should've ordered two for a back up
RPA7KQ2J3A6TI,sharpness,negative,-1.0,1,metal is super cheap and soft have to be resharpened with each use
RPA7KQ2J3A6TI,durability,negative,-1.0,1, even the plastic covers bend the tips if they catch
RPA7KQ2J3A6TI,value,negative,-1.0,1,metal is super cheap and soft have to be resharpened with each use
R3EH96CV5D47SU,sharpness,negative,-1.0,1, the recipient says they are very dull-which they are!
R3V4GV76EH6AS,handle,positive,1.0,5, comfortable grip
R1DCGX9M3MUEVE,sharpness,negative,-1.0,2,these knife's are not sharp! very disappointed in their ability to cut! they look good and feel good
R1DCGX9M3MUEVE,handle,negative,-1.0,2,these knife's are not sharp! very disappointed in their ability to cut! they look good and feel good
R1DCGX9M3MUEVE,appearance,negative,-1.0,2,these knife's are not sharp! very disappointed in their ability to cut! they look good and feel good
RE5SSJ3FHUS6R,sharpness,negative,-1.0,5," lemons, tomatoes and veggies of all sorts do not stand a chance against these affordable blades"
R2ZWNXSRHC38TR,sharpness,positive,1.0,5,"after using these knives for several years and never having to sharpen them, i decided to gift them "
RX4E2X0TTAQ9Y,sharpness,negative,-1.0,1,do not buy these knives… after a while from sharpening the paint comes off and it ends up in your fo
R1VRFNT3KW3WZQ,handle,positive,1.0,5, love the colors ! great grip and comfort in your hands 
RFHWQKJ0YI0WM,sharpness,positive,1.0,5,love cuisinart! sharp blade and nice looking
RFHWQKJ0YI0WM,appearance,positive,1.0,5,love cuisinart! sharp blade and nice looking
R3IN9SZA4BCC3P,sharpness,positive,1.0,5," very sharp, works well"
R2806LK8L0MUN2,sharpness,negative,-1.0,3, however i found the grips don't feel real secure and i believe the knives (at least the particular 
R2806LK8L0MUN2,quality,negative,-1.0,3," but, they work, they are a great price and if i wanted state of the art chef quality knives i would"
R2806LK8L0MUN2,handle,negative,-1.0,3, however i found the grips don't feel real secure and i believe the knives (at least the particular 
R2806LK8L0MUN2,value,negative,-1.0,3," i cannot complain, however, as i needed knives and these were extremely well priced"
R2806LK8L0MUN2,appearance,negative,-1.0,3,i like the look but the functionality could be better
RJSUHMIYSOUKU,durability,positive,1.0,5,"good,durable"
R2LVAUXQ8YYE8J,quality,positive,1.0,5, they are really great quality and slice everything like butter
R2LVAUXQ8YYE8J,value,positive,1.0,5,perfect happy medium price set of knives
RG62VST1JPBD5,rust,negative,-1.0,1,these knives get rust spots that is extremely hard to remove !
R213BSSO2RPIHQ,sharpness,positive,1.0,5, super sharp and sturdy
R213BSSO2RPIHQ,durability,positive,1.0,5, super sharp and sturdy
R1EP0B8BXKT0ZK,sharpness,positive,1.0,5, i did not realize how dull my old knives were until i used this set
R1EP0B8BXKT0ZK,durability,positive,1.0,5," easy to use, durable and rust resistant"
R1EP0B8BXKT0ZK,rust,positive,1.0,5," easy to use, durable and rust resistant"
R1EP0B8BXKT0ZK,value,positive,1.0,5,great value for the price
R120JV0LR6RGB0,value,positive,1.0,5,"great knives, worth the money"
R33PNFVURE4VKT,sharpness,positive,1.0,5, must be careful when cutting
R33PNFVURE4VKT,appearance,positive,1.0,5,amazing knives beautiful colors
R5KFMA71RW5QW,sharpness,positive,1.0,5,i bought these because i needed new sharp knives
R5KFMA71RW5QW,value,positive,1.0,5, definitely worth the money
R2TC3MG3Z6F1K9,sharpness,positive,1.0,5,"sharp little buggers, be careful"
R3VLFUZEOAGOQE,sharpness,positive,1.0,5,i love these knives! they are very sharp and multiple sizes so it helps when cutting different fruit
R111RQ8V3CJC7K,sharpness,positive,1.0,5,so sharp! such a luxury after years of using full knives
R111RQ8V3CJC7K,appearance,positive,1.0,5, i love the colors! so pretty!
R2KBKRUDPXB7,sharpness,positive,1.0,5, the blades are super sharp and the quality is honestly way better than i expected for the price
R2KBKRUDPXB7,quality,positive,1.0,5, the blades are super sharp and the quality is honestly way better than i expected for the price
R2KBKRUDPXB7,value,positive,1.0,5, the blades are super sharp and the quality is honestly way better than i expected for the price
R1IL50560UUYOK,sharpness,negative,-1.0,5, if they get dull they are disposable
R3HYC6TF41LRHC,durability,positive,1.0,4, amazon says to contact the manufacturer for support for missing or broken pieces
R2HOLH2G80VCHF,sharpness,positive,1.0,5,great knives they are extremely sharp
R2HOLH2G80VCHF,appearance,positive,1.0,5, they are pretty versatile i do wish they had an additional smaller knife
RCK2T53J0X5Z7,sharpness,positive,1.0,5, very sharp and great quality
RCK2T53J0X5Z7,quality,positive,1.0,5, very sharp and great quality
RHWRO7DD5VFTS,value,positive,1.0,5,cute and great price
R3Q570R393RU1J,handle,positive,1.0,4, the handle is easy to hold and slice things
R3GHEMVGY0CRE,sharpness,positive,1.0,5,"these knives are sharp, and i love how they come in different colors so you don't get their blade co"
R3GHEMVGY0CRE,rust,positive,1.0,5, they have a protective coating that seems like it will help with rust in the long run
RW23U3KYZHE97,value,positive,1.0,5,great knives and great price
R2XJ73WI8DIM97,sharpness,positive,1.0,5,sturdy and sharp knivesi love this set !!
R2XJ73WI8DIM97,durability,positive,1.0,5,sturdy and sharp knivesi love this set !!
R1892FD7C0EDIN,sharpness,positive,1.0,5," so sharp, be careful"
R2TPMCBNZPFJWM,sharpness,positive,1.0,5, and sharp
R1HFVTNIR9WB4D,sharpness,positive,1.0,5,love this knive set perfect with cover to protect blade
R2TEXBANRVGJIQ,sharpness,negative,-1.0,4," but, after a while the color starts to chip off the blade and in your food while you are cutting it"
R2TEXBANRVGJIQ,durability,negative,-1.0,4," but, after a while the color starts to chip off the blade and in your food while you are cutting it"
RB9G33YKUN5KE,sharpness,positive,1.0,5,these are perfect for the kitchen without anyone who will sharpen your knives
R1L5THN3L5MNA5,sharpness,positive,1.0,5, it’s a good variety for our cutting needs
RBZFI6QUL9NPP,sharpness,negative,-1.0,4,"good choice, seem to have dulled quickly"
R2KRL49OC8F1O0,sharpness,positive,1.0,5,excellent knives! incredibly sharp
R2KRL49OC8F1O0,handle,positive,1.0,5, comfortable to hold
R2SW2GP24B6MQH,sharpness,negative,-1.0,1, they are pretty but do not hold a sharp edge
R2SW2GP24B6MQH,handle,negative,-1.0,1, they are pretty but do not hold a sharp edge
R2SW2GP24B6MQH,appearance,negative,-1.0,1, they are pretty but do not hold a sharp edge
RWFJE5GPANFUN,sharpness,negative,-1.0,1, i thought i was dull
R2RTZFVDNZZRES,sharpness,positive,1.0,5,"great knife set,love they all have the blade protectors,rust resistant and very sharp"
R2RTZFVDNZZRES,rust,positive,1.0,5,"great knife set,love they all have the blade protectors,rust resistant and very sharp"
RX0YJ97ZSVOIR,quality,negative,-1.0,1,very bad quality
R1FAVTZO0VHE2L,value,negative,-1.0,1,do not waste your money on these knives
R261N5R293IZH4,sharpness,positive,1.0,4,this multicolor cuisinart set delivers razor-sharp ceramic-coated stainless blades with ergonomic ha
R261N5R293IZH4,handle,positive,1.0,4,this multicolor cuisinart set delivers razor-sharp ceramic-coated stainless blades with ergonomic ha
R261N5R293IZH4,rust,positive,1.0,4,this multicolor cuisinart set delivers razor-sharp ceramic-coated stainless blades with ergonomic ha
R261N5R293IZH4,balance,positive,1.0,4," it’s lightweight and visually appealing, making it easy to coordinate colors to prevent cross-conta"
R261N5R293IZH4,value,positive,1.0,4, many users praise its long-term reliability—even after years of use blissfully dishwashing and honi
R267IE6NAVN1ZK,sharpness,positive,1.0,5,prime day special that couldn’t be passed up! the knives are very sharp and stay that way for a long
RI5CUETUR7H8D,appearance,negative,-1.0,3,"these knives look nice but when they arrived, the paring knife was missing"
R3DVZDW9DB9RKB,sharpness,positive,1.0,5," they stay sharp for a long time, very good quality, easy grip"
R3DVZDW9DB9RKB,quality,positive,1.0,5," they stay sharp for a long time, very good quality, easy grip"
R3DVZDW9DB9RKB,handle,positive,1.0,5, light she handling
R3DVZDW9DB9RKB,balance,positive,1.0,5, light she handling
R185QJLX03RTMU,sharpness,positive,1.0,5,"very nice and sharp, great price"
R185QJLX03RTMU,value,positive,1.0,5,"very nice and sharp, great price"
R3L235LB5AEF70,sharpness,positive,1.0,5, the knives are extremely sharp
R2PQNX7WS55WQH,sharpness,positive,1.0,5,these knives are sharp as f*** right out of the box
R2PQNX7WS55WQH,handle,positive,1.0,5," they cut great, feel comfortable in the hand, and look nice too"
R2PQNX7WS55WQH,value,positive,1.0,5, best part is they don’t cost much at all
R2PQNX7WS55WQH,appearance,positive,1.0,5," they cut great, feel comfortable in the hand, and look nice too"
R3NGT9W6QQ52IL,appearance,positive,1.0,5,nice looking set
R2RBY21GY4XYC6,sharpness,positive,1.0,5," super sharp, love!"
R24CRA4ZDW398H,durability,negative,-1.0,1,just bought these last month - needless to say they didn't last long at all
R2G5Q4N360I2TG,sharpness,positive,1.0,5,"this is a fantastic set of kitchen knives—they're sharp, solidly built, and super easy to clean"
R2G5Q4N360I2TG,quality,positive,1.0,5," they perform beautifully, feel high-quality, and the value for the price is outstanding"
R2G5Q4N360I2TG,handle,positive,1.0,5," the grips feel great in hand, and nothing wobbles or feels loose"
R2G5Q4N360I2TG,value,positive,1.0,5," they perform beautifully, feel high-quality, and the value for the price is outstanding"
R2G5Q4N360I2TG,appearance,positive,1.0,5," they perform beautifully, feel high-quality, and the value for the price is outstanding"
RP000ILXTZLJG,handle,negative,-1.0,2, color is not holding up & shows water spots!
R2ABMZ1895BQS3,sharpness,positive,1.0,5,knifes are great! super sharp and great for cooking
RSX7JSS8XTPX1,sharpness,positive,1.0,5,very sharp and magnet works wonderfully
R20F5VNU264G7Q,rust,negative,-1.0,1,"knives are nice but rusted within a month, what do expect for the price, keep on eye out for rust"
R20F5VNU264G7Q,value,negative,-1.0,1,"knives are nice but rusted within a month, what do expect for the price, keep on eye out for rust"
R3K1HLJ0HM2Z1,quality,positive,1.0,5, amazing quality!
R3K1HLJ0HM2Z1,appearance,positive,1.0,5,cuts great! looks even better
RA94GQ22DON1C,rust,negative,-1.0,2,"really liked the set, except for some reason this one knife rusted after the second wash"
RA94GQ22DON1C,value,negative,-1.0,2, not even my cheapo tj maxx knives have done that
R2EWDGYUW9SYS3,sharpness,positive,1.0,5," they seem to be a nice quality, medium weight, and the blades are thick enough that they do not fle"
R2EWDGYUW9SYS3,quality,positive,1.0,5," they seem to be a nice quality, medium weight, and the blades are thick enough that they do not fle"
R2EWDGYUW9SYS3,balance,positive,1.0,5," they seem to be a nice quality, medium weight, and the blades are thick enough that they do not fle"
R2EWDGYUW9SYS3,appearance,positive,1.0,5," they are a beautiful shade of purple, as expected"
R2OB2Q6XLZW1IZ,sharpness,positive,1.0,5, i love the color and the blade protector and the knives are super sharp
R2OB2Q6XLZW1IZ,handle,positive,1.0,5, fits my hands perfectly!
R1HQF9EBDQNZEM,sharpness,positive,1.0,5," the take an edge very well, don't hold it for long, but you can get them very sharp"
R1HQF9EBDQNZEM,handle,positive,1.0,5, we've had them for awhile now and they are still holding up
R1HQF9EBDQNZEM,value,positive,1.0,5,"not the best knives, but for the price what more can you ask for"
RBRZQGO7ZHDP9,sharpness,positive,1.0,4," the knives are impressively sharp, making slicing and dicing a breeze—i felt like a pro chef the fi"
RBRZQGO7ZHDP9,durability,positive,1.0,4,"overall, it’s a fantastic set for the price and perfect for home cooks looking to upgrade their tool"
RBRZQGO7ZHDP9,handle,positive,1.0,4," the knives are impressively sharp, making slicing and dicing a breeze—i felt like a pro chef the fi"
RBRZQGO7ZHDP9,rust,positive,1.0,4,the wanbasion black stainless steel knife set is a sleek addition to my kitchen
RBRZQGO7ZHDP9,balance,positive,1.0,4," the knives are impressively sharp, making slicing and dicing a breeze—i felt like a pro chef the fi"
RBRZQGO7ZHDP9,value,positive,1.0,4,"overall, it’s a fantastic set for the price and perfect for home cooks looking to upgrade their tool"
RBRZQGO7ZHDP9,appearance,positive,1.0,4,"overall, it’s a fantastic set for the price and perfect for home cooks looking to upgrade their tool"
R3AWMXTV2F4F7A,value,negative,-1.0,1,knifes look very cheap and looked like they had been used
R3AWMXTV2F4F7A,appearance,negative,-1.0,1,knifes look very cheap and looked like they had been used
R36DAO6ZHF95TV,value,positive,1.0,4,is your decent knives for the price
R36DAO6ZHF95TV,appearance,positive,1.0,4, they would make it great gift and i would recommend them for anybody who's not looking for and over
RNIC2D8P3HLTW,sharpness,positive,1.0,5," the knifes are sharp, and very sturdy"
RNIC2D8P3HLTW,quality,positive,1.0,5,this was one of the best buy i made
RNIC2D8P3HLTW,durability,positive,1.0,5," the knifes are sharp, and very sturdy"
RNIC2D8P3HLTW,handle,positive,1.0,5, it has a great handle and the blade shield is well crafted
RB9E2FSBVZ3F,appearance,positive,1.0,5,beautiful knives love them
R1WSVXSXH8EIPA,sharpness,negative,-1.0,2,"after using these for a while… they are cheap, go dull very quickly and difficult to sharpen"
R1WSVXSXH8EIPA,value,negative,-1.0,2,"after using these for a while… they are cheap, go dull very quickly and difficult to sharpen"
R2GD9QPO6JM8YD,value,negative,-1.0,1,not worth the money
ROQFDUB9RBX4I,sharpness,negative,-1.0,1,lost sharpness
R2YA1XQ94VSNVU,sharpness,positive,1.0,5,"very nice, super sharp"
R7QPB3PDI713N,sharpness,positive,1.0,5,great knives - super sharp - and i love the blade covers
