asin,log_price,product_rating,log_reviews,log_sales,weighted_rating,log_price_per_piece,log_bsr,bullet_count,image_count,is_fba,has_aplus,discount_rate,log_days_on_market,brand_tier_encoded,is_set,set_pieces,is_damascus,is_high_carbon,is_german_steel,is_japanese_steel,is_ceramic,is_chef_knife,is_santoku,is_steak_knife,is_cleaver,is_paring,has_block,is_professional,is_gift,blade_size_inch,bert_sentiment_mean,positive_ratio,negative_ratio,aspect_sharpness_sentiment,aspect_quality_sentiment,aspect_durability_sentiment,aspect_handle_sentiment,aspect_value_sentiment,aspect_rust_sentiment,aspect_appearance_sentiment,aspect_balance_sentiment,aspect_sentiment_mean,verified_purchase_rate,avg_helpful_votes
B071S6FYPV,2.0135687975291283,3.0,2.1972245773362196,0.0,4.0213192389006345,2.0135687975291283,12.304092786434364,5,4,0,1,0.8377094273568392,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6.25,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0F4X1P12D,4.262539022051294,4.6,4.890349128221754,0.0,4.507275643362251,2.5388422834536386,12.129223998077638,5,9,1,1,0.2500468847678228,0.0,0,1,6,0,1,1,0,0,0,0,0,0,0,1,1,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0FXG4SS9N,2.196112848483529,4.7,3.58351893845611,5.707110264748875,4.435921583701711,2.196112848483529,10.400467769480066,5,10,1,1,0.800200050012503,0.0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B07JB658KV,3.3669509429335642,4.6,7.347943823148687,0.0,4.589878269727121,3.3669509429335642,11.320468720238088,5,10,0,1,0.2500468847678228,0.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,8.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B09Y159535,5.707077041605631,4.6,6.230481447578482,3.9318256327243257,4.570611952541041,2.871648177848679,11.464753609608502,5,10,1,1,0.2500468847678228,0.0,0,0,18,1,0,0,0,0,0,0,1,0,0,1,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0BWYH3D6G,4.110709916308365,4.6,11.021657340419768,0.0,4.599736483878499,1.3861693533067396,0.0,5,10,1,1,0.2500468847678228,0.0,1,1,20,0,1,0,0,0,0,0,0,0,0,1,0,0,7.0,-0.2,0.4,0.6,-0.03333333333333333,-0.25,-0.75,-1.0,-0.13333333333333333,-0.7222222222222222,-0.3076923076923077,0.0,-0.39957264957264954,0.89,0.33
B0CDB1F42P,2.5641798306825083,4.2,4.356708826689592,0.0,4.205596318865813,2.5641798306825083,11.827911371949355,5,9,1,1,0.2500468847678228,0.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,8.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0C61SJWDD,4.564244019375446,4.6,4.7535901911063645,0.0,4.497235426401476,1.936851384924107,12.683176011891133,5,10,1,1,0.3214515322523038,0.0,1,1,16,0,1,0,0,0,0,0,0,0,0,1,0,1,7.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.2
B0FY68P8PN,5.252221070655064,4.6,5.3981627015177525,0.0,4.538419702080273,2.6149109963585864,10.333547707499672,5,9,1,1,0.3666788892963099,0.0,1,1,15,0,1,0,0,0,0,0,0,0,0,1,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0DFZG4CR3,4.454231010422805,4.4,6.234410725718371,6.90875477931522,4.385963633294069,1.8424327797986844,8.3707791729607,5,9,1,1,0.0,0.0,0,1,16,0,1,0,0,0,0,0,0,0,0,1,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0FCKGK5R6,3.177637076851603,4.8,4.962844630259907,5.707110264748875,4.666662836657781,1.0182917646294025,9.115260165725912,5,10,1,1,0.8614976805831677,0.0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0CYV7S6ZH,3.006672213592325,4.3,5.187385805840755,0.0,4.283936190659235,3.006672213592325,10.114518035966535,5,9,1,1,0.2500468847678228,0.0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0F4J7D8TG,3.4654233539614268,3.9,1.9459101490553132,0.0,4.176374207188161,1.58386366131467,12.283454894242231,5,9,1,1,0.2500468847678228,0.0,0,1,8,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0B9SK369P,5.0302418237351745,4.6,7.050122520269059,6.398594934535208,4.586487405314097,3.4466167918530153,9.384461732204798,5,10,0,1,0.339232140527849,0.0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0DQ264PDV,3.433664571799657,0.0,0.0,0.0,4.215856236786469,1.2525248449081015,0.0,5,8,1,1,0.7000700070007001,0.0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B000MP79QG,2.637627736805664,4.5,3.295836866004329,0.0,4.324499440368114,2.637627736805664,12.368642073752866,5,9,1,1,0.2500468847678228,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,8.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0DH3K1KK5,3.9316295350670645,4.5,4.574710978503383,4.61512051684126,4.413521463369795,1.4661832108040473,11.208815863166008,5,10,1,1,0.0,0.0,0,1,15,0,1,0,0,0,0,0,0,0,0,1,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0D8JM4HJM,2.995232148512309,4.4,4.795790545596741,0.0,4.352259024352048,2.995232148512309,12.81611535265852,5,10,1,1,0.7078012001846439,0.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B083NPV1H3,2.39698576841553,4.4,6.335054251498059,0.0,4.387216466024846,2.39698576841553,10.039634272209469,5,9,1,1,0.2500468847678228,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,8.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0DWSWPZ5Y,5.30325515557766,4.7,5.799092654460526,6.803505257608338,4.645191272089034,2.6625413143158463,10.352969546061066,6,10,1,1,0.2500468847678228,0.0,0,1,15,0,1,0,0,0,0,0,0,0,0,1,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0C4YQDZ58,5.081342251254203,4.7,6.484635235635252,0.0,4.670784428081943,2.3978384530023384,10.361734846083262,5,10,1,1,0.1111172842935718,0.0,0,1,16,0,0,0,0,0,1,0,0,0,0,1,1,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0DLKDH43D,3.9394436010041383,0.0,0.0,0.0,4.215856236786469,2.404961159610912,13.54505655965898,8,7,1,1,0.2500468847678228,0.0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B09Z6JXZR8,4.9486889658772695,4.6,6.091309882077698,0.0,4.566596194503171,3.367226862091002,11.59384163721634,5,10,1,1,0.0666711114074271,0.0,0,1,5,0,1,0,0,0,1,0,0,1,0,0,1,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B09G6QX21B,4.844108343200942,4.6,10.454062595819401,8.294299608857235,4.599535390253558,3.2656830719754573,4.948759890378168,5,10,1,1,0.2500468847678228,0.0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B08HZC6G87,3.3971893602646164,4.6,7.374629015218945,0.0,4.590138118548308,1.634269888135282,11.530902898200882,5,10,1,1,0.277819454863716,0.0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B095PG6S8F,4.110709916308365,4.6,7.293017679772782,6.90875477931522,4.589322277925236,3.044363694965728,9.620063070336988,5,10,1,1,0.2500468847678228,0.0,0,1,3,0,1,0,0,0,1,0,0,0,0,0,1,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0D45BB9JC,4.060270581888349,4.7,6.484635235635252,3.9318256327243257,4.670784428081943,2.995565592996892,10.361450229602047,5,10,1,1,0.1363843006516137,0.0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0D2RL9LRL,4.158726821151369,4.7,7.681099001536359,4.61512051684126,4.690790743634526,2.4422020973299623,9.699349742461278,5,10,0,1,0.2500468847678228,0.0,0,1,6,0,0,0,0,0,0,0,0,1,0,0,1,1,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0F3KWZQ61,5.30325515557766,4.5,7.124478262493424,6.90875477931522,4.490698333550298,2.6625413143158463,9.001222992395064,4,9,1,1,0.3333444448148271,0.0,0,1,15,0,1,0,0,0,0,0,0,0,0,0,1,0,7.0,0.2,0.6,0.4,0.14285714285714285,0.5,-1.0,-1.0,-0.5,-1.0,0.3333333333333333,0.0,-0.3154761904761905,0.8,0.1
B0CCV7SFQZ,5.081342251254203,4.6,6.0014148779611505,6.55250788703459,4.563743734707936,2.3428798897464462,10.023401649201466,5,10,0,1,0.2500468847678228,0.0,0,1,17,1,1,0,0,0,1,0,0,0,0,1,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0C36WLZNB,3.433664571799657,4.6,8.27410200229233,0.0,4.595927804630245,3.433664571799657,9.267098705794792,5,10,0,1,0.3479017177647315,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,8.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0F5WP3TGT,5.30325515557766,0.0,0.0,0.0,4.215856236786469,2.6625413143158463,14.28505595723869,5,9,1,1,0.2500468847678228,0.0,0,1,15,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B072B81PLD,3.2128577525426376,4.6,8.291045131081729,6.90875477931522,4.595995522944906,1.604425370610556,9.217018026729423,5,10,1,1,0.2500468847678228,0.0,0,1,6,0,1,0,0,0,0,0,1,0,0,0,0,0,4.5,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0BFQLRHTJ,4.3943256902608985,4.7,7.862497197230545,6.90875477931522,4.692294794219413,1.845721421799881,9.0410929746695,5,10,0,1,0.0,0.0,0,0,15,0,0,0,0,0,1,0,0,0,0,1,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B01B3GARVG,3.0814511489565284,4.7,10.157548206485059,7.601402334583733,4.699212652441146,1.0052169410685565,7.968319500012717,5,10,0,1,0.2500468847678228,0.0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0.64,0.82,0.18,0.6226415094339622,0.6470588235294118,0.4666666666666667,0.23076923076923078,0.76,0.42857142857142855,0.4117647058823529,0.25,0.47718404560663163,0.92,0.71
B0DLH58TSK,4.262539022051294,4.7,7.7475968386928855,4.61512051684126,4.69137291554732,1.7344834014083248,8.928507824313293,5,9,1,1,0.2500468847678228,0.0,0,1,15,0,1,0,0,0,0,0,0,0,0,1,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B09KTLNZFH,4.7957078975533864,4.6,10.454062595819401,5.993961427306569,4.599535390253558,3.21879582166803,4.948759890378168,5,10,1,1,0.2500468847678228,0.0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0FJF65WFZ,3.1350593387750902,4.8,2.5649493574615367,3.9318256327243257,4.3456659619450315,3.1350593387750902,11.271948845504227,5,9,1,1,0.2500468847678228,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,8.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0FLXXDHTH,5.30325515557766,4.9,3.912023005428146,4.61512051684126,4.584241340055294,2.796295858788972,11.862751005207715,8,10,0,1,0.2857244901603629,0.0,0,1,13,0,1,0,0,0,0,0,0,0,0,1,1,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0CSFG6GL3,4.077367938014984,4.7,6.07993319509559,4.61512051684126,4.657460171433121,4.077367938014984,11.151568147237766,5,9,1,1,0.2500468847678228,0.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,7.0,0.4,0.7,0.3,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5,1.0,0.0
B01JPUVQCQ,4.829273276797001,4.4,4.1588830833596715,0.0,4.326342494714589,3.2513042920875384,12.728031069074142,5,9,1,1,0.2500468847678228,0.0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B009CS63KW,4.6150215020384655,4.5,7.898039690764619,5.707110264748875,4.495633355998915,2.2335029318066018,10.298195003991331,7,10,1,1,0.5652419670420453,0.0,3,1,12,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0B6PKCXPL,3.9316295350670645,4.5,5.407171771460119,3.9318256327243257,4.454795310397847,1.5196694915361102,11.868142346452336,5,10,1,1,0.7059238778751691,0.0,0,1,14,0,1,0,0,0,0,0,0,0,0,1,1,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0DK877JNQ,4.7957078975533864,4.3,3.7376696182833684,0.0,4.257421228253394,2.1971505005185255,12.988964547421562,5,9,1,1,0.0,0.0,1,0,15,0,0,0,0,0,0,0,0,0,0,1,0,1,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0FKH7Q1ZN,5.303205400620812,0.0,0.0,0.0,4.215856236786469,2.5465918393380886,0.0,4,8,0,1,0.2500468847678228,0.0,0,1,17,0,1,0,0,0,1,0,0,0,0,1,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0FP28Y6W5,4.65386510752685,4.3,2.5649493574615367,0.0,4.234554850833921,2.070989254864852,12.912261907207462,7,10,1,1,0.2500468847678228,0.0,0,1,15,0,1,0,0,0,0,0,0,0,0,1,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B007HB2274,4.394449154672439,4.5,3.1780538303479458,0.0,4.3163994145389495,4.394449154672439,13.160263988837393,5,3,1,1,0.2500468847678228,0.0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0FNQV86F7,4.6149224774307696,4.9,3.7612001156935624,3.9318256327243257,4.557928118393234,2.036707999092935,11.645645278353394,5,10,0,1,0.3334222281485433,0.0,1,1,15,0,1,0,0,0,1,0,0,0,0,1,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0DSP9ZJVG,4.709440107163888,4.3,4.653960350157523,0.0,4.275794259897477,2.181143587576492,12.270956419561106,5,10,1,1,0.2500468847678228,0.0,0,1,14,0,0,0,0,0,0,0,0,0,0,1,0,1,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B00004RFN0,5.351621138570348,4.4,6.606650186198215,0.0,4.390097262413613,3.4337567631890464,11.70414894844823,8,10,1,1,0.2500468847678228,0.0,3,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0F38JCVQ6,4.248352374701448,4.9,3.5263605246161616,0.0,4.516879492600423,1.7226475430353256,11.187624595611938,5,8,1,1,0.2500468847678228,0.0,0,1,15,0,1,0,0,0,0,0,0,0,0,1,1,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0F9PSPTSC,3.6373229671995344,0.0,0.0,0.0,4.215856236786469,1.2925722054518058,13.598331682550064,5,10,1,1,0.2500468847678228,0.0,0,1,14,0,0,0,0,0,1,0,0,0,0,1,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B08JLG355F,3.433664571799657,4.4,6.028278520230698,0.0,4.383039390230333,3.433664571799657,11.53373738667897,5,9,0,1,0.2500468847678228,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B09Q5Y461J,4.110709916308365,4.4,7.024649030453636,4.61512051684126,4.39336134072535,1.7916205706932111,11.704925038315455,5,10,1,1,0.0476266073979996,0.0,0,1,12,0,1,0,0,0,1,0,1,0,0,1,1,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0DCX5P4QQ,4.007151350519723,4.5,3.6635616461296463,0.0,4.3508245243128965,2.4679300255808836,12.999689400570944,5,10,0,1,0.46004600460046,0.0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B09WGXN7XV,4.248352374701448,4.4,7.395721608602045,3.9318256327243257,4.395368839488043,1.779662788995098,9.877708099548641,5,10,1,1,0.2008571759527395,0.0,0,1,14,0,0,0,0,0,1,0,0,0,0,0,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B09FP64L57,3.433664571799657,4.3,5.1647859739235145,0.0,4.28363871270848,1.9456243939454962,12.683545187872827,5,10,1,1,0.2500468847678228,0.0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0D5MLTGDG,3.18179681662678,4.8,2.995732273553991,0.0,4.397802654836585,3.18179681662678,12.693817956252067,5,8,1,1,0.6151025170861811,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0DBVHF1FT,3.7130841428107537,4.6,6.876264611890766,5.303304908059076,4.58402570489607,1.2989192816348896,8.420902531097951,5,10,1,1,0.3335555925987665,0.0,0,1,15,0,0,0,0,1,1,0,0,0,0,1,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0DBHLFR7S,3.366260811781259,3.9,3.4657359027997265,0.0,4.081725506096325,1.5032437160276966,11.864166672867945,5,9,1,1,0.7202720272027203,0.0,0,1,8,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0CKZ1MJ7Y,4.2115348296335045,4.7,6.511745329644728,6.90875477931522,4.671520955105087,3.1421387586478184,9.908475094047168,5,10,1,1,0.2614734970552284,0.0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,7.0,0.8,0.9,0.1,1.0,0.3333333333333333,0.0,1.0,1.0,-1.0,1.0,0.0,0.4166666666666667,0.8,0.0
B0CDNYGWN5,4.473123405067759,4.5,6.9985096422506015,6.398594934535208,4.489494684810767,1.913288566047465,9.882366055914016,5,10,1,1,0.3767625899280576,0.0,0,0,15,0,0,0,0,0,1,0,0,0,0,1,1,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B08JCV2PF6,3.2577118486533987,3.8,4.718498871295094,0.0,3.914156614019815,3.2577118486533987,12.884641577928376,5,9,0,1,0.2500468847678228,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0FCS63GVJ,3.9316295350670645,0.0,0.0,0.0,4.215856236786469,2.096965664791595,14.501275557150372,3,6,1,1,0.5000500050005,0.0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0CGRYSD85,2.963209081848431,3.6,2.1972245773362196,0.0,4.117319238900635,1.5415872455259259,13.59278566899875,5,9,1,1,0.8688477748410601,0.0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0BLVB4VNC,3.177637076851603,4.7,7.1569563646156364,8.006700845440367,4.684641965215281,3.177637076851603,9.106645135637418,6,10,1,1,0.2500468847678228,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,12.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
