review_id,review_text_clean,review_rating,bert_label,bert_score
R4JRF6636NSEB,"Shortly after the two year service expired, my knife broke in half. Wasn’t dropped or mistreated. Itjust broke.",1,NEGATIVE,0.9628194570541382
RQQW5J656PBYH,"Make sure it’s the right size for you!to sharp for an elderly lady,",3,POSITIVE,0.9996151924133301
RHY8BYCB3F7BT,Perfect,5,POSITIVE,0.9998517036437988
R6IVYNOTNCL15,"This particular knife even though it's lasted me a couple years has a forging weak spot ... I was cutting a couple thawed corn on the cob this year and it snapped in half, almost precisely where the sheath covers the blade. It could be user error, but i wouldn't let that encumber user decision making process's it's a good knife at it's price point. Sharpness is good, what they provide for sharpening is good. I'll buy another. It could be a one off, I don't know.",5,POSITIVE,0.8526670932769775
R3D45AW6Z8X33C,"Sharpest knife I’ve ever used, right out of the box. Amazing.",5,POSITIVE,0.9998315572738647
R10LKEJ5NJXNYG,Came very nicely packaged. I think it’s going to be a great addition,4,POSITIVE,0.9998791217803955
RYMTQNDCUSKN3,"This a piece of junk. I was so careful with this knife, and enthralled with it. Yet the first time I used this supposedly quality, very sharp knife, it broke in half! I was traveling so I missed the return window. To my fellow customers: don’t waste your hard earned money this is trash. Don’t buy it. If I cluld give it zero stats I would.",1,NEGATIVE,0.9978546500205994
R2TBG64KGN1DDB,Super sharp and holds an edge,5,POSITIVE,0.9998061060905457
RWDQDNASSFW7T,Have used several times and happy with the quality. Knives are very sharp and feel good in my hand.,5,POSITIVE,0.9998549222946167
R1SS1TV4UTFAFB,Really sharp and decent balance very good knife for the money,5,POSITIVE,0.9997050166130066
R2B8Y9I2SD56U0,"Great knife, I've had it for 4 years. I just bought a set",5,POSITIVE,0.7595683336257935
RG72MOKULY9RV,"Missing multiple items and looked used.I bought this one instead of another similar specifically for the sheath… missing sheath, finger protector and wipe cloth…Also came with black spots on the blade and top. Box also missing whatever padding that would have stopped the blade from bounding around in transit.",1,NEGATIVE,0.9996341466903687
R2XPKZS5C6JHAD,"Don't get me wrong it's doing what I need to do when I want to veg on a biase, Julienne etc. But it ain't sliding through all lightening fast. It's beautiful and effective. I cook 6/7 days a week and cook for the elderly so although I'm not BOH anymore, I'm still way above the average home cook. I'll say get them sharpened professionally every 3 months.",4,POSITIVE,0.9995086193084717
R2HP5CETF8GM0S,Knife was great until it wasn’t. It was dropped on a tile floor and broke cleanly in two.,1,POSITIVE,0.7398815155029297
R1VNJT7XB9FSLW,"Cuts through meat like butter — excellent qualityI loved this steak knife from the very first use. The blade comes razor-sharp and allows for clean, precise, and effortless cuts, even on thick cuts. The steel feels high-quality and durable; it doesn't bend or dull easily.The handle is comfortable and secure, with a good grip, making it easy to handle and reducing fatigue while cutting. I love that it has a balanced weight, which gives a feeling of control when using it.I've used it for filleting, cutting cooked and raw meat, and it has performed perfectly in all situations. It's a knife that is totally worth the price for its performance and quality.Highly recommended for everyday cooking or for anyone looking for a reliable and durable knife.",5,POSITIVE,0.9997082352638245
R2T3Q5OW0MCDZ,Wow! This knife is amazing! It is so sharp and cuts sooooo well. Exactly what I was looking for.,5,POSITIVE,0.9998132586479187
RJJB6OIKKZUOX,Well made and very sharp.,5,POSITIVE,0.9998683929443359
R3VGVX7MHC8M92,Perfect gift,5,POSITIVE,0.9998760223388672
R1L6Z6WFLR23H4,"Knife is trash, 4 days of use in a professional kitchen and its already loosing its edge. Haven't even used it to break down whole chix or heavy cutting. Veggies and soft meats such as raw chicken breast and tuna. If you use ur knife daily its not worth the purchase",1,NEGATIVE,0.999239444732666
R38G4UVKVBHHX9,This is a perfect chefs knife. Extremely sharp. You wantva nice knife buy this. Can't say enough. Exceeded my expectations.,5,POSITIVE,0.9963709115982056
R2718JE3Z6Y2CQ,Bought this as a gift for a friend that loves to cook and she was ecstatic! She absolutely loves it! Thank you for a fantastic product!,5,POSITIVE,0.9998846054077148
RFFXGDD9J8U2K,"Arrived in a nice presentation box: well made, pretty, great handle, good size and easy to use. Very sharp out of the box.",5,POSITIVE,0.9998321533203125
R24F0LFS02C1MI,Blade was extremely sharp but after 2 weeks of continuous use it is now dull and the sharpener that comes with it does not work properly.,3,NEGATIVE,0.9997075200080872
R1X4NS3CNV7L40,Arrived in perfect condition. It works GREAT!,5,POSITIVE,0.9998661279678345
REV4BUNFOEWR9,"I have always used my steak knives for cutting and chopping, I know, that’s not what they are made for. After struggling to cut my veggies I decided to splurge on a good knife. What a difference it made! Cutting everything is so much easier now. Having the right utensils is really important. If you do a lot of cooking and cutting, this knife is so worth it. Don’t know how I lived without it.",5,POSITIVE,0.9993981122970581
R3SI9XOIWDCL8D,Maravilloso,5,POSITIVE,0.9253444075584412
R118P00H7IM9E1,Great knife.Holds a really good edge..,4,POSITIVE,0.9997865557670593
R2OKYQX8JYYB1N,"Bought this knife 2 years ago and it's still super sharp! The product cuts through everything easily. The knife is a little heavy if you're holding it for a while, but definitely worth it!",5,POSITIVE,0.9997811913490295
RSVT67OA6D8XK,Good,3,POSITIVE,0.9998161196708679
R33ZKGD6X4PQTB,love this KNIFE,5,POSITIVE,0.9998335838317871
R3F1AC6102SQ0G,Muy bueno para la relación precio/calidad. Recomendable,5,NEGATIVE,0.9572715759277344
R1P2KAYYRTV40M,Beautiful knives,5,POSITIVE,0.9997276663780212
R16HCGSFKQLVKN,Loving this knife and anticipating the purchase of a 6” blade to complement. I have had it a couple of months now and it slices effortlessly and seems to stay very sharp. I am getting better with the hand shield and it is allowing me to improve on my knife skills. Recommended.,5,POSITIVE,0.9998154044151306
RIU1EPFWS8RP9,Love the knife and it was shipped quickly and packaged beautifully!Would buy from this seller again,5,POSITIVE,0.9997351765632629
RGIJZLL1OYX9O,I love this knife,5,POSITIVE,0.9998093247413635
RQDS2L5QXUOMA,"Edit after only a few weeks of use:It now cuts WORSE than my cheap old knives that I was trying to replace with someone a little nicer. I sharpened this new knife with the provided sharpener and it does nothing for it. I used the sharpener to revive my old cheap ones though and they now work better than this crappy knife does! But I could have just bought a knife sharpener if that's what I actually wanted to happen. I threw away the box this came in so even if I could return it, I can't now. I'm out way too much for one of the worst knives I've ever owned. I'll stick to buying ones that cost way less than this one does and just sharpen them.Original review only after first use:This is definitely better that my cheap knives but definitely not worth paying as much as I did for this. It literally lost how sharp it was half way through cutting a bunch of raw chicken breast for batch cooking. I had to wash it and sharpen it to finish cutting up in chunks. In sharpening it with their provided sharpener, gently, small chips happened on the blade. I'm going to keep it and not return it because it's so better than what I have and really need a better knife. But for this price is isn't worth it to buy again or buy from this same brand again.",1,NEGATIVE,0.9992340803146362
R8WJQKXZGJXOX,"I bought 4 similar knives to try since it's hard to know how things feel without using it a little. Without getting into the subjective aspects, the issue with this one is the rivets on the handle are not flush with the handle. When holding it, the handle just feels strange and kind of scratchy. I don't think it's a design issue. It's more of a manufacturing flow. So I returned it.",3,NEGATIVE,0.9944552779197693
R1NSQNGXGM2YOH,Nice knife. Bought for a gift. Wanted to keep it for myself.,5,NEGATIVE,0.951651930809021
R1RNX23EIMDHAY,"What can I say, this boning knife does exactly as intended. Love it. Super sharp when it was delivered",5,POSITIVE,0.9998420476913452
RFCXXSM60LL85,Its very sharp but use it with care. It cuts skin at a slight force.,5,POSITIVE,0.9453795552253723
R3EIMOQVT1WSYM,Bought this knife set for hubby for a Christmas gift. (He's a retired chef and loves to bake bread. One lucky girl here). The knife does a fantastic job! Cuts through the crust like it's butter. Have to be careful though if you're trying to do thin cuts. We have a special cutting board when we use this knife. It will ruin a regular cutting board. But hubby loves it!,5,POSITIVE,0.9950828552246094
R1NEBUBTS64A00,"I am embarking on my journey as a ""real"" cook or ""advanced"" sous chef as opposed to a real chef, and these knives make that journey easier and even more enjoyable. They are not too large, so they are easy to handle. They are sharp and well weighted, which makes the tasks of cutting meats and vegetables easier--almost fun. The price cannot be beat when one considers the impressive quality of these knives--and they look nice. In fact, they look very expensive, but they are surprisingly affordable. As I progress to more ""advanced"" cutlery, I will look for cutlery from this particular brand. They the best I've ever purchased, and they come highly recommended.",5,POSITIVE,0.9995909333229065
RX2SK0PPU4ZHP,My boyfriend loves this knife and so do I. It came pretty sharp. I would definitely recommend.,5,POSITIVE,0.9992031455039978
R2SEJZ4CNY4MKK,El cuchillo es pesado y no he podido sacarle el filo como me gustaría. Definitivamente no lo recomiendo si trabajas en una cocina profesional,2,NEGATIVE,0.9515109658241272
R8SO50SI77BIT,Love this knife. The sharpener comes it handy but it really does hold its edge well. We’ve purchased several knives over the last few years and this is always my go to.,5,POSITIVE,0.9998242259025574
RV8P8VKQG0VM8,"Un producto súper bueno. Superó mis expectativas, un cuchillo súper afilado, viene con su protector para dedos. Recomendado 10/10",5,NEGATIVE,0.9881730675697327
R2HA3CK0EHVLY4,Buen cuchillo se afila rápido,5,POSITIVE,0.6126192808151245
R1W1MLI4JHOTPZ,This is a pretty good knife. Very sharp. I bought it in April and only needed to give it light maintenance (fine sharpening with the tool it comes with) to keep it sharp. 4 months in this knife has a bit of rust forming on the wooden groove pattern. The knife is still sharp and I was able to remove the rust with steel wool. Overall a decent knife.,4,POSITIVE,0.9979706406593323
RDXSKJ2AKUNFL,"Works for its intended use. It was a gift. After a while of having it, it has a couple rust spots showing which is kind of disappointing. It’s a beautiful knife and cuts great.",4,POSITIVE,0.9841001033782959
R11VTGCN6SXWB7,"This knife is BEAUTIFUL. It feels so good in my hand; it has a nice weight that eludes to the quality of the steel and the knife itself, and it is SO sharp! After removing it from the package and I gently washed it with a sponge, and it was slicing through my sponge just by lightly running the sponge along the blade. I can’t wait to see how it performs on food! The packaging itself was beautiful too. I really appreciated that so I wanted to mention it.",5,POSITIVE,0.9996046423912048
R1O5PDL5HLGAFM,Bought this knife a few years ago and it still works very well and stays very sharp.,5,POSITIVE,0.9998273253440857
R2MX87JAQSXKRR,"Ive had this knife for years now. It's easy to keep sharp. Has had no problem with rust. I use this knife for all kitchen tasks, peeling carrots to deboning meats. A good deal for this quality knife.",5,POSITIVE,0.9987707734107971
R38F0JNIKTH2KT,Well made and super sharp! Be sure to use the blade guard when storing it.,5,POSITIVE,0.9997442364692688
R3OPXPWO2BOO1I,My favorite! Had it a couple years and stays sharp a lot longer than any other knife I have.,5,POSITIVE,0.9936687350273132
R22JKWHONDLZ8P,"I’ve had this for almost 3 years and it’s helped me out in the kitchen way more than some cheap Walmart knife. The handle grip suites quite nicely in my hands. The quality perfect for what I need. The blades not to thick where it’s heavy and not too thin where it’s too light. I haven’t tested it in a dishwasher as I handwashing my kitchen knifes, but I would assume it’d be safe in the dishwasher. It functions great the price is good as it has lasted me years and will the same to you.",5,POSITIVE,0.9993075132369995
RJYXVYKTU1FZ,Best chef knife ever. Easy to sharpen and perfect for a beginner cook in a kitchen,5,POSITIVE,0.9996883869171143
R34SSNT34JDAIF,Good blade for the money!,5,POSITIVE,0.9993826150894165
R217B3FQGYW90L,"Not as advertised, definitely not as sharp as I expected, VERY DISSATISFIED",1,NEGATIVE,0.9996917247772217
R1Q1OG0UN500R1,Breaks. I don't even have a dishwasher I wash everything by hand. I've only used this knife a handful of times because I have so many knives. All I did was use it to crush a piece of garlic to get the skin off and it broke like this,1,NEGATIVE,0.9983599781990051
R2S8GSSEEGLP4J,"I struggled with this rating because I like the knife. The knife itself is of good quality - it functions well and as a nakiri should. The handle is well-made and comfortable, the knife is weighted and balanced well to enable good control. This is a sizable blade (as expected for the style) so it needs a “cleaver” spot in the block - keep this in mind.Now, the bad…the first knife arrives with chips in the blade. It’s shrink-wrapped so there wasn’t any pre-use - my suspicion is that the chips happened in transit. So, I returned the first one and awaited the second. The chips were far worse in the second. I would have had to grind off way more metal than should ever be expected on a ready-to-use knife. I kept the first one because I got it on a special deal, and the chips were small enough for me to grind out in a few passes on the whetstone. To that end - I can’t really say if it was sharp out of the box, but it sure was after I worked on it. Definitely returning the one with larger chips, and given that 2/2 of the ones I got were damaged, I’m guessing it’s happening a lot. I feel bad for anyone who gets this and doesn’t have sharpening skills!",2,POSITIVE,0.5927979350090027
R2P6M300245BL0,Tiene un gran filo si lo sabes usar y para carne es exelente,5,NEGATIVE,0.8819292783737183
R21GK49XFELJFI,"My mom bought this knife for our family but didn’t ask what we thought of it before buying it it was a good sentiment but when I opened it before I even put it in my hand I saw a few problems with it.the first problem I had with it is the fake Damascus etching this is a personal problem I have and it mostly just visual but it also does effect the longevity of the blade. The etching also makes it look cheap which again is just me being picky. When I put it in my hand it immediately felt unpleasant not only is it very heavy but not very well balanced, it feels like I’m holding it too tight just to keep it from falling out of my hands, I felt the edge and it was fairly sharp but not as good as my personal knives which is to be expected from a factory. After first impressions I did a couple tests chopping an onion, tomato and chicken. The knife did about as well as expected on the chicken but under preformed on chopping the onion and tomato, I count the blade was sharp enough to cut the meat and onions if you were chopping straight down but due to the thickness of the blades well as the etching It tended to get caught up in whatever I was cutting. I also found often my knuckles hitting the cutting board before or during chopping I wish the blade was just a bit wider or the handle was positioned higher to avoid this issue. And finally and in my opinion the most detrimental part to the design was the handle. I found it somewhat uncomfortable for a few different reasons the first being the finish it’s gloss which is good for cleaning but not so good for handling it felt as though it was going to turn or slip in my hand when I was cutting especially when cutting the chicken. The other thing that contributes to the death grip I had on it was the fact it’s slightly too circular. That all said for the 41$ price tag it does come with a decent bit of things and if you’re not too keen on hand sharpening knives like myself the sharpener it comes with is fairly decent. The guard it comes with is low quality but a nice add on none the less. The packaging is high quality and although the. Finger guard it’s goofy it’s something,And I wish I could say it was a better knife over all. I’d say it’s worth the price tag if you’re looking for a meh knife with few add ons.I’ll most likely be getting a different knife for my family but if this is what you’re set on it’s a lot of personal preference",3,NEGATIVE,0.9974198341369629
R17VWD9L268EV3,"It’s a awsome knife ! Comes with a sheath , hand guard for slicing and the best knife sharpener I ever used . I would definitely buy another!",5,POSITIVE,0.9967226386070251
RZWWYQBEG0VZG,Lo acabo de recibir y me gustó mucho la presentación y el cuchillo es muy bueno.,5,POSITIVE,0.9810856580734253
R2CHEWO8JRD2VM,"Great knife, good balance. A little long for me, but that’s personal preference",4,POSITIVE,0.9919416904449463
R1KG69E3E7GOIF,Why did you pick this product vs others?:I needed a good knife. This one looked good but wasn’t priced like it was made of gold!,4,NEGATIVE,0.9975679516792297
R1FSATC9AVQJFQ,I bought these a long time ago and they are still cutting wonderfully!! Great investment!!!,5,POSITIVE,0.999868631362915
R23BXH6RG7IBGW,"Knife is well made,super sharp and very comfortable in the hand. Excellent product.",5,POSITIVE,0.9998542070388794
RNV7GO3JCUSCG,Cute and durable,5,POSITIVE,0.9998805522918701
R3AWBCL4HXU6B6,Good bought a year ago and it’s still holding up,5,POSITIVE,0.9997751116752625
R2ESESSKNRRU1E,Material fuerte corta cualquier alimento,5,POSITIVE,0.9646576642990112
R3H7BTWOR614F9,Just as described. Love this set as compared to the others which were more expensive.,5,POSITIVE,0.9997327923774719
R2I6PBRYFN9SM4,The first day I used the scissors they broke. I have hand washed the knife set 3 times and rust is already appearing on the knives. Not a great product.,1,NEGATIVE,0.999670147895813
RWO9QQM5HOH6S,"The quality was better than i thought it was going to be, the knives are really sharp. But the bad thing is it will rust if you dont dry it properly.",4,NEGATIVE,0.9993550181388855
R3RO11IPSSZ4ML,Nice set. Good price,5,POSITIVE,0.9998646974563599
R1860AAAZQBTKX,Insanely sharp. They appear well made and the price is simply unbeatable.Terrific value.,4,POSITIVE,0.9997755885124207
R2AOXDFDM5CL2Z,"This is my second set (I gave the first set away before moving long distance. They were adequate then). Amazon must have switched manufacturers because these are noticeably sharper. The only annoying thing is that the blocks aren’t angled low enough so that you can freely draw a knife when the block is under a kitchen cabinet, which is annoying, so I always have to end up putting them somewhere on the counter with no cabinets above.",4,NEGATIVE,0.9965988993644714
R3IRMDAFBASQ6L,They getting rusted fast :(,1,NEGATIVE,0.9994078874588013
R3832LEGIJE3YF,Los tengo hace 2 años ya desde que los compré y aún siguen como si hubiera sido ayer,5,NEGATIVE,0.9590506553649902
R3E595LDC9Q9T0,"I bought this set 9 years ago when I was furnishing a new apartment. The steak knives are just now starting to show rust spots which, for the price point I can’t complain at all. the set is nice, all the knives are very sharp and have stayed that way for almost a decade. an excellent deal all around. I’ve just replaced the steak knives but the other knives and the scissors continue to perform beautifully. assuming there haven’t been any changes to the materials or construction, I highly recommend this set",5,POSITIVE,0.9996594190597534
R1JXY02AJAZTFN,"The handle was broken, missing knife and looks very used. Terrible product",1,NEGATIVE,0.996487021446228
R2B4FE50RRGPKP,"You get what you pay for. Kind of cheap but, very sharp.",5,POSITIVE,0.9932222366333008
R50WT1S2RIMPO,Can’t even leave them in dishwasher for too long before they RUST!!! Disappointing!!,1,NEGATIVE,0.9995477795600891
R33TL24OZ8YYD9,"Now, I’m no Master Chef…I don’t really know what to look for in a new knife set (the last set may have been a wedding gift). But I knew I wanted two things: something that met our family’s needs and stayed budget-friendly. And I think I’ve found it!After a month, I’m pretty impressed! The block is compact and sturdy, perfect for our tight countertop. And the knives? VERY sharp. I nicked my finger during first use, but I think I was just used to our old dull knives… so be cautious!✅ Compact, space-saving block✅ Solid feel for the price✅ Razor-sharp right out of the box⚠️ Knife handles dulled after a few dishwasher cycles (product details do say hand wash only, but sometimes the sink just isn’t going to get empty otherwise)This set may not be for Master Chefs, but it’s affordable and great for everyday cooking for a small family. I’ll update if anything changes!* Photo 1: Hand-washed scissors next to dishwasher-washed knife on white surface to show dulling on knife handle.* Photo 2: Knife block on kitchen countertop, shown next to a toddler cookbook and two-shelf fruit basket for scale.",5,POSITIVE,0.9979530572891235
R39PKD4R9LSAYI,"I received this TODAY, AND NO KNIVES IN IT. JUST AN UNFINISHED PIECE OF WOOD.",1,NEGATIVE,0.9988312125205994
RHPHKXIR5GESP,I've used these for several years now and they've held up well. They do a great job and look good sitting on my counter.,5,POSITIVE,0.9998444318771362
ROY892KCTVSED,"I’m so glad I got this knife set from Amazon. I replaced my old one with it and couldn’t be happier. The knives are sharp and good quality, and the storage is very convenient. They’re not cheaply made at all, and for the price, this set is excellent! I've had it for a couple months and I'm satisfied with this purchase.",5,POSITIVE,0.9997962117195129
R200S8LRJ1QEQQ,Complete garbage. Started getting rusty less than a month after first use.,1,NEGATIVE,0.9998037219047546
RVTOTMAFNNYC2,Sharp,5,POSITIVE,0.9996626377105713
R2KBGKPS5DB2F1,I think I made an excellent choice but haven't used it as of yet the price was absolutely amazing 😀,5,POSITIVE,0.9992051720619202
R3R5V6KLH9SVCA,Amazing for the price. Rusting does happen when not washed and dried away. Though rusting is at a minimum.,4,POSITIVE,0.6511417627334595
R7AVFSQBWTMG8,"I so needed these knives, great material, the color of the holder matches my kitchen, the knives are durable and easy to sharpen if needed. very happy with this purchase",5,POSITIVE,0.9998511075973511
R2ZIWCCEOGB0S1,"Going to return this set. Had 2 problems:1 - The knives weren't sharp. Tried to sharpen them. Still not sharp. The whole point of new knives is that my old set is 30 years old and beyond sharpening at this point.2 - I didn't think about this when I ordered this, but the angle of the block isn't good for me. I keep them on the counter and I have cabinets above. The block is nearly straight up and down.. so when I try to pull out a larger knife the handle hits the cabinet and I can't get it out with out tilting the block or moving the whole block forward. My old block didn't have as many knives, but it was tilted at a sharper angle so I could just pull the knives forward and out not up and out. The block will be fine if you have nothing close above it, but it won't work for me.",3,NEGATIVE,0.9989601373672485
R2RFVLRO62FOP5,Poor quality,1,NEGATIVE,0.9997573494911194
R3B546WB2O5S7K,I’ve had these knives since before Thanksgiving and now I finally tried using the big chopping knife. Put my finger along the top edge for stability while I was chopping some celery and the darn thing cut my finger. To be clear it was the back of the knife not the sharp part of the knife that cut me.,1,NEGATIVE,0.9983945488929749
RBMDXKG9AP8BD,Works great exactly what I needed. It even has a sharpener tool in it. I’ve used the kitchen shears at least 1 million times already the knives are great. The steak knives are good. It was a goodbye.,5,POSITIVE,0.9988514184951782
R1WIBPNC7ZGHZU,Well made and nice knife set,5,POSITIVE,0.9998313188552856
R17CKMCSXR3IWA,Nice and durable,5,POSITIVE,0.9998636245727539
R22H4W6E9GNHYU,Not bad for the price. They are good but the only problem is the fading color on the handles. Otherwise for an affordable item I would recommend it,4,NEGATIVE,0.6698075532913208
R3KKO16TAQLGES,Good,5,POSITIVE,0.9998161196708679
R1SSK39RSU2WJ1,Great cost to value ratio for this knife set. Do I expect to be able to hand these down to my kids? Not likely. But they are great for people on a budget needing such a set. And the knives come fairly sharp...A slightly bloody thumbs up to this product.,5,POSITIVE,0.9972223043441772
RV8SRWOQCXRJL,Buy them. Hands down for the price they come razor sharp and have a very nice quality,5,POSITIVE,0.9997072815895081
R3587IGUR2MXFB,Great purchase,5,POSITIVE,0.9998565912246704
R3QAXQ7NPZ0OIX,"Excellent knives, all in one place.",5,POSITIVE,0.9996477365493774
R3W0G89IYWNK89,Great product at a reasonable price,5,POSITIVE,0.9997689127922058
R2UZPOOA8O2H0U,Not what i was expecting. Poor quality,1,NEGATIVE,0.9998206496238708
R2R5YD1VJN9TCF,Very good knife set for the price. Have to sharpen them quite often but that’s not an issue. Wooden brick is also a nice touch.,4,POSITIVE,0.998766303062439
R334MTSRI49NSB,These were way nicer than I expected. The cutting knife is weighty and feels way higher quality than I was expecting for the price of the set. I was expecting super thin blades and semi dull edges. They came razor sharp and the thickness of the steel makes them seem pretty durable.,5,POSITIVE,0.9984467625617981
RHUUKG1VG52BH,Love them,5,POSITIVE,0.9998748302459717
RLOFMXCWI31OJ,"This kitchen knife set is a great starter set particularly at this price point. The knives will take a little extra care, but nothing burdensome.I live in an area with high humidity so I am going to add a few coats of linseed oil to the wooden block. I would recommend this set to anyone wanting a decent knife set.",5,POSITIVE,0.9428150057792664
RADXT7SGTC9JW,Decent knifes,4,POSITIVE,0.9995261430740356
R21W3XFJGMT465,"Knives came very dirty, some already had rust spots despite never having used them. One knife was missing out of the package. Definitely very cheap, save your money and buy something better. I will be returning for a refund.",1,NEGATIVE,0.999545156955719
R2RT03IXICODRZ,"The video showcases the product in use.The video guides you through product setup.The video compares multiple products.The video shows the product being unpacked.Video Player is loading.Click to play videoPlayMuteCurrent Time0:00/Duration0:00Loaded:0%0:00Stream TypeLIVESeek to live, currently behind liveLIVERemaining Time-0:001xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedAudio TrackFullscreenThis is a modal window.I got this during Black Friday deal and is worth it.The knifes are sharp, tried one big knife for large cuts and small with zig zag for onions and all, cuts sharp.The set comes with knifes and scissor. I did not open all because I needed few. But so far it’s good and working.The knifes holder is cool with plain wooden display which I liked. The holder is heavy as it’s made of wood and obviously will stay in place once all knifes are in it, means safety.",5,NEGATIVE,0.9936931133270264
R2N4X0CC3TCZG6,This is a nice knife set. Blades are sturdy and handles are well made. I anticipate this lasting a life time if someone takes care of it. The only slight beef I have is the block is quite small which makes the knives sit almost perpendicular to the countertop so there isn't enough clearance to pull the larger knives out from under the upper cabinets. You have to slide them out from under the upper cabinets or store them somewhere else. Otherwise lovely,5,POSITIVE,0.9540804028511047
R1775M3SD0JVIF,Rusted and unusable after 3 months.,1,NEGATIVE,0.9997052550315857
RQ6GNOJN3XQRM,Very bad quality. Dangerous sharp handle can cut your palm. Don't have patience to return more junk back to Amazon.,1,NEGATIVE,0.9994402527809143
R3NI7GGMRFSGI0,"Looks great, using for Airbnb",5,POSITIVE,0.9984661340713501
R3H7ZN3VYL9TCI,Cheap and durable great set of knives.,5,POSITIVE,0.9106609225273132
R3VQ931F7VLKA8,Knives cut easily and knife sharpener works well.,4,POSITIVE,0.9996433258056641
R258472B1PPG1D,Excelente calidad de los cuchillos y de diferentes tipos.,5,POSITIVE,0.9902718663215637
R2WLL0VSO59O19,Scissors are garbage,3,NEGATIVE,0.9997125267982483
R2MBGB26IG400K,Poor quality,2,NEGATIVE,0.9997573494911194
R2V1XSAO2X0X9Y,This knife set are okay for the price but mine started to rust instantly. I would not recommend getting these. Probably fine if you hand wash and dry them instantly. If you don’t expect there to be rust.,3,NEGATIVE,0.9978766441345215
R39TAHIDPGEGSG,Super sharp! Love them. I would definitely hand wash them though and dry before putting them back. That goes for any knives. That’s why I had to buy a new one. The old knives I had started to rust.Really great value for the money!!!,5,POSITIVE,0.9892751574516296
R2ZP5YY5KBKOYB,good,5,POSITIVE,0.9998161196708679
RDJS8IHTM5A9Q,Muy buena calidad,5,POSITIVE,0.9363443851470947
R10WO9KLZTBPE1,"EVERYTHING IS GOOD EXCEPT THE SCISSORS!!!The scissors don’t come apart for cleaning. After a few months, the scissors started to become hard to open and close. We took off the cosmetic cover to see what’s going on and realised the pivot was fully rusted.",4,NEGATIVE,0.9981085062026978
R14ZJ3FI6YF08P,Wow what a great set . Nothing fancy but completely practical and great knife set..,5,POSITIVE,0.9997163414955139
R18AMQJM2BLGY,"For such an affordable price, these are some very high quality knives, at least as good as many topline brands that sell for hundreds of dollars. Sharp, ergonomic, excellent steel, and look pretty good in the kitchen, too. Kudos to Amazon- this is an excellent set of knives for anyone who appreciates quality kitchenware but is strapped for cash.",5,POSITIVE,0.9989607334136963
R35QBJ3EQKA6LK,"By June they started to rust. I remember having old ones from Amazon, too,, but they didn’t trust. I think the quality is going down.",1,NEGATIVE,0.9997022747993469
R3I4ASNRG3T4M0,"The item I received is not the item shown in the photo. I have a version of the item shown, which I am happy with a for this reason was purchasing a second. I returned the lower quality item which included a white knife block with red swirls, and was a soft composite wood untreated and completly unsuitable for kitchen use. I paid for the return and was extremely displeased with Amazon's response to the inconvenience given their lack of quality control. I would still wish to purchase the earlier version. No one can tell me if that is possible. My return chat was robotic on their end.",1,NEGATIVE,0.999250590801239
R2F66EJ1OLSURV,Works very well for the price,5,POSITIVE,0.9998219609260559
R1SCBM4WEMGNDT,"No idea why the reviews are so good for these knives. They started to rust immediately. Even with hand washing only, they continued to go downhill very quickly. Also, the knifes slide into the block almost completely vertical. Way steeper than any other block I have used. That is annoying. I would send these back if returning a bunch of knives was not such a pain.",2,NEGATIVE,0.9994375109672546
R1WE3XW94AER9P,love it,5,POSITIVE,0.9998753070831299
R16RDC7IM9TKWT,It is a really quality knife set at an unbeatable price,5,POSITIVE,0.9961252808570862
R3SSD4E9D9SZMD,Solid sharp knives and butcher block. Great price. Very happy with purchase.,5,POSITIVE,0.9998770952224731
R3ON2ED83EAD1B,Rusted within a month,2,NEGATIVE,0.9995169639587402
R1YAVVZGNQB4KQ,I barely used this knife,1,NEGATIVE,0.997334361076355
R2RCVH7W94MH1G,This knife set is great. Works really good when cutting meats. Highly recommend!,5,POSITIVE,0.9998413324356079
RM1Z75ASUO3MF,Really poor design. The metal shank of the knife stick up past the handle edge so it can easily cut your hand if you slid it across the handle. Also stained and looked terrible the first time they were washed.,1,NEGATIVE,0.9996328353881836
R2I35S2XWMKASU,These are great knives for the price. They may not be $100 knives but they work really good. I don’t let them sit in water so they haven’t rusted yet. They are sharp which I really like.,5,POSITIVE,0.9997394680976868
R3I5XOOQG01XTR,You have to be careful with this one. The various size and the fact they it's so easy to clean sold me on the first day of using it. It's looks amazing in the kitchen.,5,POSITIVE,0.9995343685150146
R2DKZ3QH5GV6RC,"If only they were sharp, as kitchen knives should be. You can barely cut an onion with the dull blades. I'll take it to the local thrift shop.",1,NEGATIVE,0.99825519323349
R26ZIS7R3R4LOF,"Nice and sharp, A must have",5,POSITIVE,0.9998376369476318
RS2IXM81UPTUM,The knifes were not sharp. Especially the steak knives were like cutting with a hack saw.,1,NEGATIVE,0.9996071457862854
R2O7HEIDFC9OJ2,Lovely set of knives in a sturdy wooden holder. I expect these knives to last for years. Great price.,5,POSITIVE,0.998681366443634
RG697ACS4CMR5,Quality product for the price point!,4,POSITIVE,0.999488115310669
R19PO1TU7EABPJ,"Careful it is very sharp. The quality is good, and provides a lot of variety as well.",5,POSITIVE,0.9998691082000732
RUV126D4LIPGY,These are high quality and super sharp. Great choice especially for a small kitchen.,5,POSITIVE,0.999804675579071
