brand_id,product_id
imarku,B0DMDZ8QJK
haugo,B0FP4MRGJ2
huusk,B0C38X279D
hoshanho,B0DP72QCN6
imarku,B08KD27THM
imarku,B0FJXWCKJX
utopia kitchen,B00R20CZR2
kosror,B0FV8J9YT2
kuisine,B0CN6MF86G
samcook,B08SWJYV7C
knifesaga,B0FLXSVQVC
keemake,B0F53TN1NH
imarku,B0FWC99BT9
imarku,B0G2M1LTCH
rococo,B0C3CPTH9F
tijeras,B0F1YRQXN3
huusk,B0FK2914VM
veroxis,B0DPZQ94LC
imarku,B0DTH7M2DB
hoshanho,B0BRC37Z7W
hoshanho,B0FRM53T6N
emojoy,B079GQJP39
knifesaga,B0D9GKQGRF
imarku,B0G2M2DZ9C
imarku,B0FL24KL7R
imarku,B099PK5N2N
imarku,B0G2LXVNP4
kimrose,B0CDQBWRMV
imarku,B0G2M4RYHW
simple song,B078WM9N69
emojoy,B0DXPQ88ZV
hoshanho,B0DCVB4LDP
imarku,B0FJX28MFC
huusk,B0F1FCKTJ7
