asin,month,month_str,reviews_month_n,sales_month_sim,bought_count_cum_sim,bought_count_total_sim,bought_count_bucket_original,demand_score,q4_multiplier_base,price_num,product_rating,product_rating_count,bsr_rank,discount_rate,brand_norm,sim_variant
B08VJLYQ5D,2025-03-01,2025-03,0,1,5,53,50,0.6791186063205314,1.0,74.65,4.3,3179,13273.0,0.066758344793099,henckels,enh3_combined_featurecorr_q4
B08VJLYQ5D,2025-04-01,2025-04,0,1,6,53,50,0.6791186063205314,1.0,74.65,4.3,3179,13273.0,0.066758344793099,henckels,enh3_combined_featurecorr_q4
B08VJLYQ5D,2025-05-01,2025-05,0,2,8,53,50,0.6791186063205314,1.0,74.65,4.3,3179,13273.0,0.066758344793099,henckels,enh3_combined_featurecorr_q4
B08VJLYQ5D,2025-06-01,2025-06,0,2,10,53,50,0.6791186063205314,1.0,74.65,4.3,3179,13273.0,0.066758344793099,henckels,enh3_combined_featurecorr_q4
B08VJLYQ5D,2025-07-01,2025-07,0,3,13,53,50,0.6791186063205314,1.0,74.65,4.3,3179,13273.0,0.066758344793099,henckels,enh3_combined_featurecorr_q4
B08VJLYQ5D,2025-08-01,2025-08,0,2,15,53,50,0.6791186063205314,1.0,74.65,4.3,3179,13273.0,0.066758344793099,henckels,enh3_combined_featurecorr_q4
B08VJLYQ5D,2025-09-01,2025-09,0,2,17,53,50,0.6791186063205314,1.0,74.65,4.3,3179,13273.0,0.066758344793099,henckels,enh3_combined_featurecorr_q4
B08VJLYQ5D,2025-10-01,2025-10,0,3,20,53,50,0.6791186063205314,1.2,74.65,4.3,3179,13273.0,0.066758344793099,henckels,enh3_combined_featurecorr_q4
B08VJLYQ5D,2025-11-01,2025-11,0,6,26,53,50,0.6791186063205314,1.55,74.65,4.3,3179,13273.0,0.066758344793099,henckels,enh3_combined_featurecorr_q4
B08VJLYQ5D,2025-12-01,2025-12,0,13,39,53,50,0.6791186063205314,1.85,74.65,4.3,3179,13273.0,0.066758344793099,henckels,enh3_combined_featurecorr_q4
B08VJLYQ5D,2026-01-01,2026-01,0,14,53,53,50,0.6791186063205314,1.25,74.65,4.3,3179,13273.0,0.066758344793099,henckels,enh3_combined_featurecorr_q4
B07KC84X95,2024-01-01,2024-01,0,1,1,372,300,0.6691899124488873,1.25,22.99,4.7,3397,6221.0,0.1786352268667381,paudin,enh3_combined_featurecorr_q4
B07KC84X95,2024-02-01,2024-02,0,1,2,372,300,0.6691899124488873,1.0,22.99,4.7,3397,6221.0,0.1786352268667381,paudin,enh3_combined_featurecorr_q4
B07KC84X95,2024-03-01,2024-03,0,1,3,372,300,0.6691899124488873,1.0,22.99,4.7,3397,6221.0,0.1786352268667381,paudin,enh3_combined_featurecorr_q4
B07KC84X95,2024-04-01,2024-04,0,1,4,372,300,0.6691899124488873,1.0,22.99,4.7,3397,6221.0,0.1786352268667381,paudin,enh3_combined_featurecorr_q4
B07KC84X95,2024-05-01,2024-05,0,1,5,372,300,0.6691899124488873,1.0,22.99,4.7,3397,6221.0,0.1786352268667381,paudin,enh3_combined_featurecorr_q4
B07KC84X95,2024-06-01,2024-06,0,1,6,372,300,0.6691899124488873,1.0,22.99,4.7,3397,6221.0,0.1786352268667381,paudin,enh3_combined_featurecorr_q4
B07KC84X95,2024-07-01,2024-07,0,1,7,372,300,0.6691899124488873,1.0,22.99,4.7,3397,6221.0,0.1786352268667381,paudin,enh3_combined_featurecorr_q4
B07KC84X95,2024-08-01,2024-08,0,2,9,372,300,0.6691899124488873,1.0,22.99,4.7,3397,6221.0,0.1786352268667381,paudin,enh3_combined_featurecorr_q4
B07KC84X95,2024-09-01,2024-09,0,3,12,372,300,0.6691899124488873,1.0,22.99,4.7,3397,6221.0,0.1786352268667381,paudin,enh3_combined_featurecorr_q4
B07KC84X95,2024-10-01,2024-10,0,4,16,372,300,0.6691899124488873,1.2,22.99,4.7,3397,6221.0,0.1786352268667381,paudin,enh3_combined_featurecorr_q4
B07KC84X95,2024-11-01,2024-11,0,5,21,372,300,0.6691899124488873,1.55,22.99,4.7,3397,6221.0,0.1786352268667381,paudin,enh3_combined_featurecorr_q4
B07KC84X95,2024-12-01,2024-12,0,7,28,372,300,0.6691899124488873,1.85,22.99,4.7,3397,6221.0,0.1786352268667381,paudin,enh3_combined_featurecorr_q4
B07KC84X95,2025-01-01,2025-01,0,5,33,372,300,0.6691899124488873,1.25,22.99,4.7,3397,6221.0,0.1786352268667381,paudin,enh3_combined_featurecorr_q4
B07KC84X95,2025-02-01,2025-02,0,7,40,372,300,0.6691899124488873,1.0,22.99,4.7,3397,6221.0,0.1786352268667381,paudin,enh3_combined_featurecorr_q4
B07KC84X95,2025-03-01,2025-03,0,4,44,372,300,0.6691899124488873,1.0,22.99,4.7,3397,6221.0,0.1786352268667381,paudin,enh3_combined_featurecorr_q4
B07KC84X95,2025-04-01,2025-04,0,7,51,372,300,0.6691899124488873,1.0,22.99,4.7,3397,6221.0,0.1786352268667381,paudin,enh3_combined_featurecorr_q4
B07KC84X95,2025-05-01,2025-05,0,11,62,372,300,0.6691899124488873,1.0,22.99,4.7,3397,6221.0,0.1786352268667381,paudin,enh3_combined_featurecorr_q4
B07KC84X95,2025-06-01,2025-06,0,13,75,372,300,0.6691899124488873,1.0,22.99,4.7,3397,6221.0,0.1786352268667381,paudin,enh3_combined_featurecorr_q4
B07KC84X95,2025-07-01,2025-07,0,16,91,372,300,0.6691899124488873,1.0,22.99,4.7,3397,6221.0,0.1786352268667381,paudin,enh3_combined_featurecorr_q4
B07KC84X95,2025-08-01,2025-08,0,18,109,372,300,0.6691899124488873,1.0,22.99,4.7,3397,6221.0,0.1786352268667381,paudin,enh3_combined_featurecorr_q4
B07KC84X95,2025-09-01,2025-09,0,14,123,372,300,0.6691899124488873,1.0,22.99,4.7,3397,6221.0,0.1786352268667381,paudin,enh3_combined_featurecorr_q4
B07KC84X95,2025-10-01,2025-10,0,21,144,372,300,0.6691899124488873,1.2,22.99,4.7,3397,6221.0,0.1786352268667381,paudin,enh3_combined_featurecorr_q4
B07KC84X95,2025-11-01,2025-11,0,60,204,372,300,0.6691899124488873,1.55,22.99,4.7,3397,6221.0,0.1786352268667381,paudin,enh3_combined_featurecorr_q4
B07KC84X95,2025-12-01,2025-12,0,77,281,372,300,0.6691899124488873,1.85,22.99,4.7,3397,6221.0,0.1786352268667381,paudin,enh3_combined_featurecorr_q4
B07KC84X95,2026-01-01,2026-01,0,91,372,372,300,0.6691899124488873,1.25,22.99,4.7,3397,6221.0,0.1786352268667381,paudin,enh3_combined_featurecorr_q4
B06XYSXS9F,2024-01-01,2024-01,0,0,0,200,100,0.530571955557179,1.25,119.29,4.6,1415,81326.0,0.082031550596383,cuisinart,enh3_combined_featurecorr_q4
B06XYSXS9F,2024-02-01,2024-02,0,0,0,200,100,0.530571955557179,1.0,119.29,4.6,1415,81326.0,0.082031550596383,cuisinart,enh3_combined_featurecorr_q4
B06XYSXS9F,2024-03-01,2024-03,0,1,1,200,100,0.530571955557179,1.0,119.29,4.6,1415,81326.0,0.082031550596383,cuisinart,enh3_combined_featurecorr_q4
B06XYSXS9F,2024-04-01,2024-04,0,0,1,200,100,0.530571955557179,1.0,119.29,4.6,1415,81326.0,0.082031550596383,cuisinart,enh3_combined_featurecorr_q4
B06XYSXS9F,2024-05-01,2024-05,0,1,2,200,100,0.530571955557179,1.0,119.29,4.6,1415,81326.0,0.082031550596383,cuisinart,enh3_combined_featurecorr_q4
B06XYSXS9F,2024-06-01,2024-06,0,1,3,200,100,0.530571955557179,1.0,119.29,4.6,1415,81326.0,0.082031550596383,cuisinart,enh3_combined_featurecorr_q4
B06XYSXS9F,2024-07-01,2024-07,0,1,4,200,100,0.530571955557179,1.0,119.29,4.6,1415,81326.0,0.082031550596383,cuisinart,enh3_combined_featurecorr_q4
B06XYSXS9F,2024-08-01,2024-08,0,1,5,200,100,0.530571955557179,1.0,119.29,4.6,1415,81326.0,0.082031550596383,cuisinart,enh3_combined_featurecorr_q4
B06XYSXS9F,2024-09-01,2024-09,0,1,6,200,100,0.530571955557179,1.0,119.29,4.6,1415,81326.0,0.082031550596383,cuisinart,enh3_combined_featurecorr_q4
B06XYSXS9F,2024-10-01,2024-10,0,2,8,200,100,0.530571955557179,1.2,119.29,4.6,1415,81326.0,0.082031550596383,cuisinart,enh3_combined_featurecorr_q4
B06XYSXS9F,2024-11-01,2024-11,0,3,11,200,100,0.530571955557179,1.55,119.29,4.6,1415,81326.0,0.082031550596383,cuisinart,enh3_combined_featurecorr_q4
B06XYSXS9F,2024-12-01,2024-12,0,4,15,200,100,0.530571955557179,1.85,119.29,4.6,1415,81326.0,0.082031550596383,cuisinart,enh3_combined_featurecorr_q4
B06XYSXS9F,2025-01-01,2025-01,0,3,18,200,100,0.530571955557179,1.25,119.29,4.6,1415,81326.0,0.082031550596383,cuisinart,enh3_combined_featurecorr_q4
B06XYSXS9F,2025-02-01,2025-02,0,2,20,200,100,0.530571955557179,1.0,119.29,4.6,1415,81326.0,0.082031550596383,cuisinart,enh3_combined_featurecorr_q4
B06XYSXS9F,2025-03-01,2025-03,0,2,22,200,100,0.530571955557179,1.0,119.29,4.6,1415,81326.0,0.082031550596383,cuisinart,enh3_combined_featurecorr_q4
B06XYSXS9F,2025-04-01,2025-04,0,3,25,200,100,0.530571955557179,1.0,119.29,4.6,1415,81326.0,0.082031550596383,cuisinart,enh3_combined_featurecorr_q4
B06XYSXS9F,2025-05-01,2025-05,0,4,29,200,100,0.530571955557179,1.0,119.29,4.6,1415,81326.0,0.082031550596383,cuisinart,enh3_combined_featurecorr_q4
B06XYSXS9F,2025-06-01,2025-06,0,6,35,200,100,0.530571955557179,1.0,119.29,4.6,1415,81326.0,0.082031550596383,cuisinart,enh3_combined_featurecorr_q4
B06XYSXS9F,2025-07-01,2025-07,0,6,41,200,100,0.530571955557179,1.0,119.29,4.6,1415,81326.0,0.082031550596383,cuisinart,enh3_combined_featurecorr_q4
B06XYSXS9F,2025-08-01,2025-08,0,7,48,200,100,0.530571955557179,1.0,119.29,4.6,1415,81326.0,0.082031550596383,cuisinart,enh3_combined_featurecorr_q4
B06XYSXS9F,2025-09-01,2025-09,0,4,52,200,100,0.530571955557179,1.0,119.29,4.6,1415,81326.0,0.082031550596383,cuisinart,enh3_combined_featurecorr_q4
B06XYSXS9F,2025-10-01,2025-10,0,11,63,200,100,0.530571955557179,1.2,119.29,4.6,1415,81326.0,0.082031550596383,cuisinart,enh3_combined_featurecorr_q4
B06XYSXS9F,2025-11-01,2025-11,0,37,100,200,100,0.530571955557179,1.55,119.29,4.6,1415,81326.0,0.082031550596383,cuisinart,enh3_combined_featurecorr_q4
B06XYSXS9F,2025-12-01,2025-12,0,58,158,200,100,0.530571955557179,1.85,119.29,4.6,1415,81326.0,0.082031550596383,cuisinart,enh3_combined_featurecorr_q4
B06XYSXS9F,2026-01-01,2026-01,0,42,200,200,100,0.530571955557179,1.25,119.29,4.6,1415,81326.0,0.082031550596383,cuisinart,enh3_combined_featurecorr_q4
B0CQCLHBHK,2024-01-01,2024-01,0,1,1,701,500,0.6967715650099464,1.25,86.99,4.6,2349,7091.0,0.0,hoshanho,enh3_combined_featurecorr_q4
B0CQCLHBHK,2024-02-01,2024-02,0,1,2,701,500,0.6967715650099464,1.0,86.99,4.6,2349,7091.0,0.0,hoshanho,enh3_combined_featurecorr_q4
B0CQCLHBHK,2024-03-01,2024-03,0,1,3,701,500,0.6967715650099464,1.0,86.99,4.6,2349,7091.0,0.0,hoshanho,enh3_combined_featurecorr_q4
B0CQCLHBHK,2024-04-01,2024-04,0,2,5,701,500,0.6967715650099464,1.0,86.99,4.6,2349,7091.0,0.0,hoshanho,enh3_combined_featurecorr_q4
B0CQCLHBHK,2024-05-01,2024-05,0,2,7,701,500,0.6967715650099464,1.0,86.99,4.6,2349,7091.0,0.0,hoshanho,enh3_combined_featurecorr_q4
B0CQCLHBHK,2024-06-01,2024-06,0,1,8,701,500,0.6967715650099464,1.0,86.99,4.6,2349,7091.0,0.0,hoshanho,enh3_combined_featurecorr_q4
B0CQCLHBHK,2024-07-01,2024-07,0,2,10,701,500,0.6967715650099464,1.0,86.99,4.6,2349,7091.0,0.0,hoshanho,enh3_combined_featurecorr_q4
B0CQCLHBHK,2024-08-01,2024-08,0,3,13,701,500,0.6967715650099464,1.0,86.99,4.6,2349,7091.0,0.0,hoshanho,enh3_combined_featurecorr_q4
B0CQCLHBHK,2024-09-01,2024-09,0,4,17,701,500,0.6967715650099464,1.0,86.99,4.6,2349,7091.0,0.0,hoshanho,enh3_combined_featurecorr_q4
B0CQCLHBHK,2024-10-01,2024-10,0,5,22,701,500,0.6967715650099464,1.2,86.99,4.6,2349,7091.0,0.0,hoshanho,enh3_combined_featurecorr_q4
B0CQCLHBHK,2024-11-01,2024-11,0,12,34,701,500,0.6967715650099464,1.55,86.99,4.6,2349,7091.0,0.0,hoshanho,enh3_combined_featurecorr_q4
B0CQCLHBHK,2024-12-01,2024-12,0,13,47,701,500,0.6967715650099464,1.85,86.99,4.6,2349,7091.0,0.0,hoshanho,enh3_combined_featurecorr_q4
B0CQCLHBHK,2025-01-01,2025-01,0,11,58,701,500,0.6967715650099464,1.25,86.99,4.6,2349,7091.0,0.0,hoshanho,enh3_combined_featurecorr_q4
B0CQCLHBHK,2025-02-01,2025-02,0,6,64,701,500,0.6967715650099464,1.0,86.99,4.6,2349,7091.0,0.0,hoshanho,enh3_combined_featurecorr_q4
B0CQCLHBHK,2025-03-01,2025-03,0,7,71,701,500,0.6967715650099464,1.0,86.99,4.6,2349,7091.0,0.0,hoshanho,enh3_combined_featurecorr_q4
B0CQCLHBHK,2025-04-01,2025-04,0,9,80,701,500,0.6967715650099464,1.0,86.99,4.6,2349,7091.0,0.0,hoshanho,enh3_combined_featurecorr_q4
B0CQCLHBHK,2025-05-01,2025-05,0,16,96,701,500,0.6967715650099464,1.0,86.99,4.6,2349,7091.0,0.0,hoshanho,enh3_combined_featurecorr_q4
B0CQCLHBHK,2025-06-01,2025-06,0,19,115,701,500,0.6967715650099464,1.0,86.99,4.6,2349,7091.0,0.0,hoshanho,enh3_combined_featurecorr_q4
B0CQCLHBHK,2025-07-01,2025-07,0,19,134,701,500,0.6967715650099464,1.0,86.99,4.6,2349,7091.0,0.0,hoshanho,enh3_combined_featurecorr_q4
B0CQCLHBHK,2025-08-01,2025-08,0,25,159,701,500,0.6967715650099464,1.0,86.99,4.6,2349,7091.0,0.0,hoshanho,enh3_combined_featurecorr_q4
B0CQCLHBHK,2025-09-01,2025-09,0,22,181,701,500,0.6967715650099464,1.0,86.99,4.6,2349,7091.0,0.0,hoshanho,enh3_combined_featurecorr_q4
B0CQCLHBHK,2025-10-01,2025-10,0,37,218,701,500,0.6967715650099464,1.2,86.99,4.6,2349,7091.0,0.0,hoshanho,enh3_combined_featurecorr_q4
B0CQCLHBHK,2025-11-01,2025-11,0,119,337,701,500,0.6967715650099464,1.55,86.99,4.6,2349,7091.0,0.0,hoshanho,enh3_combined_featurecorr_q4
B0CQCLHBHK,2025-12-01,2025-12,0,208,545,701,500,0.6967715650099464,1.85,86.99,4.6,2349,7091.0,0.0,hoshanho,enh3_combined_featurecorr_q4
B0CQCLHBHK,2026-01-01,2026-01,0,156,701,701,500,0.6967715650099464,1.25,86.99,4.6,2349,7091.0,0.0,hoshanho,enh3_combined_featurecorr_q4
B07VWJTN1W,2024-01-01,2024-01,0,0,0,84,50,0.7206468843240821,1.25,59.99,4.6,4677,12456.0,0.0,paudin,enh3_combined_featurecorr_q4
B07VWJTN1W,2024-02-01,2024-02,0,0,0,84,50,0.7206468843240821,1.0,59.99,4.6,4677,12456.0,0.0,paudin,enh3_combined_featurecorr_q4
B07VWJTN1W,2024-03-01,2024-03,0,0,0,84,50,0.7206468843240821,1.0,59.99,4.6,4677,12456.0,0.0,paudin,enh3_combined_featurecorr_q4
B07VWJTN1W,2024-04-01,2024-04,0,0,0,84,50,0.7206468843240821,1.0,59.99,4.6,4677,12456.0,0.0,paudin,enh3_combined_featurecorr_q4
B07VWJTN1W,2024-05-01,2024-05,0,0,0,84,50,0.7206468843240821,1.0,59.99,4.6,4677,12456.0,0.0,paudin,enh3_combined_featurecorr_q4
B07VWJTN1W,2024-06-01,2024-06,0,0,0,84,50,0.7206468843240821,1.0,59.99,4.6,4677,12456.0,0.0,paudin,enh3_combined_featurecorr_q4
B07VWJTN1W,2024-07-01,2024-07,0,0,0,84,50,0.7206468843240821,1.0,59.99,4.6,4677,12456.0,0.0,paudin,enh3_combined_featurecorr_q4
B07VWJTN1W,2024-08-01,2024-08,0,0,0,84,50,0.7206468843240821,1.0,59.99,4.6,4677,12456.0,0.0,paudin,enh3_combined_featurecorr_q4
B07VWJTN1W,2024-09-01,2024-09,0,0,0,84,50,0.7206468843240821,1.0,59.99,4.6,4677,12456.0,0.0,paudin,enh3_combined_featurecorr_q4
B07VWJTN1W,2024-10-01,2024-10,0,1,1,84,50,0.7206468843240821,1.2,59.99,4.6,4677,12456.0,0.0,paudin,enh3_combined_featurecorr_q4
B07VWJTN1W,2024-11-01,2024-11,0,1,2,84,50,0.7206468843240821,1.55,59.99,4.6,4677,12456.0,0.0,paudin,enh3_combined_featurecorr_q4
B07VWJTN1W,2024-12-01,2024-12,0,1,3,84,50,0.7206468843240821,1.85,59.99,4.6,4677,12456.0,0.0,paudin,enh3_combined_featurecorr_q4
B07VWJTN1W,2025-01-01,2025-01,0,1,4,84,50,0.7206468843240821,1.25,59.99,4.6,4677,12456.0,0.0,paudin,enh3_combined_featurecorr_q4
B07VWJTN1W,2025-02-01,2025-02,0,1,5,84,50,0.7206468843240821,1.0,59.99,4.6,4677,12456.0,0.0,paudin,enh3_combined_featurecorr_q4
B07VWJTN1W,2025-03-01,2025-03,0,1,6,84,50,0.7206468843240821,1.0,59.99,4.6,4677,12456.0,0.0,paudin,enh3_combined_featurecorr_q4
B07VWJTN1W,2025-04-01,2025-04,0,1,7,84,50,0.7206468843240821,1.0,59.99,4.6,4677,12456.0,0.0,paudin,enh3_combined_featurecorr_q4
B07VWJTN1W,2025-05-01,2025-05,0,2,9,84,50,0.7206468843240821,1.0,59.99,4.6,4677,12456.0,0.0,paudin,enh3_combined_featurecorr_q4
B07VWJTN1W,2025-06-01,2025-06,0,3,12,84,50,0.7206468843240821,1.0,59.99,4.6,4677,12456.0,0.0,paudin,enh3_combined_featurecorr_q4
B07VWJTN1W,2025-07-01,2025-07,0,2,14,84,50,0.7206468843240821,1.0,59.99,4.6,4677,12456.0,0.0,paudin,enh3_combined_featurecorr_q4
B07VWJTN1W,2025-08-01,2025-08,0,2,16,84,50,0.7206468843240821,1.0,59.99,4.6,4677,12456.0,0.0,paudin,enh3_combined_featurecorr_q4
B07VWJTN1W,2025-09-01,2025-09,0,3,19,84,50,0.7206468843240821,1.0,59.99,4.6,4677,12456.0,0.0,paudin,enh3_combined_featurecorr_q4
B07VWJTN1W,2025-10-01,2025-10,0,3,22,84,50,0.7206468843240821,1.2,59.99,4.6,4677,12456.0,0.0,paudin,enh3_combined_featurecorr_q4
B07VWJTN1W,2025-11-01,2025-11,0,21,43,84,50,0.7206468843240821,1.55,59.99,4.6,4677,12456.0,0.0,paudin,enh3_combined_featurecorr_q4
B07VWJTN1W,2025-12-01,2025-12,0,22,65,84,50,0.7206468843240821,1.85,59.99,4.6,4677,12456.0,0.0,paudin,enh3_combined_featurecorr_q4
B07VWJTN1W,2026-01-01,2026-01,0,19,84,84,50,0.7206468843240821,1.25,59.99,4.6,4677,12456.0,0.0,paudin,enh3_combined_featurecorr_q4
B0BTLH8J6B,2024-01-01,2024-01,0,0,0,66,50,0.4066752381526474,1.25,119.99,4.2,170,84480.0,0.0,diagsh,enh3_combined_featurecorr_q4
B0BTLH8J6B,2024-02-01,2024-02,0,0,0,66,50,0.4066752381526474,1.0,119.99,4.2,170,84480.0,0.0,diagsh,enh3_combined_featurecorr_q4
B0BTLH8J6B,2024-03-01,2024-03,0,0,0,66,50,0.4066752381526474,1.0,119.99,4.2,170,84480.0,0.0,diagsh,enh3_combined_featurecorr_q4
B0BTLH8J6B,2024-04-01,2024-04,0,0,0,66,50,0.4066752381526474,1.0,119.99,4.2,170,84480.0,0.0,diagsh,enh3_combined_featurecorr_q4
B0BTLH8J6B,2024-05-01,2024-05,0,0,0,66,50,0.4066752381526474,1.0,119.99,4.2,170,84480.0,0.0,diagsh,enh3_combined_featurecorr_q4
B0BTLH8J6B,2024-06-01,2024-06,0,0,0,66,50,0.4066752381526474,1.0,119.99,4.2,170,84480.0,0.0,diagsh,enh3_combined_featurecorr_q4
B0BTLH8J6B,2024-07-01,2024-07,0,0,0,66,50,0.4066752381526474,1.0,119.99,4.2,170,84480.0,0.0,diagsh,enh3_combined_featurecorr_q4
B0BTLH8J6B,2024-08-01,2024-08,0,0,0,66,50,0.4066752381526474,1.0,119.99,4.2,170,84480.0,0.0,diagsh,enh3_combined_featurecorr_q4
B0BTLH8J6B,2024-09-01,2024-09,0,0,0,66,50,0.4066752381526474,1.0,119.99,4.2,170,84480.0,0.0,diagsh,enh3_combined_featurecorr_q4
B0BTLH8J6B,2024-10-01,2024-10,0,1,1,66,50,0.4066752381526474,1.2,119.99,4.2,170,84480.0,0.0,diagsh,enh3_combined_featurecorr_q4
B0BTLH8J6B,2024-11-01,2024-11,0,1,2,66,50,0.4066752381526474,1.55,119.99,4.2,170,84480.0,0.0,diagsh,enh3_combined_featurecorr_q4
B0BTLH8J6B,2024-12-01,2024-12,0,1,3,66,50,0.4066752381526474,1.85,119.99,4.2,170,84480.0,0.0,diagsh,enh3_combined_featurecorr_q4
B0BTLH8J6B,2025-01-01,2025-01,0,1,4,66,50,0.4066752381526474,1.25,119.99,4.2,170,84480.0,0.0,diagsh,enh3_combined_featurecorr_q4
B0BTLH8J6B,2025-02-01,2025-02,0,1,5,66,50,0.4066752381526474,1.0,119.99,4.2,170,84480.0,0.0,diagsh,enh3_combined_featurecorr_q4
B0BTLH8J6B,2025-03-01,2025-03,0,1,6,66,50,0.4066752381526474,1.0,119.99,4.2,170,84480.0,0.0,diagsh,enh3_combined_featurecorr_q4
B0BTLH8J6B,2025-04-01,2025-04,0,1,7,66,50,0.4066752381526474,1.0,119.99,4.2,170,84480.0,0.0,diagsh,enh3_combined_featurecorr_q4
B0BTLH8J6B,2025-05-01,2025-05,0,1,8,66,50,0.4066752381526474,1.0,119.99,4.2,170,84480.0,0.0,diagsh,enh3_combined_featurecorr_q4
B0BTLH8J6B,2025-06-01,2025-06,0,2,10,66,50,0.4066752381526474,1.0,119.99,4.2,170,84480.0,0.0,diagsh,enh3_combined_featurecorr_q4
B0BTLH8J6B,2025-07-01,2025-07,0,2,12,66,50,0.4066752381526474,1.0,119.99,4.2,170,84480.0,0.0,diagsh,enh3_combined_featurecorr_q4
B0BTLH8J6B,2025-08-01,2025-08,0,2,14,66,50,0.4066752381526474,1.0,119.99,4.2,170,84480.0,0.0,diagsh,enh3_combined_featurecorr_q4
B0BTLH8J6B,2025-09-01,2025-09,0,3,17,66,50,0.4066752381526474,1.0,119.99,4.2,170,84480.0,0.0,diagsh,enh3_combined_featurecorr_q4
B0BTLH8J6B,2025-10-01,2025-10,0,4,21,66,50,0.4066752381526474,1.2,119.99,4.2,170,84480.0,0.0,diagsh,enh3_combined_featurecorr_q4
B0BTLH8J6B,2025-11-01,2025-11,0,13,34,66,50,0.4066752381526474,1.55,119.99,4.2,170,84480.0,0.0,diagsh,enh3_combined_featurecorr_q4
B0BTLH8J6B,2025-12-01,2025-12,0,18,52,66,50,0.4066752381526474,1.85,119.99,4.2,170,84480.0,0.0,diagsh,enh3_combined_featurecorr_q4
B0BTLH8J6B,2026-01-01,2026-01,0,14,66,66,50,0.4066752381526474,1.25,119.99,4.2,170,84480.0,0.0,diagsh,enh3_combined_featurecorr_q4
B0F6L991NK,2024-01-01,2024-01,0,0,0,36,50,0.43525808873140914,1.25,29.99,4.5,45,83112.0,0.2500625156289073,paudin,enh3_combined_featurecorr_q4
B0F6L991NK,2024-02-01,2024-02,0,0,0,36,50,0.43525808873140914,1.0,29.99,4.5,45,83112.0,0.2500625156289073,paudin,enh3_combined_featurecorr_q4
B0F6L991NK,2024-03-01,2024-03,0,0,0,36,50,0.43525808873140914,1.0,29.99,4.5,45,83112.0,0.2500625156289073,paudin,enh3_combined_featurecorr_q4
B0F6L991NK,2024-04-01,2024-04,0,0,0,36,50,0.43525808873140914,1.0,29.99,4.5,45,83112.0,0.2500625156289073,paudin,enh3_combined_featurecorr_q4
B0F6L991NK,2024-05-01,2024-05,0,0,0,36,50,0.43525808873140914,1.0,29.99,4.5,45,83112.0,0.2500625156289073,paudin,enh3_combined_featurecorr_q4
B0F6L991NK,2024-06-01,2024-06,0,0,0,36,50,0.43525808873140914,1.0,29.99,4.5,45,83112.0,0.2500625156289073,paudin,enh3_combined_featurecorr_q4
B0F6L991NK,2024-07-01,2024-07,0,0,0,36,50,0.43525808873140914,1.0,29.99,4.5,45,83112.0,0.2500625156289073,paudin,enh3_combined_featurecorr_q4
B0F6L991NK,2024-08-01,2024-08,0,0,0,36,50,0.43525808873140914,1.0,29.99,4.5,45,83112.0,0.2500625156289073,paudin,enh3_combined_featurecorr_q4
B0F6L991NK,2024-09-01,2024-09,0,0,0,36,50,0.43525808873140914,1.0,29.99,4.5,45,83112.0,0.2500625156289073,paudin,enh3_combined_featurecorr_q4
B0F6L991NK,2024-10-01,2024-10,0,0,0,36,50,0.43525808873140914,1.2,29.99,4.5,45,83112.0,0.2500625156289073,paudin,enh3_combined_featurecorr_q4
B0F6L991NK,2024-11-01,2024-11,0,1,1,36,50,0.43525808873140914,1.55,29.99,4.5,45,83112.0,0.2500625156289073,paudin,enh3_combined_featurecorr_q4
B0F6L991NK,2024-12-01,2024-12,0,1,2,36,50,0.43525808873140914,1.85,29.99,4.5,45,83112.0,0.2500625156289073,paudin,enh3_combined_featurecorr_q4
B0F6L991NK,2025-01-01,2025-01,0,1,3,36,50,0.43525808873140914,1.25,29.99,4.5,45,83112.0,0.2500625156289073,paudin,enh3_combined_featurecorr_q4
B0F6L991NK,2025-02-01,2025-02,0,0,3,36,50,0.43525808873140914,1.0,29.99,4.5,45,83112.0,0.2500625156289073,paudin,enh3_combined_featurecorr_q4
B0F6L991NK,2025-03-01,2025-03,0,0,3,36,50,0.43525808873140914,1.0,29.99,4.5,45,83112.0,0.2500625156289073,paudin,enh3_combined_featurecorr_q4
B0F6L991NK,2025-04-01,2025-04,0,0,3,36,50,0.43525808873140914,1.0,29.99,4.5,45,83112.0,0.2500625156289073,paudin,enh3_combined_featurecorr_q4
B0F6L991NK,2025-05-01,2025-05,0,1,4,36,50,0.43525808873140914,1.0,29.99,4.5,45,83112.0,0.2500625156289073,paudin,enh3_combined_featurecorr_q4
B0F6L991NK,2025-06-01,2025-06,0,2,6,36,50,0.43525808873140914,1.0,29.99,4.5,45,83112.0,0.2500625156289073,paudin,enh3_combined_featurecorr_q4
B0F6L991NK,2025-07-01,2025-07,0,2,8,36,50,0.43525808873140914,1.0,29.99,4.5,45,83112.0,0.2500625156289073,paudin,enh3_combined_featurecorr_q4
B0F6L991NK,2025-08-01,2025-08,0,2,10,36,50,0.43525808873140914,1.0,29.99,4.5,45,83112.0,0.2500625156289073,paudin,enh3_combined_featurecorr_q4
B0F6L991NK,2025-09-01,2025-09,0,2,12,36,50,0.43525808873140914,1.0,29.99,4.5,45,83112.0,0.2500625156289073,paudin,enh3_combined_featurecorr_q4
B0F6L991NK,2025-10-01,2025-10,0,2,14,36,50,0.43525808873140914,1.2,29.99,4.5,45,83112.0,0.2500625156289073,paudin,enh3_combined_featurecorr_q4
