review_id,asin,author,review_rating,review_date,review_date_dt,verified_purchase,helpful_votes,variant,variant_color,variant_style,variant_size,variant_number_of_items,review_text_raw,review_text_clean,has_text,text_len,exclamation_cnt,question_cnt,caps_ratio,text_hash,scraped_at,scraped_at_dt,bad_date_flag,rating_out_of_range_flag,brand,brand_norm,seller,seller_norm,price_num,list_price,unit_price,product_rating,product_rating_count,bsr_rank,bsr_category_norm,is_fba,has_aplus,image_count,bullet_count,best_subcat_rank,best_subcat_name,bought_count_number_clean
R2PTN4H4VKMZVV,B007RWD11Y,Robert Campbell,5,"December 7, 2025",2025-12-07,True,0,Color: BlackPattern Name: Set,BlackPattern Name: Set,,,,sharp knives they are cheap quality handles but the blades on these knives are extremely sharp.,sharp knives they are cheap quality handles but the blades on these knives are extremely sharp.,1,95,0,0,0.0,4fdca015d052e45a0a4bad66fba46b9a,2026-01-16 02:49:26,2026-01-16 02:49:26,0,0,Farberware,farberware,Amazon Resale,amazon resale,33.99,48.99,,4.2,14226,8742.0,kitchen & dining,True,True,10,10,,,1000.0
R1KIVVBI9MDHE7,B007RWD11Y,JL,5,"December 7, 2025",2025-12-07,True,0,Color: BlackPattern Name: Set,BlackPattern Name: Set,,,,Nice at of knives and a no brainer at $20 bucks. I would have prefered that the block was not painted black but rather kept in wood but thats just a preference.,Nice at of knives and a no brainer at $20 bucks. I would have prefered that the block was not painted black but rather kept in wood but thats just a preference.,1,160,0,0,0.016129032258064516,cf3bc8ebcc74316f613fd2995c33da68,2026-01-16 02:49:26,2026-01-16 02:49:26,0,0,Farberware,farberware,Amazon Resale,amazon resale,33.99,48.99,,4.2,14226,8742.0,kitchen & dining,True,True,10,10,,,1000.0
R3508WNH1ABRG6,B007RWD11Y,Melissa,5,"December 4, 2025",2025-12-04,True,0,Color: BlackPattern Name: Set,BlackPattern Name: Set,,,,"set completo, afilado, buena relación calidad-precio, ideal para cocina casera. Muy funcional; recomendable si buscas economía y practicidad.","set completo, afilado, buena relación calidad-precio, ideal para cocina casera. Muy funcional; recomendable si buscas economía y practicidad.",1,141,0,0,0.008547008547008548,d8f2f2bd8f0ac0da3ae88c22db567b3c,2026-01-16 02:49:26,2026-01-16 02:49:26,0,0,Farberware,farberware,Amazon Resale,amazon resale,33.99,48.99,,4.2,14226,8742.0,kitchen & dining,True,True,10,10,,,1000.0
RYI7VFR4LOQC1,B007RWD11Y,Yadiza de la cruz,5,"December 3, 2025",2025-12-03,True,0,Color: Black 2Pattern Name: Set,Black 2Pattern Name: Set,,,,"I loved them, I would definitely buy it again","I loved them, I would definitely buy it again",1,45,0,0,0.05555555555555555,b185fdd8e67f92654bceacb7b6b8e256,2026-01-16 02:49:26,2026-01-16 02:49:26,0,0,Farberware,farberware,Amazon Resale,amazon resale,33.99,48.99,,4.2,14226,8742.0,kitchen & dining,True,True,10,10,,,1000.0
R3N6C83RB1J5DU,B007RWD11Y,Amazon Customer,5,"November 28, 2025",2025-11-28,True,0,Color: BlackPattern Name: Set,BlackPattern Name: Set,,,,Love these nice addition to my kitchen !!!,Love these nice addition to my kitchen !!!,1,42,3,0,0.03125,d287757b79786a1e782808b14338a3b2,2026-01-16 02:49:26,2026-01-16 02:49:26,0,0,Farberware,farberware,Amazon Resale,amazon resale,33.99,48.99,,4.2,14226,8742.0,kitchen & dining,True,True,10,10,,,1000.0
R29GW3M6K2DOD4,B007RWD11Y,Paige,2,"November 26, 2025",2025-11-26,True,0,Color: BlackPattern Name: Set,BlackPattern Name: Set,,,,"had the set since june/july. barely used but already rusting.made me actually think about the knives i need instead of the “started pack.”still, very cute and sharp and love the storage aspect.","had the set since june/july. barely used but already rusting.made me actually think about the knives i need instead of the “started pack.”still, very cute and sharp and love the storage aspect.",1,193,0,0,0.0,3af97780dcc8e434a4a0d85e836426d7,2026-01-16 02:49:26,2026-01-16 02:49:26,0,0,Farberware,farberware,Amazon Resale,amazon resale,33.99,48.99,,4.2,14226,8742.0,kitchen & dining,True,True,10,10,,,1000.0
R2REN6VGGMYUK1,B007RWD11Y,bostons,4,"November 25, 2025",2025-11-25,True,0,Color: BlackPattern Name: Set,BlackPattern Name: Set,,,,"I like the heft to the knives, they are better quality than expected and will be a great first time set for a young person getting started.  The block itself is not the highest quality, but again, will do great for a starter","I like the heft to the knives, they are better quality than expected and will be a great first time set for a young person getting started. The block itself is not the highest quality, but again, will do great for a starter",1,223,0,0,0.011299435028248588,618293c95a80f67edbe781833df84813,2026-01-16 02:49:26,2026-01-16 02:49:26,0,0,Farberware,farberware,Amazon Resale,amazon resale,33.99,48.99,,4.2,14226,8742.0,kitchen & dining,True,True,10,10,,,1000.0
R315DX02RWDOP3,B007RWD11Y,Osmari Cedeno,1,"November 24, 2025",2025-11-24,True,0,Color: BlackPattern Name: Set,BlackPattern Name: Set,,,,"Son malísimos, me llegaron el jueves y ayer me di cuenta que ya uno está oxidada de verdad que son malísimo","Son malísimos, me llegaron el jueves y ayer me di cuenta que ya uno está oxidada de verdad que son malísimo",1,107,0,0,0.011627906976744186,4eb3427316fb5b2fcd6cc6e451cd1dfd,2026-01-16 02:49:26,2026-01-16 02:49:26,0,0,Farberware,farberware,Amazon Resale,amazon resale,33.99,48.99,,4.2,14226,8742.0,kitchen & dining,True,True,10,10,,,1000.0
R19E37FMT2C5P2,B007RWD11Y,ms lou,5,"November 24, 2025",2025-11-24,True,1,Color: BlackPattern Name: Set,BlackPattern Name: Set,,,,"The video showcases the product in use.The video guides you through product setup.The video compares multiple products.The video shows the product being unpacked.Video Player is loading.Click to play videoPlayMuteCurrent Time0:00/Duration0:20Loaded:30.03%0:00Stream TypeLIVESeek to live, currently behind liveLIVERemaining Time-0:201xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedEnglishAudio Trackdefault, selectedFullscreenThis is a modal window.Ordered from the resale department and it came with light scratches near the bottom but I will order again to save some money. All the knives were brand new and in the original box as advertised.","The video showcases the product in use.The video guides you through product setup.The video compares multiple products.The video shows the product being unpacked.Video Player is loading.Click to play videoPlayMuteCurrent Time0:00/Duration0:20Loaded:30.03%0:00Stream TypeLIVESeek to live, currently behind liveLIVERemaining Time-0:201xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedEnglishAudio Trackdefault, selectedFullscreenThis is a modal window.Ordered from the resale department and it came with light scratches near the bottom but I will order again to save some money. All the knives were brand new and in the original box as advertised.",1,694,0,0,0.07142857142857142,c7854503e3f3a235513cb6b4de7ec494,2026-01-16 02:49:26,2026-01-16 02:49:26,0,0,Farberware,farberware,Amazon Resale,amazon resale,33.99,48.99,,4.2,14226,8742.0,kitchen & dining,True,True,10,10,,,1000.0
RY7X1IMVXLLH4,B007RWD11Y,Clint Jordan,5,"December 22, 2025",2025-12-22,True,0,Color: BlackPattern Name: Set,BlackPattern Name: Set,,,,"Inexpensive and durable. If you or someone you know is a new home owner or moving into a new spot, this is a perfect starter knife set. Easy to use and the set has everythingyou need to learn and improve your kitchen skills prior to getting an expensive set. I think this also a great knife set for someone that doesnt spend much time in the kitchen but needs reliable sharp tools when necesessary.","Inexpensive and durable. If you or someone you know is a new home owner or moving into a new spot, this is a perfect starter knife set. Easy to use and the set has everythingyou need to learn and improve your kitchen skills prior to getting an expensive set. I think this also a great knife set for someone that doesnt spend much time in the kitchen but needs reliable sharp tools when necesessary.",1,398,0,0,0.0125,bfe4da1b1f6cfaf27e5b347d076d7fcb,2026-01-16 02:49:26,2026-01-16 02:49:26,0,0,Farberware,farberware,Amazon Resale,amazon resale,33.99,48.99,,4.2,14226,8742.0,kitchen & dining,True,True,10,10,,,1000.0
R1ITMCVCXA27IL,B007RWD11Y,Chad Wasilkowski,1,"November 23, 2025",2025-11-23,False,0,Color: BlackPattern Name: Set,BlackPattern Name: Set,,,,They chip very very easily when sharpening. Don't recommend.,They chip very very easily when sharpening. Don't recommend.,1,60,0,0,0.04081632653061224,0917adc781a3ea52641f27ca47b5eba6,2026-01-16 02:49:26,2026-01-16 02:49:26,0,0,Farberware,farberware,Amazon Resale,amazon resale,33.99,48.99,,4.2,14226,8742.0,kitchen & dining,True,True,10,10,,,1000.0
R3KLEVBK4BLN6Z,B007RWD11Y,Queen,5,"December 21, 2025",2025-12-21,True,0,Color: BlackPattern Name: Set,BlackPattern Name: Set,,,,Looks good in my kitchen and the knives are wonderful.,Looks good in my kitchen and the knives are wonderful.,1,54,0,0,0.022727272727272728,1689683f151c1b3b8e310fdfba343bc6,2026-01-16 02:49:26,2026-01-16 02:49:26,0,0,Farberware,farberware,Amazon Resale,amazon resale,33.99,48.99,,4.2,14226,8742.0,kitchen & dining,True,True,10,10,,,1000.0
R2TW9PVY23K9ZA,B007RWD11Y,Sarah,5,"December 3, 2025",2025-12-03,True,0,Color: BlackPattern Name: Set,BlackPattern Name: Set,,,,Great quality. Easy to use. Looks beautiful.,Great quality. Easy to use. Looks beautiful.,1,44,0,0,0.08571428571428572,23687ffe7ba0d19ad9f665fa0b8d80bc,2026-01-16 02:49:26,2026-01-16 02:49:26,0,0,Farberware,farberware,Amazon Resale,amazon resale,33.99,48.99,,4.2,14226,8742.0,kitchen & dining,True,True,10,10,,,1000.0
R171N0RA2G1E1L,B007RWD11Y,Lisette Trujillo,5,"December 24, 2025",2025-12-24,True,0,Color: BlackPattern Name: Set,BlackPattern Name: Set,,,,"Perfecto para la cocina, se ve muy bien","Perfecto para la cocina, se ve muy bien",1,39,0,0,0.03225806451612903,7e4b7837afda79529ce332eb13536a5a,2026-01-16 02:49:26,2026-01-16 02:49:26,0,0,Farberware,farberware,Amazon Resale,amazon resale,33.99,48.99,,4.2,14226,8742.0,kitchen & dining,True,True,10,10,,,1000.0
R3LM6ZWNBE1EKR,B007RWD11Y,Yumi,5,"January 5, 2026",2026-01-05,True,0,Color: BlackPattern Name: Set,BlackPattern Name: Set,,,,Es buen set,Es buen set,1,11,0,0,0.1111111111111111,011c2c07b5137b6a8995f880abb6b09b,2026-01-16 02:49:26,2026-01-16 02:49:26,0,0,Farberware,farberware,Amazon Resale,amazon resale,33.99,48.99,,4.2,14226,8742.0,kitchen & dining,True,True,10,10,,,1000.0
R35HAQDPC6SEQP,B007RWD11Y,Morgan,1,"November 21, 2025",2025-11-21,True,0,Color: BlackPattern Name: Set,BlackPattern Name: Set,,,,Very cheap and already rusting and I’ve had them not even a month.,Very cheap and already rusting and I’ve had them not even a month.,1,66,0,0,0.038461538461538464,6e3e1c2b68002d722f84dbb7f91ea5dc,2026-01-16 02:49:26,2026-01-16 02:49:26,0,0,Farberware,farberware,Amazon Resale,amazon resale,33.99,48.99,,4.2,14226,8742.0,kitchen & dining,True,True,10,10,,,1000.0
R3568XVQTWLBTA,B007RWD11Y,Thornbrugh Family,1,"November 30, 2025",2025-11-30,True,0,Color: BlackPattern Name: Set,BlackPattern Name: Set,,,,Started using this product in June 2025 and by November 2025 every single knife except one has rust on the blades. Gross.,Started using this product in June 2025 and by November 2025 every single knife except one has rust on the blades. Gross.,1,121,0,0,0.044444444444444446,704a190d23a521fb475c5773acfab297,2026-01-16 02:49:26,2026-01-16 02:49:26,0,0,Farberware,farberware,Amazon Resale,amazon resale,33.99,48.99,,4.2,14226,8742.0,kitchen & dining,True,True,10,10,,,1000.0
R2LCPA2Q0ZQFUX,B007RWD11Y,michael hill,5,"January 12, 2026",2026-01-12,True,0,Color: BlackPattern Name: Set,BlackPattern Name: Set,,,,Rusted on the first week of use,Rusted on the first week of use,1,31,0,0,0.04,d4ecd30701e76ff9918e3370d29ec637,2026-01-16 02:49:26,2026-01-16 02:49:26,0,0,Farberware,farberware,Amazon Resale,amazon resale,33.99,48.99,,4.2,14226,8742.0,kitchen & dining,True,True,10,10,,,1000.0
R19GRNS2A23XR2,B007RWD11Y,Monica,1,"January 12, 2026",2026-01-12,True,0,Color: BlackPattern Name: Set,BlackPattern Name: Set,,,,These feel really cheap and flimsy. I didn’t like that they felt like they were going to fall apart.,These feel really cheap and flimsy. I didn’t like that they felt like they were going to fall apart.,1,100,0,0,0.02531645569620253,b620556ec7e656a2695508a0ebcaba3e,2026-01-16 02:49:26,2026-01-16 02:49:26,0,0,Farberware,farberware,Amazon Resale,amazon resale,33.99,48.99,,4.2,14226,8742.0,kitchen & dining,True,True,10,10,,,1000.0
RE1CH4LSHC3A6,B007RWD11Y,Jcvilla,1,"January 10, 2026",2026-01-10,True,0,Color: BlackPattern Name: Set,BlackPattern Name: Set,,,,"Si se oxidan, muy mala calidad","Si se oxidan, muy mala calidad",1,30,0,0,0.041666666666666664,04955439026ba276ed7152571bdd1b4d,2026-01-16 02:49:26,2026-01-16 02:49:26,0,0,Farberware,farberware,Amazon Resale,amazon resale,33.99,48.99,,4.2,14226,8742.0,kitchen & dining,True,True,10,10,,,1000.0
R1BW52YT8RLFWZ,B007RWD11Y,Brittany Marshall,1,"January 8, 2026",2026-01-08,False,0,Color: BlackPattern Name: Set,BlackPattern Name: Set,,,,After unpacking the set I washed for my initial use. Then I noticed the knife handles leaking when I pick them up after drying. Needless to say I am returning them.,After unpacking the set I washed for my initial use. Then I noticed the knife handles leaking when I pick them up after drying. Needless to say I am returning them.,1,164,0,0,0.05343511450381679,74f98a3716a7af40392d9b532e5a93b8,2026-01-16 02:49:26,2026-01-16 02:49:26,0,0,Farberware,farberware,Amazon Resale,amazon resale,33.99,48.99,,4.2,14226,8742.0,kitchen & dining,True,True,10,10,,,1000.0
R1TIXBAZ30Y6IF,B007RWD11Y,Elliot Gottlieb,5,"January 8, 2026",2026-01-08,True,0,Color: BlackPattern Name: Set,BlackPattern Name: Set,,,,"Good knife set for the money, light weight but very sharp. Fast Delivery Too!","Good knife set for the money, light weight but very sharp. Fast Delivery Too!",1,77,1,0,0.06557377049180328,c870d2967f17f31179b0cf1fc8136881,2026-01-16 02:49:26,2026-01-16 02:49:26,0,0,Farberware,farberware,Amazon Resale,amazon resale,33.99,48.99,,4.2,14226,8742.0,kitchen & dining,True,True,10,10,,,1000.0
R28OOE1F8JARVT,B007RWD11Y,Richard Alejandro Perez parraga,1,"January 7, 2026",2026-01-07,True,0,Color: BlackPattern Name: Set,BlackPattern Name: Set,,,,"Realmente malos, no tenia ni una semana con ellos y se oxidaron algunos cuchillos.","Realmente malos, no tenia ni una semana con ellos y se oxidaron algunos cuchillos.",1,82,0,0,0.014925373134328358,1e550d79d025a72d906292212025b007,2026-01-16 02:49:26,2026-01-16 02:49:26,0,0,Farberware,farberware,Amazon Resale,amazon resale,33.99,48.99,,4.2,14226,8742.0,kitchen & dining,True,True,10,10,,,1000.0
R2W53CK1BWGIGP,B007RWD11Y,Ivan Konov,1,"January 6, 2026",2026-01-06,True,0,Color: BlackPattern Name: Set,BlackPattern Name: Set,,,,"These knives rust all the time, this is super unsafe! I have had them for a month and every time I wash them(HAND WASH NO DISHWASHER) they rust.","These knives rust all the time, this is super unsafe! I have had them for a month and every time I wash them(HAND WASH NO DISHWASHER) they rust.",1,144,1,0,0.20535714285714285,02b5bfeeaaec7005a11ddad6e3324bf7,2026-01-16 02:49:26,2026-01-16 02:49:26,0,0,Farberware,farberware,Amazon Resale,amazon resale,33.99,48.99,,4.2,14226,8742.0,kitchen & dining,True,True,10,10,,,1000.0
R2DB6BY2TT6CVU,B007RWD11Y,Maggie Gault,5,"January 6, 2026",2026-01-06,True,0,Color: BlackPattern Name: Set,BlackPattern Name: Set,,,,The best knife set up could ask for and cuts great,The best knife set up could ask for and cuts great,1,50,0,0,0.025,42a0554b6a6b7eaacf4e5a1e0bc235f3,2026-01-16 02:49:26,2026-01-16 02:49:26,0,0,Farberware,farberware,Amazon Resale,amazon resale,33.99,48.99,,4.2,14226,8742.0,kitchen & dining,True,True,10,10,,,1000.0
R2QGA54OKANM8J,B007RWD11Y,MelB,3,"January 4, 2026",2026-01-04,True,0,Color: GraphitePattern Name: Set,GraphitePattern Name: Set,,,,"These knives are lightweight and look nice. They cut pretty well and it’s a complete set.The issue is when you wash them, water stays inside the handle. You have to shake the water out until no water comes out. Unfortunately, I do not think they are going to last. I called Farberware but they haven’t returned my call as of yet!","These knives are lightweight and look nice. They cut pretty well and it’s a complete set.The issue is when you wash them, water stays inside the handle. You have to shake the water out until no water comes out. Unfortunately, I do not think they are going to last. I called Farberware but they haven’t returned my call as of yet!",1,329,1,0,0.03088803088803089,c5b5f92afafb83e4507f6b97bf5b14d4,2026-01-16 02:49:26,2026-01-16 02:49:26,0,0,Farberware,farberware,Amazon Resale,amazon resale,33.99,48.99,,4.2,14226,8742.0,kitchen & dining,True,True,10,10,,,1000.0
R1QKKHNQN63FYG,B007RWD11Y,Phil Erway,4,"December 25, 2025",2025-12-25,True,0,Color: BlackPattern Name: Set,BlackPattern Name: Set,,,,Product  great for price.,Product great for price.,1,24,0,0,0.05,f50d88c77175145edff404823c0c6254,2026-01-16 02:49:26,2026-01-16 02:49:26,0,0,Farberware,farberware,Amazon Resale,amazon resale,33.99,48.99,,4.2,14226,8742.0,kitchen & dining,True,True,10,10,,,1000.0
R8QWEJ7EZ7TJL,B007RWD11Y,Alex,5,"January 4, 2026",2026-01-04,True,0,Color: BlackPattern Name: Set,BlackPattern Name: Set,,,,Great buy for the price,Great buy for the price,1,23,0,0,0.05263157894736842,6960f06d4fe803ec3a4098a951294f71,2026-01-16 02:49:26,2026-01-16 02:49:26,0,0,Farberware,farberware,Amazon Resale,amazon resale,33.99,48.99,,4.2,14226,8742.0,kitchen & dining,True,True,10,10,,,1000.0
R2UF1F4BPMGYAD,B007RWD11Y,DB,5,"January 3, 2026",2026-01-03,True,0,Color: BlackPattern Name: Set,BlackPattern Name: Set,,,,So far so good,So far so good,1,14,0,0,0.09090909090909091,411899054324efae17322b34b98093ce,2026-01-16 02:49:26,2026-01-16 02:49:26,0,0,Farberware,farberware,Amazon Resale,amazon resale,33.99,48.99,,4.2,14226,8742.0,kitchen & dining,True,True,10,10,,,1000.0
R1D9OIY9YP2YB0,B007RWD11Y,Amazon Customer,4,"January 2, 2026",2026-01-02,True,0,Color: BlackPattern Name: Set,BlackPattern Name: Set,,,,"Looking good, however, lightweight and retains water inside the handle after washing","Looking good, however, lightweight and retains water inside the handle after washing",1,84,0,0,0.014084507042253521,481b82ee42e28204dd55bb58276afd7f,2026-01-16 02:49:26,2026-01-16 02:49:26,0,0,Farberware,farberware,Amazon Resale,amazon resale,33.99,48.99,,4.2,14226,8742.0,kitchen & dining,True,True,10,10,,,1000.0
R26574Y5ATRWKO,B007RWD11Y,Amazon Customer,5,"January 1, 2026",2026-01-01,True,0,Color: BlackPattern Name: Set,BlackPattern Name: Set,,,,Beautiful! Gave them as a gift to my GODDAUGHTER.,Beautiful! Gave them as a gift to my GODDAUGHTER.,1,49,1,0,0.3333333333333333,ac54b6c4807f2ed7eea3e37258271d5a,2026-01-16 02:49:26,2026-01-16 02:49:26,0,0,Farberware,farberware,Amazon Resale,amazon resale,33.99,48.99,,4.2,14226,8742.0,kitchen & dining,True,True,10,10,,,1000.0
R37K1XRU07PFH4,B007RWD11Y,5StaffordKids,5,"December 31, 2025",2025-12-31,True,0,Color: GraphitePattern Name: Set,GraphitePattern Name: Set,,,,Looks great. The knives are sharp. I love them. Would buy again,Looks great. The knives are sharp. I love them. Would buy again,1,63,0,0,0.08163265306122448,2ef0375964a06bfa0bac74001cdd372b,2026-01-16 02:49:26,2026-01-16 02:49:26,0,0,Farberware,farberware,Amazon Resale,amazon resale,33.99,48.99,,4.2,14226,8742.0,kitchen & dining,True,True,10,10,,,1000.0
R1JXYEPFPXF9J0,B007RWD11Y,Krista,1,"December 28, 2025",2025-12-28,True,0,Color: BlackPattern Name: Set,BlackPattern Name: Set,,,,I opened the knife set and noticed I am missing 2 of the steak knives.,I opened the knife set and noticed I am missing 2 of the steak knives.,1,70,0,0,0.037037037037037035,d27f7b7ddeb71c5a1dcce16cb1ad1a3d,2026-01-16 02:49:26,2026-01-16 02:49:26,0,0,Farberware,farberware,Amazon Resale,amazon resale,33.99,48.99,,4.2,14226,8742.0,kitchen & dining,True,True,10,10,,,1000.0
R1NPFIF2S94WRM,B007RWD11Y,Decipha,5,"December 27, 2025",2025-12-27,True,0,Color: BlackPattern Name: Set,BlackPattern Name: Set,,,,Bought for my wife for Christmas.,Bought for my wife for Christmas.,1,33,0,0,0.07407407407407407,a96637c600c0bbda7bd57c596eea966e,2026-01-16 02:49:26,2026-01-16 02:49:26,0,0,Farberware,farberware,Amazon Resale,amazon resale,33.99,48.99,,4.2,14226,8742.0,kitchen & dining,True,True,10,10,,,1000.0
R3CMJQCEEICYPG,B007RWD11Y,MIKE DEE,5,"December 27, 2025",2025-12-27,True,0,Color: BlackPattern Name: Set,BlackPattern Name: Set,,,,I couldn't believe the price that I bought it for I bought two of them and they're excellent,I couldn't believe the price that I bought it for I bought two of them and they're excellent,1,92,0,0,0.0410958904109589,afe1e77c1d042ed634f42b03303f7489,2026-01-16 02:49:26,2026-01-16 02:49:26,0,0,Farberware,farberware,Amazon Resale,amazon resale,33.99,48.99,,4.2,14226,8742.0,kitchen & dining,True,True,10,10,,,1000.0
R23UZ7RBH2CB3Y,B007RWD11Y,AGD,5,"December 26, 2025",2025-12-26,True,0,Color: Black 2Pattern Name: Set,Black 2Pattern Name: Set,,,,Excelente,Excelente,1,9,0,0,0.1111111111111111,c3502d7281554dd9ff6b7c89d4c56015,2026-01-16 02:49:26,2026-01-16 02:49:26,0,0,Farberware,farberware,Amazon Resale,amazon resale,33.99,48.99,,4.2,14226,8742.0,kitchen & dining,True,True,10,10,,,1000.0
R319GLJTCOIBZX,B007RWD11Y,Heller,5,"December 2, 2025",2025-12-02,True,0,Color: BlackPattern Name: Set,BlackPattern Name: Set,,,,Great price for the quality,Great price for the quality,1,27,0,0,0.043478260869565216,5233b622cc3f9e90b96283086f2d89e3,2026-01-16 02:49:26,2026-01-16 02:49:26,0,0,Farberware,farberware,Amazon Resale,amazon resale,33.99,48.99,,4.2,14226,8742.0,kitchen & dining,True,True,10,10,,,1000.0
R28Y5HONJ1RC2M,B007RWD11Y,Trisha,2,"November 21, 2025",2025-11-21,True,0,Color: BlackPattern Name: Set,BlackPattern Name: Set,,,,Bought to replace my old farberware knife set that I have had for years.  I was disappointed in the size of 3 of the knives .They are smaller sizes of what my original set had and very dull. . See picture knife on the right is the steak knife.  I was able to package it back up and ship back for free with ups,Bought to replace my old farberware knife set that I have had for years. I was disappointed in the size of 3 of the knives .They are smaller sizes of what my original set had and very dull. . See picture knife on the right is the steak knife. I was able to package it back up and ship back for free with ups,1,307,0,0,0.025210084033613446,b30dc282689e8b12eee676efa5010c7d,2026-01-16 02:49:26,2026-01-16 02:49:26,0,0,Farberware,farberware,Amazon Resale,amazon resale,33.99,48.99,,4.2,14226,8742.0,kitchen & dining,True,True,10,10,,,1000.0
R1CLDTH28YBOSM,B007RWD11Y,Billy joe Whitfield sr,5,"December 25, 2025",2025-12-25,True,0,Color: BlackPattern Name: Set,BlackPattern Name: Set,,,,Ok,Ok,1,2,0,0,0.5,a60852f204ed8028c1c58808b746d115,2026-01-16 02:49:26,2026-01-16 02:49:26,0,0,Farberware,farberware,Amazon Resale,amazon resale,33.99,48.99,,4.2,14226,8742.0,kitchen & dining,True,True,10,10,,,1000.0
R2THVWRH34H8OH,B007RWD11Y,DGS,3,"November 19, 2025",2025-11-19,True,1,Color: BlackPattern Name: Set,BlackPattern Name: Set,,,,Its a good set of knife for when you first move in,Its a good set of knife for when you first move in,1,50,0,0,0.02564102564102564,96490d10b732fb083311e329128c5300,2026-01-16 02:49:26,2026-01-16 02:49:26,0,0,Farberware,farberware,Amazon Resale,amazon resale,33.99,48.99,,4.2,14226,8742.0,kitchen & dining,True,True,10,10,,,1000.0
R2DC5EAPXR47K4,B007RWD11Y,OH,2,"July 29, 2025",2025-07-29,True,0,Color: BlackPattern Name: Set,BlackPattern Name: Set,,,,"Knives have an issue with water and soap retention in the handles. Even after waiting for hours, they don't dry out fully and leak a little bit of water / soap during use. Did not receive in the best condition as knives were dirty.","Knives have an issue with water and soap retention in the handles. Even after waiting for hours, they don't dry out fully and leak a little bit of water / soap during use. Did not receive in the best condition as knives were dirty.",1,231,0,0,0.016483516483516484,cc90f69fe89f860a02674e051f059056,2026-01-16 02:49:26,2026-01-16 02:49:26,0,0,Farberware,farberware,Amazon Resale,amazon resale,33.99,48.99,,4.2,14226,8742.0,kitchen & dining,True,True,10,10,,,1000.0
R1L861KUJFYUL6,B007RWD11Y,Chavely vazquez chavez,3,"August 30, 2025",2025-08-30,True,0,Color: BlackPattern Name: Set,BlackPattern Name: Set,,,,No son malos pero no tienen mucho filo,No son malos pero no tienen mucho filo,1,38,0,0,0.03225806451612903,5c9564fc342c9b7c3e02618e7ca7f72e,2026-01-16 02:49:26,2026-01-16 02:49:26,0,0,Farberware,farberware,Amazon Resale,amazon resale,33.99,48.99,,4.2,14226,8742.0,kitchen & dining,True,True,10,10,,,1000.0
RC1I419FT4GHP,B007RWD11Y,Mariana Alonso,1,"August 28, 2025",2025-08-28,True,0,Color: BlackPattern Name: Set,BlackPattern Name: Set,,,,The product came damaged and cracked,The product came damaged and cracked,1,36,0,0,0.03225806451612903,c4dfb51f2675a84d5f0dafada26d120e,2026-01-16 02:49:26,2026-01-16 02:49:26,0,0,Farberware,farberware,Amazon Resale,amazon resale,33.99,48.99,,4.2,14226,8742.0,kitchen & dining,True,True,10,10,,,1000.0
R12LQVE8WCRZY9,B007RWD11Y,Akhil Vemuri,1,"August 26, 2025",2025-08-26,True,0,Color: BlackPattern Name: Set,BlackPattern Name: Set,,,,I got used one.,I got used one.,1,15,0,0,0.09090909090909091,5730a80c1b4ea2eb40de6ac63ffbcfb0,2026-01-16 02:49:26,2026-01-16 02:49:26,0,0,Farberware,farberware,Amazon Resale,amazon resale,33.99,48.99,,4.2,14226,8742.0,kitchen & dining,True,True,10,10,,,1000.0
RXRXWTU1F6JA7,B007RWD11Y,Bottle’s  too small the picture showed big bottles for that price not worth it,5,"August 17, 2025",2025-08-17,True,0,Color: Black 2Pattern Name: Set,Black 2Pattern Name: Set,,,,Very sharp and smooth cutting,Very sharp and smooth cutting,1,29,0,0,0.04,193e14e2f6092c262e116c8ceb9cca40,2026-01-16 02:49:26,2026-01-16 02:49:26,0,0,Farberware,farberware,Amazon Resale,amazon resale,33.99,48.99,,4.2,14226,8742.0,kitchen & dining,True,True,10,10,,,1000.0
R3AWAHO1VPXDMT,B007RWD11Y,Kes Sass,5,"August 16, 2025",2025-08-16,True,1,Color: BlackPattern Name: Set,BlackPattern Name: Set,,,,"I bought these for my In-laws and ended up buying myself a set after cooking at their house. They are sharp and sturdy, I’ve cut myself a few times! Hold up well over time","I bought these for my In-laws and ended up buying myself a set after cooking at their house. They are sharp and sturdy, I’ve cut myself a few times! Hold up well over time",1,171,1,0,0.03759398496240601,e1871cbe868973d88d9a28e68ab22898,2026-01-16 02:49:26,2026-01-16 02:49:26,0,0,Farberware,farberware,Amazon Resale,amazon resale,33.99,48.99,,4.2,14226,8742.0,kitchen & dining,True,True,10,10,,,1000.0
R1ORBPIF4Q9EFK,B007RWD11Y,Nadine Smith,1,"August 7, 2025",2025-08-07,True,0,Color: BlackPattern Name: Set,BlackPattern Name: Set,,,,Not even a week goes by an rusting an u get that material smell,Not even a week goes by an rusting an u get that material smell,1,63,0,0,0.02,062e758eba21329989dfa18486c4f11f,2026-01-16 02:49:26,2026-01-16 02:49:26,0,0,Farberware,farberware,Amazon Resale,amazon resale,33.99,48.99,,4.2,14226,8742.0,kitchen & dining,True,True,10,10,,,1000.0
