asin,month,month_str,reviews_month_n,sales_month_sim,bought_count_cum_sim,demand_score,price_num,product_rating,product_rating_count,bsr_rank,discount_rate,brand_norm
B0DFYRDYD8,2023-08-01,2023-08,93,2248,7000,0.2238,29.99,4.6,316,28545,0.0,bulofe
B0DFYRDYD8,2023-09-01,2023-09,174,2896,11821,0.2238,29.99,4.6,316,28545,0.0,bulofe
B0DFYRDYD8,2023-10-01,2023-10,111,4107,19060,0.2238,29.99,4.6,316,28545,0.0,bulofe
B0DFYRDYD8,2023-11-01,2023-11,111,2518,16436,0.2238,29.99,4.6,316,28545,0.0,bulofe
B0DFYRDYD8,2023-12-01,2023-12,177,4209,28554,0.2238,29.99,4.6,316,28545,0.0,bulofe
B0DFYRDYD8,2024-01-01,2024-01,188,2863,20818,0.2238,29.99,4.6,316,28545,0.0,bulofe
B0DFYRDYD8,2024-02-01,2024-02,204,2790,24107,0.2238,29.99,4.6,316,28545,0.0,bulofe
B0DFYRDYD8,2024-03-01,2024-03,130,2710,26209,0.2238,29.99,4.6,316,28545,0.0,bulofe
B0DFYRDYD8,2024-04-01,2024-04,272,4121,41638,0.2238,29.99,4.6,316,28545,0.0,bulofe
B0DFYRDYD8,2024-05-01,2024-05,191,3196,39272,0.2238,29.99,4.6,316,28545,0.0,bulofe
B0DFYRDYD8,2024-06-01,2024-06,261,3570,44987,0.2238,29.99,4.6,316,28545,0.0,bulofe
B0DFYRDYD8,2024-07-01,2024-07,288,4397,63147,0.2238,29.99,4.6,316,28545,0.0,bulofe
B0DFYRDYD8,2024-08-01,2024-08,77,2679,36220,0.2238,29.99,4.6,316,28545,0.0,bulofe
B0DFYRDYD8,2024-09-01,2024-09,213,3520,61749,0.2238,29.99,4.6,316,28545,0.0,bulofe
B0DFYRDYD8,2024-10-01,2024-10,314,6068,96358,0.2238,29.99,4.6,316,28545,0.0,bulofe
B0DFYRDYD8,2024-11-01,2024-11,195,7570,140602,0.2238,29.99,4.6,316,28545,0.0,bulofe
B0DFYRDYD8,2024-12-01,2024-12,186,4953,98168,0.2238,29.99,4.6,316,28545,0.0,bulofe
B0DFYRDYD8,2025-01-01,2025-01,204,2874,53704,0.2238,29.99,4.6,316,28545,0.0,bulofe
B0DFYRDYD8,2025-02-01,2025-02,269,3786,73331,0.2238,29.99,4.6,316,28545,0.0,bulofe
B0DFYRDYD8,2025-03-01,2025-03,247,3811,78016,0.2238,29.99,4.6,316,28545,0.0,bulofe
B0DFYRDYD8,2025-04-01,2025-04,347,4697,102560,0.2238,29.99,4.6,316,28545,0.0,bulofe
B0DFYRDYD8,2025-05-01,2025-05,194,2979,66751,0.2238,29.99,4.6,316,28545,0.0,bulofe
B0DFYRDYD8,2025-06-01,2025-06,89,3517,90984,0.2238,29.99,4.6,316,28545,0.0,bulofe
B0DFYRDYD8,2025-07-01,2025-07,131,3332,85260,0.2238,29.99,4.6,316,28545,0.0,bulofe
B0DFYRDYD8,2025-08-01,2025-08,79,2980,81068,0.2238,29.99,4.6,316,28545,0.0,bulofe
B0DFYRDYD8,2025-09-01,2025-09,119,4023,102446,0.2238,29.99,4.6,316,28545,0.0,bulofe
B0DFYRDYD8,2025-10-01,2025-10,219,6094,189494,0.2238,29.99,4.6,316,28545,0.0,bulofe
B0DFYRDYD8,2025-11-01,2025-11,261,5221,146310,0.2238,29.99,4.6,316,28545,0.0,bulofe
B0DFYRDYD8,2025-12-01,2025-12,408,6067,182816,0.2238,29.99,4.6,316,28545,0.0,bulofe
B0DNW1X8Z4,2023-01-01,2023-01,0,0,0,0.1643,52.99,4.3,44,68238,0.65,yusotan
B0DNW1X8Z4,2023-02-01,2023-02,0,0,0,0.1643,52.99,4.3,44,68238,0.65,yusotan
B0DNW1X8Z4,2023-03-01,2023-03,0,0,0,0.1643,52.99,4.3,44,68238,0.65,yusotan
B0DNW1X8Z4,2023-04-01,2023-04,0,0,0,0.1643,52.99,4.3,44,68238,0.65,yusotan
B0DNW1X8Z4,2023-05-01,2023-05,0,0,0,0.1643,52.99,4.3,44,68238,0.65,yusotan
B0DNW1X8Z4,2023-06-01,2023-06,0,0,0,0.1643,52.99,4.3,44,68238,0.65,yusotan
B0DNW1X8Z4,2023-07-01,2023-07,0,0,0,0.1643,52.99,4.3,44,68238,0.65,yusotan
B0DNW1X8Z4,2023-08-01,2023-08,0,0,0,0.1643,52.99,4.3,44,68238,0.65,yusotan
B0DNW1X8Z4,2023-09-01,2023-09,0,0,0,0.1643,52.99,4.3,44,68238,0.65,yusotan
B0DNW1X8Z4,2023-10-01,2023-10,0,0,0,0.1643,52.99,4.3,44,68238,0.65,yusotan
B0DNW1X8Z4,2023-11-01,2023-11,0,0,0,0.1643,52.99,4.3,44,68238,0.65,yusotan
B0DNW1X8Z4,2023-12-01,2023-12,0,0,0,0.1643,52.99,4.3,44,68238,0.65,yusotan
B0DNW1X8Z4,2024-01-01,2024-01,0,0,0,0.1643,52.99,4.3,44,68238,0.65,yusotan
B0DNW1X8Z4,2024-02-01,2024-02,0,0,0,0.1643,52.99,4.3,44,68238,0.65,yusotan
B0DNW1X8Z4,2024-03-01,2024-03,0,0,0,0.1643,52.99,4.3,44,68238,0.65,yusotan
B0DNW1X8Z4,2024-04-01,2024-04,0,0,0,0.1643,52.99,4.3,44,68238,0.65,yusotan
B0DNW1X8Z4,2024-05-01,2024-05,0,0,0,0.1643,52.99,4.3,44,68238,0.65,yusotan
B0DNW1X8Z4,2024-06-01,2024-06,0,0,0,0.1643,52.99,4.3,44,68238,0.65,yusotan
B0DNW1X8Z4,2024-07-01,2024-07,0,0,0,0.1643,52.99,4.3,44,68238,0.65,yusotan
B0DNW1X8Z4,2024-08-01,2024-08,20,733,787,0.1643,52.99,4.3,44,68238,0.65,yusotan
B0DNW1X8Z4,2024-09-01,2024-09,55,1059,1164,0.1643,52.99,4.3,44,68238,0.65,yusotan
B0DNW1X8Z4,2024-10-01,2024-10,73,1853,3589,0.1643,52.99,4.3,44,68238,0.65,yusotan
B0DNW1X8Z4,2024-11-01,2024-11,64,2021,6373,0.1643,52.99,4.3,44,68238,0.65,yusotan
B0DNW1X8Z4,2024-12-01,2024-12,220,3475,13146,0.1643,52.99,4.3,44,68238,0.65,yusotan
B0DNW1X8Z4,2025-01-01,2025-01,100,2794,14318,0.1643,52.99,4.3,44,68238,0.65,yusotan
B0DNW1X8Z4,2025-02-01,2025-02,85,2376,14840,0.1643,52.99,4.3,44,68238,0.65,yusotan
B0DNW1X8Z4,2025-03-01,2025-03,97,2511,18424,0.1643,52.99,4.3,44,68238,0.65,yusotan
B0DNW1X8Z4,2025-04-01,2025-04,131,2414,18180,0.1643,52.99,4.3,44,68238,0.65,yusotan
B0DNW1X8Z4,2025-05-01,2025-05,142,2454,23626,0.1643,52.99,4.3,44,68238,0.65,yusotan
B0DNW1X8Z4,2025-06-01,2025-06,47,1841,18119,0.1643,52.99,4.3,44,68238,0.65,yusotan
B0DNW1X8Z4,2025-07-01,2025-07,87,2361,24497,0.1643,52.99,4.3,44,68238,0.65,yusotan
B0DNW1X8Z4,2025-08-01,2025-08,133,2872,34757,0.1643,52.99,4.3,44,68238,0.65,yusotan
B0DNW1X8Z4,2025-09-01,2025-09,155,3728,51985,0.1643,52.99,4.3,44,68238,0.65,yusotan
B0DNW1X8Z4,2025-10-01,2025-10,246,3556,54434,0.1643,52.99,4.3,44,68238,0.65,yusotan
B0DNW1X8Z4,2025-11-01,2025-11,262,4084,64301,0.1643,52.99,4.3,44,68238,0.65,yusotan
B0DNW1X8Z4,2025-12-01,2025-12,313,5561,80178,0.1643,52.99,4.3,44,68238,0.65,yusotan
B07ZY4S51Z,2023-01-01,2023-01,0,0,0,0.4614,30.39,4.8,10345,1552,0.31,aomiesen
B07ZY4S51Z,2023-02-01,2023-02,0,0,0,0.4614,30.39,4.8,10345,1552,0.31,aomiesen
B07ZY4S51Z,2023-03-01,2023-03,97,1454,1338,0.4614,30.39,4.8,10345,1552,0.31,aomiesen
B07ZY4S51Z,2023-04-01,2023-04,90,1657,1618,0.4614,30.39,4.8,10345,1552,0.31,aomiesen
B07ZY4S51Z,2023-05-01,2023-05,103,1613,3121,0.4614,30.39,4.8,10345,1552,0.31,aomiesen
B07ZY4S51Z,2023-06-01,2023-06,232,3716,10286,0.4614,30.39,4.8,10345,1552,0.31,aomiesen
B07ZY4S51Z,2023-07-01,2023-07,379,7085,30506,0.4614,30.39,4.8,10345,1552,0.31,aomiesen
B07ZY4S51Z,2023-08-01,2023-08,175,4313,22062,0.4614,30.39,4.8,10345,1552,0.31,aomiesen
B07ZY4S51Z,2023-09-01,2023-09,385,6183,39297,0.4614,30.39,4.8,10345,1552,0.31,aomiesen
B07ZY4S51Z,2023-10-01,2023-10,328,9289,63352,0.4614,30.39,4.8,10345,1552,0.31,aomiesen
B07ZY4S51Z,2023-11-01,2023-11,626,9786,76882,0.4614,30.39,4.8,10345,1552,0.31,aomiesen
B07ZY4S51Z,2023-12-01,2023-12,595,9137,79233,0.4614,30.39,4.8,10345,1552,0.31,aomiesen
B07ZY4S51Z,2024-01-01,2024-01,371,5625,55557,0.4614,30.39,4.8,10345,1552,0.31,aomiesen
B07ZY4S51Z,2024-02-01,2024-02,262,5394,60643,0.4614,30.39,4.8,10345,1552,0.31,aomiesen
B07ZY4S51Z,2024-03-01,2024-03,293,8470,101497,0.4614,30.39,4.8,10345,1552,0.31,aomiesen
B07ZY4S51Z,2024-04-01,2024-04,247,8238,114331,0.4614,30.39,4.8,10345,1552,0.31,aomiesen
B07ZY4S51Z,2024-05-01,2024-05,513,8258,124864,0.4614,30.39,4.8,10345,1552,0.31,aomiesen
B07ZY4S51Z,2024-06-01,2024-06,562,8117,121016,0.4614,30.39,4.8,10345,1552,0.31,aomiesen
B07ZY4S51Z,2024-07-01,2024-07,309,5378,81569,0.4614,30.39,4.8,10345,1552,0.31,aomiesen
B07ZY4S51Z,2024-08-01,2024-08,263,8187,151571,0.4614,30.39,4.8,10345,1552,0.31,aomiesen
B07ZY4S51Z,2024-09-01,2024-09,567,7905,148978,0.4614,30.39,4.8,10345,1552,0.31,aomiesen
B07ZY4S51Z,2024-10-01,2024-10,510,6857,133934,0.4614,30.39,4.8,10345,1552,0.31,aomiesen
B07ZY4S51Z,2024-11-01,2024-11,511,10953,229812,0.4614,30.39,4.8,10345,1552,0.31,aomiesen
B07ZY4S51Z,2024-12-01,2024-12,585,10693,205510,0.4614,30.39,4.8,10345,1552,0.31,aomiesen
B07ZY4S51Z,2025-01-01,2025-01,529,8295,166709,0.4614,30.39,4.8,10345,1552,0.31,aomiesen
B07ZY4S51Z,2025-02-01,2025-02,524,8481,181530,0.4614,30.39,4.8,10345,1552,0.31,aomiesen
B07ZY4S51Z,2025-03-01,2025-03,454,6198,138263,0.4614,30.39,4.8,10345,1552,0.31,aomiesen
B07ZY4S51Z,2025-04-01,2025-04,309,10052,247312,0.4614,30.39,4.8,10345,1552,0.31,aomiesen
B07ZY4S51Z,2025-05-01,2025-05,409,7583,183648,0.4614,30.39,4.8,10345,1552,0.31,aomiesen
B07ZY4S51Z,2025-06-01,2025-06,425,7143,206535,0.4614,30.39,4.8,10345,1552,0.31,aomiesen
B07ZY4S51Z,2025-07-01,2025-07,563,8101,230370,0.4614,30.39,4.8,10345,1552,0.31,aomiesen
B07ZY4S51Z,2025-08-01,2025-08,350,5096,143890,0.4614,30.39,4.8,10345,1552,0.31,aomiesen
B07ZY4S51Z,2025-09-01,2025-09,546,7389,202589,0.4614,30.39,4.8,10345,1552,0.31,aomiesen
B07ZY4S51Z,2025-10-01,2025-10,589,11640,367409,0.4614,30.39,4.8,10345,1552,0.31,aomiesen
B07ZY4S51Z,2025-11-01,2025-11,743,11176,330203,0.4614,30.39,4.8,10345,1552,0.31,aomiesen
B07ZY4S51Z,2025-12-01,2025-12,532,11495,397787,0.4614,30.39,4.8,10345,1552,0.31,aomiesen
B0DSK8P872,2023-01-01,2023-01,0,0,0,0.0983,36.99,4.5,1998,73695,0.2,paudin
B0DSK8P872,2023-02-01,2023-02,0,0,0,0.0983,36.99,4.5,1998,73695,0.2,paudin
B0DSK8P872,2023-03-01,2023-03,0,0,0,0.0983,36.99,4.5,1998,73695,0.2,paudin
B0DSK8P872,2023-04-01,2023-04,0,0,0,0.0983,36.99,4.5,1998,73695,0.2,paudin
B0DSK8P872,2023-05-01,2023-05,0,0,0,0.0983,36.99,4.5,1998,73695,0.2,paudin
B0DSK8P872,2023-06-01,2023-06,0,0,0,0.0983,36.99,4.5,1998,73695,0.2,paudin
B0DSK8P872,2023-07-01,2023-07,39,597,593,0.0983,36.99,4.5,1998,73695,0.2,paudin
B0DSK8P872,2023-08-01,2023-08,21,384,416,0.0983,36.99,4.5,1998,73695,0.2,paudin
B0DSK8P872,2023-09-01,2023-09,40,555,1065,0.0983,36.99,4.5,1998,73695,0.2,paudin
B0DSK8P872,2023-10-01,2023-10,44,1171,3797,0.0983,36.99,4.5,1998,73695,0.2,paudin
B0DSK8P872,2023-11-01,2023-11,69,2430,8852,0.0983,36.99,4.5,1998,73695,0.2,paudin
B0DSK8P872,2023-12-01,2023-12,113,2283,10464,0.0983,36.99,4.5,1998,73695,0.2,paudin
B0DSK8P872,2024-01-01,2024-01,39,1339,8353,0.0983,36.99,4.5,1998,73695,0.2,paudin
B0DSK8P872,2024-02-01,2024-02,42,1105,7256,0.0983,36.99,4.5,1998,73695,0.2,paudin
B0DSK8P872,2024-03-01,2024-03,46,1488,11467,0.0983,36.99,4.5,1998,73695,0.2,paudin
B0DSK8P872,2024-04-01,2024-04,56,1564,13052,0.0983,36.99,4.5,1998,73695,0.2,paudin
B0DSK8P872,2024-05-01,2024-05,37,1222,11810,0.0983,36.99,4.5,1998,73695,0.2,paudin
B0DSK8P872,2024-06-01,2024-06,86,1187,12483,0.0983,36.99,4.5,1998,73695,0.2,paudin
B0DSK8P872,2024-07-01,2024-07,87,2243,28188,0.0983,36.99,4.5,1998,73695,0.2,paudin
B0DSK8P872,2024-08-01,2024-08,65,1383,18705,0.0983,36.99,4.5,1998,73695,0.2,paudin
B0DSK8P872,2024-09-01,2024-09,137,1970,30089,0.0983,36.99,4.5,1998,73695,0.2,paudin
B0DSK8P872,2024-10-01,2024-10,148,2530,39653,0.0983,36.99,4.5,1998,73695,0.2,paudin
B0DSK8P872,2024-11-01,2024-11,147,2638,43852,0.0983,36.99,4.5,1998,73695,0.2,paudin
B0DSK8P872,2024-12-01,2024-12,141,2354,41572,0.0983,36.99,4.5,1998,73695,0.2,paudin
B0DSK8P872,2025-01-01,2025-01,63,954,18487,0.0983,36.99,4.5,1998,73695,0.2,paudin
B0DSK8P872,2025-02-01,2025-02,113,1643,29944,0.0983,36.99,4.5,1998,73695,0.2,paudin
B0DSK8P872,2025-03-01,2025-03,117,2049,39341,0.0983,36.99,4.5,1998,73695,0.2,paudin
B0DSK8P872,2025-04-01,2025-04,127,1836,40416,0.0983,36.99,4.5,1998,73695,0.2,paudin
B0DSK8P872,2025-05-01,2025-05,87,1685,35058,0.0983,36.99,4.5,1998,73695,0.2,paudin
B0DSK8P872,2025-06-01,2025-06,86,2220,55267,0.0983,36.99,4.5,1998,73695,0.2,paudin
B0DSK8P872,2025-07-01,2025-07,127,1853,44781,0.0983,36.99,4.5,1998,73695,0.2,paudin
B0DSK8P872,2025-08-01,2025-08,76,1468,35232,0.0983,36.99,4.5,1998,73695,0.2,paudin
B0DSK8P872,2025-09-01,2025-09,121,1730,47463,0.0983,36.99,4.5,1998,73695,0.2,paudin
B0DSK8P872,2025-10-01,2025-10,73,2713,70501,0.0983,36.99,4.5,1998,73695,0.2,paudin
B0DSK8P872,2025-11-01,2025-11,79,1767,54060,0.0983,36.99,4.5,1998,73695,0.2,paudin
B0DSK8P872,2025-12-01,2025-12,180,2493,79280,0.0983,36.99,4.5,1998,73695,0.2,paudin
B0CBS9FTDX,2023-01-01,2023-01,0,0,0,0.1792,168.99,4.7,337,26718,0.0,hoshanho
B0CBS9FTDX,2023-02-01,2023-02,0,0,0,0.1792,168.99,4.7,337,26718,0.0,hoshanho
B0CBS9FTDX,2023-03-01,2023-03,0,0,0,0.1792,168.99,4.7,337,26718,0.0,hoshanho
B0CBS9FTDX,2023-04-01,2023-04,0,0,0,0.1792,168.99,4.7,337,26718,0.0,hoshanho
B0CBS9FTDX,2023-05-01,2023-05,0,0,0,0.1792,168.99,4.7,337,26718,0.0,hoshanho
B0CBS9FTDX,2023-06-01,2023-06,0,0,0,0.1792,168.99,4.7,337,26718,0.0,hoshanho
B0CBS9FTDX,2023-07-01,2023-07,0,0,0,0.1792,168.99,4.7,337,26718,0.0,hoshanho
B0CBS9FTDX,2023-08-01,2023-08,0,0,0,0.1792,168.99,4.7,337,26718,0.0,hoshanho
B0CBS9FTDX,2023-09-01,2023-09,0,0,0,0.1792,168.99,4.7,337,26718,0.0,hoshanho
B0CBS9FTDX,2023-10-01,2023-10,0,0,0,0.1792,168.99,4.7,337,26718,0.0,hoshanho
B0CBS9FTDX,2023-11-01,2023-11,0,0,0,0.1792,168.99,4.7,337,26718,0.0,hoshanho
B0CBS9FTDX,2023-12-01,2023-12,0,0,0,0.1792,168.99,4.7,337,26718,0.0,hoshanho
B0CBS9FTDX,2024-01-01,2024-01,0,0,0,0.1792,168.99,4.7,337,26718,0.0,hoshanho
B0CBS9FTDX,2024-02-01,2024-02,0,0,0,0.1792,168.99,4.7,337,26718,0.0,hoshanho
B0CBS9FTDX,2024-03-01,2024-03,0,0,0,0.1792,168.99,4.7,337,26718,0.0,hoshanho
B0CBS9FTDX,2024-04-01,2024-04,0,0,0,0.1792,168.99,4.7,337,26718,0.0,hoshanho
B0CBS9FTDX,2024-05-01,2024-05,0,0,0,0.1792,168.99,4.7,337,26718,0.0,hoshanho
B0CBS9FTDX,2024-06-01,2024-06,0,0,0,0.1792,168.99,4.7,337,26718,0.0,hoshanho
B0CBS9FTDX,2024-07-01,2024-07,0,0,0,0.1792,168.99,4.7,337,26718,0.0,hoshanho
B0CBS9FTDX,2024-08-01,2024-08,0,0,0,0.1792,168.99,4.7,337,26718,0.0,hoshanho
B0CBS9FTDX,2024-09-01,2024-09,0,0,0,0.1792,168.99,4.7,337,26718,0.0,hoshanho
B0CBS9FTDX,2024-10-01,2024-10,36,942,981,0.1792,168.99,4.7,337,26718,0.0,hoshanho
B0CBS9FTDX,2024-11-01,2024-11,68,1274,1388,0.1792,168.99,4.7,337,26718,0.0,hoshanho
B0CBS9FTDX,2024-12-01,2024-12,42,1517,3003,0.1792,168.99,4.7,337,26718,0.0,hoshanho
B0CBS9FTDX,2025-01-01,2025-01,56,1742,4846,0.1792,168.99,4.7,337,26718,0.0,hoshanho
B0CBS9FTDX,2025-02-01,2025-02,123,1988,8220,0.1792,168.99,4.7,337,26718,0.0,hoshanho
B0CBS9FTDX,2025-03-01,2025-03,99,2891,15785,0.1792,168.99,4.7,337,26718,0.0,hoshanho
B0CBS9FTDX,2025-04-01,2025-04,111,3042,18971,0.1792,168.99,4.7,337,26718,0.0,hoshanho
B0CBS9FTDX,2025-05-01,2025-05,165,2566,19051,0.1792,168.99,4.7,337,26718,0.0,hoshanho
B0CBS9FTDX,2025-06-01,2025-06,95,3214,25314,0.1792,168.99,4.7,337,26718,0.0,hoshanho
B0CBS9FTDX,2025-07-01,2025-07,131,2801,23174,0.1792,168.99,4.7,337,26718,0.0,hoshanho
B0CBS9FTDX,2025-08-01,2025-08,62,2396,22373,0.1792,168.99,4.7,337,26718,0.0,hoshanho
B0CBS9FTDX,2025-09-01,2025-09,134,3184,38404,0.1792,168.99,4.7,337,26718,0.0,hoshanho
B0CBS9FTDX,2025-10-01,2025-10,177,2954,35399,0.1792,168.99,4.7,337,26718,0.0,hoshanho
B0CBS9FTDX,2025-11-01,2025-11,86,2920,34255,0.1792,168.99,4.7,337,26718,0.0,hoshanho
B0CBS9FTDX,2025-12-01,2025-12,347,5009,76512,0.1792,168.99,4.7,337,26718,0.0,hoshanho
B0DSK7JYLW,2023-01-01,2023-01,0,0,0,0.343,35.99,4.6,149,56729,0.28,paudin
B0DSK7JYLW,2023-02-01,2023-02,0,0,0,0.343,35.99,4.6,149,56729,0.28,paudin
B0DSK7JYLW,2023-03-01,2023-03,0,0,0,0.343,35.99,4.6,149,56729,0.28,paudin
B0DSK7JYLW,2023-04-01,2023-04,0,0,0,0.343,35.99,4.6,149,56729,0.28,paudin
B0DSK7JYLW,2023-05-01,2023-05,0,0,0,0.343,35.99,4.6,149,56729,0.28,paudin
B0DSK7JYLW,2023-06-01,2023-06,0,0,0,0.343,35.99,4.6,149,56729,0.28,paudin
B0DSK7JYLW,2023-07-01,2023-07,0,0,0,0.343,35.99,4.6,149,56729,0.28,paudin
B0DSK7JYLW,2023-08-01,2023-08,0,0,0,0.343,35.99,4.6,149,56729,0.28,paudin
B0DSK7JYLW,2023-09-01,2023-09,0,0,0,0.343,35.99,4.6,149,56729,0.28,paudin
B0DSK7JYLW,2023-10-01,2023-10,0,0,0,0.343,35.99,4.6,149,56729,0.28,paudin
B0DSK7JYLW,2023-11-01,2023-11,0,0,0,0.343,35.99,4.6,149,56729,0.28,paudin
B0DSK7JYLW,2023-12-01,2023-12,0,0,0,0.343,35.99,4.6,149,56729,0.28,paudin
B0DSK7JYLW,2024-01-01,2024-01,0,0,0,0.343,35.99,4.6,149,56729,0.28,paudin
B0DSK7JYLW,2024-02-01,2024-02,124,1723,1704,0.343,35.99,4.6,149,56729,0.28,paudin
B0DSK7JYLW,2024-03-01,2024-03,49,1670,1776,0.343,35.99,4.6,149,56729,0.28,paudin
B0DSK7JYLW,2024-04-01,2024-04,87,2165,3939,0.343,35.99,4.6,149,56729,0.28,paudin
B0DSK7JYLW,2024-05-01,2024-05,143,2972,8178,0.343,35.99,4.6,149,56729,0.28,paudin
B0DSK7JYLW,2024-06-01,2024-06,287,5769,20868,0.343,35.99,4.6,149,56729,0.28,paudin
B0DSK7JYLW,2024-07-01,2024-07,229,4398,22816,0.343,35.99,4.6,149,56729,0.28,paudin
B0DSK7JYLW,2024-08-01,2024-08,220,5504,33193,0.343,35.99,4.6,149,56729,0.28,paudin
B0DSK7JYLW,2024-09-01,2024-09,243,4169,31377,0.343,35.99,4.6,149,56729,0.28,paudin
B0DSK7JYLW,2024-10-01,2024-10,466,8146,65148,0.343,35.99,4.6,149,56729,0.28,paudin
B0DSK7JYLW,2024-11-01,2024-11,363,6744,57319,0.343,35.99,4.6,149,56729,0.28,paudin
B0DSK7JYLW,2024-12-01,2024-12,265,8653,91810,0.343,35.99,4.6,149,56729,0.28,paudin
B0DSK7JYLW,2025-01-01,2025-01,231,4730,49889,0.343,35.99,4.6,149,56729,0.28,paudin
B0DSK7JYLW,2025-02-01,2025-02,318,7429,96916,0.343,35.99,4.6,149,56729,0.28,paudin
B0DSK7JYLW,2025-03-01,2025-03,260,5258,64942,0.343,35.99,4.6,149,56729,0.28,paudin
B0DSK7JYLW,2025-04-01,2025-04,434,6116,79933,0.343,35.99,4.6,149,56729,0.28,paudin
B0DSK7JYLW,2025-05-01,2025-05,235,4813,72098,0.343,35.99,4.6,149,56729,0.28,paudin
B0DSK7JYLW,2025-06-01,2025-06,139,5437,79171,0.343,35.99,4.6,149,56729,0.28,paudin
B0DSK7JYLW,2025-07-01,2025-07,321,6855,105730,0.343,35.99,4.6,149,56729,0.28,paudin
B0DSK7JYLW,2025-08-01,2025-08,270,4102,73777,0.343,35.99,4.6,149,56729,0.28,paudin
B0DSK7JYLW,2025-09-01,2025-09,273,4281,76704,0.343,35.99,4.6,149,56729,0.28,paudin
B0DSK7JYLW,2025-10-01,2025-10,480,9478,170958,0.343,35.99,4.6,149,56729,0.28,paudin
B0DSK7JYLW,2025-11-01,2025-11,356,9499,191342,0.343,35.99,4.6,149,56729,0.28,paudin
B0DSK7JYLW,2025-12-01,2025-12,368,7635,167209,0.343,35.99,4.6,149,56729,0.28,paudin
B07S2TDMBK,2023-01-01,2023-01,0,0,0,0.2747,31.99,4.7,702,45483,0.0,cuisinart
B07S2TDMBK,2023-02-01,2023-02,0,0,0,0.2747,31.99,4.7,702,45483,0.0,cuisinart
B07S2TDMBK,2023-03-01,2023-03,0,0,0,0.2747,31.99,4.7,702,45483,0.0,cuisinart
B07S2TDMBK,2023-04-01,2023-04,0,0,0,0.2747,31.99,4.7,702,45483,0.0,cuisinart
B07S2TDMBK,2023-05-01,2023-05,0,0,0,0.2747,31.99,4.7,702,45483,0.0,cuisinart
B07S2TDMBK,2023-06-01,2023-06,0,0,0,0.2747,31.99,4.7,702,45483,0.0,cuisinart
B07S2TDMBK,2023-07-01,2023-07,104,1586,1471,0.2747,31.99,4.7,702,45483,0.0,cuisinart
B07S2TDMBK,2023-08-01,2023-08,31,636,635,0.2747,31.99,4.7,702,45483,0.0,cuisinart
B07S2TDMBK,2023-09-01,2023-09,140,1883,4060,0.2747,31.99,4.7,702,45483,0.0,cuisinart
B07S2TDMBK,2023-10-01,2023-10,193,4033,12023,0.2747,31.99,4.7,702,45483,0.0,cuisinart
B07S2TDMBK,2023-11-01,2023-11,146,5168,19413,0.2747,31.99,4.7,702,45483,0.0,cuisinart
B07S2TDMBK,2023-12-01,2023-12,222,3755,17246,0.2747,31.99,4.7,702,45483,0.0,cuisinart
B07S2TDMBK,2024-01-01,2024-01,105,3876,25320,0.2747,31.99,4.7,702,45483,0.0,cuisinart
B07S2TDMBK,2024-02-01,2024-02,136,3649,26784,0.2747,31.99,4.7,702,45483,0.0,cuisinart
B07S2TDMBK,2024-03-01,2024-03,183,4305,33151,0.2747,31.99,4.7,702,45483,0.0,cuisinart
B07S2TDMBK,2024-04-01,2024-04,351,5667,48915,0.2747,31.99,4.7,702,45483,0.0,cuisinart
B07S2TDMBK,2024-05-01,2024-05,207,4171,45006,0.2747,31.99,4.7,702,45483,0.0,cuisinart
B07S2TDMBK,2024-06-01,2024-06,86,3280,33753,0.2747,31.99,4.7,702,45483,0.0,cuisinart
B07S2TDMBK,2024-07-01,2024-07,243,4360,52686,0.2747,31.99,4.7,702,45483,0.0,cuisinart
B07S2TDMBK,2024-08-01,2024-08,157,3463,46941,0.2747,31.99,4.7,702,45483,0.0,cuisinart
B07S2TDMBK,2024-09-01,2024-09,321,4521,61982,0.2747,31.99,4.7,702,45483,0.0,cuisinart
B07S2TDMBK,2024-10-01,2024-10,247,4943,67322,0.2747,31.99,4.7,702,45483,0.0,cuisinart
B07S2TDMBK,2024-11-01,2024-11,372,6169,93329,0.2747,31.99,4.7,702,45483,0.0,cuisinart
B07S2TDMBK,2024-12-01,2024-12,161,4482,82317,0.2747,31.99,4.7,702,45483,0.0,cuisinart
B07S2TDMBK,2025-01-01,2025-01,227,3607,65226,0.2747,31.99,4.7,702,45483,0.0,cuisinart
B07S2TDMBK,2025-02-01,2025-02,278,4565,92206,0.2747,31.99,4.7,702,45483,0.0,cuisinart
B07S2TDMBK,2025-03-01,2025-03,156,2230,45096,0.2747,31.99,4.7,702,45483,0.0,cuisinart
B07S2TDMBK,2025-04-01,2025-04,126,4748,108554,0.2747,31.99,4.7,702,45483,0.0,cuisinart
B07S2TDMBK,2025-05-01,2025-05,214,4525,107695,0.2747,31.99,4.7,702,45483,0.0,cuisinart
B07S2TDMBK,2025-06-01,2025-06,230,3913,89690,0.2747,31.99,4.7,702,45483,0.0,cuisinart
B07S2TDMBK,2025-07-01,2025-07,224,7556,174753,0.2747,31.99,4.7,702,45483,0.0,cuisinart
B07S2TDMBK,2025-08-01,2025-08,254,5579,142311,0.2747,31.99,4.7,702,45483,0.0,cuisinart
B07S2TDMBK,2025-09-01,2025-09,263,3660,98488,0.2747,31.99,4.7,702,45483,0.0,cuisinart
